DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48
8132718,108,0,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.0002147822,0.98990524
8673465,108,0,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.989239,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726,0.00022894726
8707050,108,0,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.9831179,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483,0.00035920483
9175625,108,0,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.0002451041,0.98848015
9245791,108,0,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.68795025,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.0003930983,0.29396757
9591694,108,0,0.00022164894,0.00022164894,0.18494181,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.31015736,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.00022164894,0.4949266,0.00022164894,0.00022164894,0.00022164894
10051610,108,0,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.9755208,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007,0.00052085007
10087618,108,0,0.00065106683,0.00065106683,0.969399,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683,0.00065106683
10100328,108,0,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.9855995,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384,0.000306384
10320929,108,0,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.9791671,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544,0.00044327544
