DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17
8042410,108,0,0.00085262064,0.0008526206,0.0008526208,0.0008526206,0.30154455,0.00085262064,0.0008526207,0.00085262064,0.15497096,0.0008526209,0.00085262046,0.17045535,0.00085262064,0.18334235,0.0008526207,0.00085262064,0.1794555
8673465,108,0,0.000668495,0.3791319,0.000668495,0.0006684949,0.61084086,0.00066849496,0.000668495,0.000668495,0.00066849496,0.000668495,0.000668495,0.00066849496,0.00066849496,0.000668495,0.000668495,0.00066849496,0.0006684951
9175625,108,0,0.00075417524,0.00075417524,0.0007541753,0.0007541752,0.9879334,0.0007541754,0.00075417524,0.0007541752,0.0007541752,0.0007541752,0.0007541752,0.00075417524,0.0007541752,0.0007541752,0.0007541752,0.00075417524,0.0007541752
9245791,108,0,0.0013680995,0.58468854,0.0013680996,0.0013680996,0.39479032,0.0013680995,0.0013680998,0.0013680995,0.0013680999,0.0013680997,0.0013680995,0.0013680999,0.0013680995,0.0013680998,0.0013680995,0.0013680994,0.0013680998
9346876,108,0,0.8593914,0.00070876686,0.0007087667,0.00070876663,0.12997721,0.00070876675,0.00070876675,0.0007087666,0.00070876663,0.00070876663,0.0007087668,0.0007087667,0.00070876663,0.00070876663,0.0007087666,0.0007087668,0.0007087667
9352931,108,0,0.0007262825,0.3846,0.0007262825,0.0007262823,0.11817748,0.0007262825,0.4870547,0.0007262824,0.0007262824,0.00072628254,0.00072628265,0.0007262824,0.00072628236,0.0007262825,0.0007262823,0.00072628236,0.00072628254
10051610,108,0,0.0014006875,0.0014006878,0.0014006877,0.0014006874,0.13363644,0.0014006875,0.0014006875,0.0014006874,0.0014006874,0.0014006877,0.0014006877,0.8453533,0.0014006875,0.0014006874,0.0014006875,0.0014006875,0.001400688
10087618,108,0,0.0020284597,0.0020284597,0.0020284597,0.0020284597,0.96754503,0.0020284597,0.0020284597,0.0020284597,0.00202846,0.0020284597,0.0020284597,0.0020284597,0.0020284597,0.0020284597,0.0020284597,0.0020284597,0.0020284597
10320929,108,0,0.0012517,0.0012517001,0.0012517002,0.6906872,0.29053754,0.0012516998,0.0012517003,0.0012517,0.0012516999,0.0012516999,0.0012517,0.0012516999,0.0012516998,0.0012516999,0.0012516998,0.0012517001,0.0012516999
10700148,108,0,0.0016342046,0.0016342045,0.0016342048,0.04684436,0.38168597,0.0016342046,0.29139867,0.0016342048,0.0016342051,0.0016342048,0.0016342044,0.22451709,0.0016342048,0.0016342042,0.035943676,0.0016342048,0.0016342043
