DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
8042410,108,0,0.0011738188,0.0011738329,0.0011738631,0.0011738352,0.0011738179,0.0011738281,0.09438029,0.0011738519,0.0011738501,0.8938814,0.0011738434,0.0011738298
8132718,108,0,0.0009259876,0.000925999,0.00092600763,0.0009260178,0.0009259841,0.0009259911,0.0009259847,0.00092599774,0.00092599203,0.00092599523,0.98981404,0.0009259853
8673465,108,0,0.0009363793,0.0009363866,0.9896996,0.0009363823,0.0009363802,0.00093638105,0.00093639287,0.0009363931,0.0009363803,0.00093638303,0.0009363899,0.0009363805
8707050,108,0,0.001462215,0.001462202,0.44799,0.22338292,0.0014622053,0.001462199,0.0014623083,0.0014621845,0.0014621684,0.31546724,0.0014622035,0.0014621877
9346876,108,0,0.0010163746,0.0010163743,0.4137082,0.0010163921,0.0010163675,0.0010163648,0.0010163567,0.0010163771,0.0010164067,0.57612795,0.0010163615,0.0010163632
9352931,108,0,0.0010288781,0.0010289032,0.98868215,0.0010288905,0.0010288768,0.0010288843,0.0010288701,0.0010288992,0.0010288869,0.0010289274,0.00102888,0.0010288852
9591694,108,0,0.00094700546,0.0009470058,0.0009470282,0.9895827,0.00094700116,0.00094700354,0.00094699743,0.0009470079,0.00094701606,0.00094700995,0.00094700826,0.0009470045
10051610,108,0,0.0019381207,0.0019381547,0.97868025,0.0019381444,0.0019381403,0.0019381245,0.0019381263,0.0019381597,0.0019381372,0.0019382456,0.0019381628,0.0019381264
10087618,108,0,0.002525955,0.0025257987,0.7463834,0.10050829,0.0025259163,0.0025257822,0.0025257727,0.0025258695,0.0025258334,0.13037567,0.0025258337,0.0025258171
10100328,108,0,0.0012078054,0.0012078125,0.98671395,0.0012077966,0.0012077964,0.001207812,0.0012078075,0.0012078108,0.0012077924,0.0012078203,0.0012078008,0.0012077962
10320929,108,0,0.0017731368,0.0017731354,0.0017731631,0.9804954,0.0017731372,0.0017731319,0.0017731272,0.0017731446,0.0017731473,0.0017731491,0.001773186,0.0017731228
10531012,108,0,0.0009690677,0.0009691275,0.29070768,0.26791847,0.0009690735,0.0009690809,0.0009690753,0.0009690865,0.0009690777,0.432652,0.0009690777,0.00096907176
10725388,108,0,0.00091587764,0.0009159053,0.5364871,0.11821899,0.33705088,0.0009158899,0.00091586815,0.0009158916,0.00091591047,0.00091590587,0.0009158879,0.00091588404
10806067,108,0,0.0010417235,0.0010417369,0.0010417845,0.001041745,0.0010417269,0.0010417261,0.0010417212,0.0010417439,0.0010417296,0.0010417388,0.9885409,0.0010417267
10946305,108,0,0.0013890509,0.0013890635,0.0013890688,0.0013890534,0.0013890592,0.0013890762,0.0013890271,0.0013890556,0.0013890674,0.9847204,0.0013890406,0.0013890598
10969025,108,0,0.001262837,0.0012628654,0.3528043,0.0012628863,0.0012628316,0.6345672,0.0012628947,0.0012628561,0.0012629002,0.0012628516,0.0012629038,0.0012628433
11950889,108,0,0.0007863322,0.17983621,0.4072512,0.043418698,0.043890025,0.00078636163,0.0007863411,0.20496163,0.0007863603,0.00078634825,0.11592413,0.00078633183
12217649,108,0,0.0013230131,0.116704434,0.49096608,0.24657196,0.0013230216,0.001323024,0.0013230137,0.0013230256,0.0013230204,0.11343115,0.0013230295,0.023065215
12297500,108,0,0.0009058681,0.0009058801,0.050543036,0.00090591185,0.000905882,0.0009058722,0.0009058614,0.0009058759,0.00090586365,0.9403982,0.00090587075,0.00090586697
12415118,108,0,0.0011417167,0.0011417231,0.5422116,0.20190707,0.0011417115,0.10942479,0.0011417065,0.033274047,0.001141758,0.10519039,0.0011417326,0.0011417454
12417022,108,0,0.0013443505,0.001344363,0.6174865,0.0013443402,0.0013443453,0.0013443766,0.0013443661,0.36907002,0.0013443471,0.0013443516,0.0013443608,0.0013443454
12461557,108,0,0.0024512056,0.0024511826,0.9730367,0.002451185,0.0024511602,0.0024511605,0.002451169,0.0024512324,0.0024512915,0.0024512103,0.0024511674,0.0024511525
12511612,108,0,0.00086816837,0.0008681968,0.5552195,0.0008681853,0.00086819206,0.0008681766,0.00086817506,0.21358302,0.0008681712,0.0008681917,0.22338383,0.00086818024
12516859,108,0,0.0017007934,0.0017008084,0.5157548,0.467237,0.001700783,0.001700804,0.001700808,0.0017008202,0.0017008178,0.0017008134,0.0017008054,0.001700804
8908519,109,1,0.0012256687,0.0012256176,0.24105564,0.0012256334,0.0012256053,0.0012256122,0.0012255918,0.0012256134,0.7466881,0.001225615,0.0012256228,0.0012256082
8940425,109,1,0.0009805278,0.0009804969,0.042742625,0.0009804819,0.0009804817,0.0009804968,0.0009804841,0.0009804863,0.9022711,0.0009804963,0.04616185,0.0009804841
9149812,109,1,0.16413984,0.0010163613,0.0010163537,0.0010164056,0.0010163783,0.0010163672,0.0010163784,0.0010163622,0.601987,0.0010163614,0.22472578,0.0010163517
9187765,109,1,0.18591055,0.002381189,0.044727158,0.0023812947,0.0023811855,0.002381194,0.0023811916,0.0023812037,0.71107024,0.0023812028,0.039242316,0.0023812433
9666006,109,1,0.058454614,0.002193357,0.0021933527,0.0021933385,0.0021933632,0.0021933601,0.0021933233,0.05972301,0.8620821,0.0021933622,0.0021933392,0.0021933517
9836710,109,1,0.0026043765,0.35556412,0.0026043358,0.0026043393,0.0026043493,0.0026043744,0.0026044436,0.0026044184,0.61839217,0.0026043844,0.0026043416,0.0026043416
10029323,109,1,0.32351807,0.0008091293,0.0008091451,0.050071392,0.00080911856,0.0008091403,0.0008091187,0.0008091228,0.6191283,0.0008091326,0.0008091443,0.0008091211
10084106,109,1,0.20031987,0.001126255,0.059808,0.0011262813,0.0011262773,0.03225854,0.0011262518,0.0011262626,0.63416576,0.0011262648,0.06556404,0.0011262611
10224010,109,1,0.0016342972,0.19324964,0.0016342939,0.0016343339,0.122572765,0.0016343102,0.0016343306,0.0016343673,0.66946876,0.0016343353,0.0016342939,0.0016342812
10419204,109,1,0.0010417127,0.0010417146,0.0010417146,0.0010417121,0.0010417103,0.0010417136,0.0010417111,0.0010417239,0.9885411,0.0010417349,0.0010417097,0.0010417191
10440566,109,1,0.0017008547,0.0017008602,0.001700913,0.0017008753,0.0017008611,0.032794513,0.0017009166,0.0017008714,0.8403352,0.0017008742,0.0017009197,0.11156228
10457842,109,1,0.46019596,0.0013021755,0.0013021847,0.0013021934,0.0013021934,0.0013021771,0.0013021607,0.0013021799,0.5267822,0.001302181,0.001302179,0.0013021973
10574095,109,1,0.0021369958,0.0021369588,0.07285617,0.0021369867,0.002136961,0.0021369625,0.002136946,0.0021369741,0.90577406,0.0021369967,0.0021369716,0.0021369718
10599890,109,1,0.15403938,0.0010966688,0.001096694,0.0010966756,0.0010966706,0.06338015,0.0010966699,0.0010966683,0.73968226,0.03412483,0.0010966976,0.0010966837
10713370,109,1,0.0010684626,0.0010684953,0.0010684573,0.0010684599,0.0010684673,0.0010684653,0.0010684467,0.0010684684,0.9882468,0.0010684554,0.0010684645,0.0010684603
10742226,109,1,0.0007247908,0.00072480965,0.0007247778,0.0007247793,0.0007248176,0.00072479807,0.00072478165,0.10000709,0.89274496,0.0007248422,0.0007247929,0.00072479696
10769755,109,1,0.0011739648,0.02721391,0.0011740185,0.07535149,0.0011739753,0.0011740663,0.050010625,0.15628225,0.68292373,0.0011739841,0.0011740283,0.0011740178
10877778,109,1,0.0010549184,0.0010549368,0.0010549311,0.0010549264,0.0010549151,0.0010549175,0.0010549104,0.0010549258,0.98839575,0.0010549272,0.0010549193,0.0010549185
10966441,109,1,0.0013889556,0.0013889464,0.0013889564,0.0013889549,0.0013889552,0.001388946,0.0013889417,0.0013889464,0.9847214,0.0013889484,0.0013889465,0.0013889477
12144770,109,1,0.0012627235,0.0012626975,0.0012627053,0.0012626951,0.0012626947,0.0012626976,0.0012626885,0.0012626959,0.98611027,0.0012627083,0.001262741,0.0012626937
12211279,109,1,0.0006831042,0.000683089,0.0006830874,0.0006830866,0.0006830863,0.00068308774,0.00068309245,0.00068308954,0.992486,0.0006831237,0.00068308524,0.0006830865
12218656,109,1,0.1767401,0.0015153268,0.13141891,0.0015153236,0.0015153623,0.21417281,0.0015153049,0.0015153101,0.4655456,0.0015153243,0.0015153236,0.0015153167
12374402,109,1,0.0012256801,0.07306041,0.08255486,0.0012257447,0.0012256602,0.0012256772,0.0012257323,0.0012256724,0.8333534,0.0012257295,0.0012256897,0.0012256997
12454166,109,1,0.0009470557,0.0009470597,0.0009470633,0.0009470367,0.00094709045,0.0009470776,0.0009470607,0.0009470573,0.98958236,0.0009470532,0.00094705174,0.0009471009
1669719,111,2,0.9844626,0.0014124785,0.0014124904,0.0014124698,0.0014125155,0.0014124858,0.0014124697,0.0014124818,0.0014124691,0.0014124818,0.0014124773,0.0014124828
7774117,111,2,0.0008251662,0.0008251637,0.00082517514,0.0008251751,0.77959716,0.0008251778,0.0008251808,0.0008251712,0.18025889,0.032717437,0.0008251816,0.000825183
7913756,111,2,0.0007937255,0.0007937228,0.00079374027,0.0007937314,0.78487587,0.0007937395,0.00079375424,0.0007937345,0.2071868,0.00079374615,0.0007937394,0.00079373305
7936296,111,2,0.0016341987,0.001634224,0.0016342509,0.001634213,0.0016342449,0.5686824,0.001634201,0.0016342135,0.0016342005,0.0016341873,0.2548346,0.16177514
7991124,111,2,0.0012255668,0.0012255637,0.0012255545,0.0012255507,0.9865187,0.0012256152,0.0012255621,0.0012255708,0.0012255746,0.0012255614,0.0012256029,0.001225598
8137126,111,2,0.4728057,0.0013663142,0.20255485,0.0013663282,0.3123425,0.001366335,0.0013663338,0.0013663269,0.0013663496,0.00136632,0.0013663643,0.0013663277
8137132,111,2,0.16495992,0.07743412,0.057785638,0.00075089623,0.36193424,0.00075091765,0.0007508986,0.0007509161,0.20872778,0.12465271,0.00075089926,0.0007509424
8618678,111,2,0.002083464,0.0020835304,0.0020834734,0.002083451,0.5928118,0.0020834915,0.002083695,0.0020835719,0.0020834631,0.0020835088,0.0020834834,0.38635305
8657630,111,2,0.0023150186,0.0023149585,0.002314951,0.0023150118,0.97453505,0.002314981,0.0023149655,0.0023149839,0.0023150258,0.002314961,0.0023149862,0.0023150272
8682199,111,2,0.16050307,0.0008418581,0.0008418562,0.00084183365,0.3869534,0.0008418516,0.00084184424,0.00084185,0.0008418526,0.4449668,0.00084185245,0.00084186933
8707291,111,2,0.0007184462,0.00071843335,0.0007184312,0.0007184286,0.07371127,0.00071844866,0.0007184352,0.00071843737,0.0007184281,0.0007184358,0.91910434,0.0007184539
8797471,111,2,0.0012438506,0.0012438502,0.0012438598,0.001243846,0.0012438917,0.0012438656,0.0012438579,0.0012438657,0.0012438504,0.001243863,0.001243868,0.9863175
8797472,111,2,0.0015153021,0.0015153204,0.0015152975,0.0015152718,0.12584475,0.0015153087,0.07603541,0.0015153227,0.0015153063,0.0015153118,0.0015152992,0.7844821
8841969,111,2,0.17103755,0.001173882,0.0011738981,0.0011738833,0.52164704,0.0011738946,0.0011738911,0.0011738964,0.0011739318,0.0011738995,0.0011738861,0.2967504
9128415,111,2,0.0007122967,0.0007122972,0.00071229006,0.0007122856,0.99216473,0.00071230205,0.00071229297,0.0007122946,0.00071229215,0.00071229757,0.0007122989,0.0007123107
9239743,111,2,0.9869038,0.0011905481,0.001190531,0.0011905282,0.0011906493,0.001190552,0.0011905261,0.0011905436,0.0011905393,0.0011905512,0.0011905438,0.0011905606
9263413,111,2,0.15845186,0.003788466,0.0037884377,0.0037883923,0.33612195,0.24190846,0.0037885248,0.2332101,0.0037884351,0.0037885106,0.0037884458,0.003788503
9629853,111,2,0.0018519341,0.0018519185,0.0018519233,0.001851906,0.07724677,0.0018519928,0.0018519589,0.0018519296,0.0018519213,0.001851933,0.9042338,0.0018519773
9681800,111,2,0.0011112695,0.0011112398,0.0011112209,0.0011112078,0.49923152,0.0011112252,0.0011113081,0.0011112475,0.0011112222,0.001111239,0.00111123,0.48965615
9789072,111,2,0.0009364232,0.00093640207,0.0009364053,0.0009363963,0.0009364354,0.0009364183,0.00093640236,0.00093641295,0.00093640416,0.00093642034,0.00093641906,0.9896995
9864731,111,2,0.0011416827,0.0011416756,0.0011416605,0.0011416647,0.30302736,0.37506056,0.001141698,0.0011416842,0.001141674,0.0011416897,0.0011416984,0.31163692
