DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13
8042410,108,0,0.0010835103,0.0010835145,0.0010835293,0.0010835136,0.0010835112,0.0010835126,0.0010835159,0.0010835202,0.0010835235,0.98699766,0.0010835213,0.0010835114,0.0010835691
8132718,108,0,0.0008547547,0.0008547594,0.000854773,0.00085476064,0.0008547542,0.0008547561,0.0008547532,0.00085475756,0.0008547559,0.00085475657,0.9897428,0.00085475424,0.00085475534
8673465,108,0,0.0008643444,0.00086434616,0.98962754,0.00086434465,0.0008643448,0.0008643438,0.00086434465,0.0008643538,0.00086434436,0.00086434535,0.00086434616,0.00086434465,0.0008643522
8707050,108,0,0.001349639,0.0013496412,0.4447857,0.16136143,0.0013496417,0.00134964,0.3803565,0.0013496405,0.0013496397,0.0013496397,0.0013496459,0.0013496429,0.0013496376
9346876,108,0,0.0009381827,0.0009381764,0.38982642,0.00093817594,0.0009381748,0.000938172,0.0009381683,0.00093817885,0.029846953,0.5709448,0.00093817315,0.00093817385,0.00093816896
9352931,108,0,0.00094971847,0.00094971975,0.98860294,0.0009497156,0.0009497154,0.00094971753,0.000949715,0.0009497217,0.00094971847,0.0009497224,0.0009497196,0.0009497175,0.00094972015
9591694,108,0,0.00087415875,0.000874159,0.0008741734,0.9895101,0.0008741573,0.00087415805,0.0008741557,0.0008741601,0.0008741636,0.0008741604,0.0008741604,0.00087415817,0.0008741569
10051610,108,0,0.0017890211,0.0017890345,0.9785318,0.00178902,0.0017890264,0.0017890203,0.0017890253,0.0017890359,0.0017890229,0.0017890362,0.001789031,0.0017890207,0.0017890171
10087618,108,0,0.0023315088,0.0023314592,0.72612935,0.09077807,0.002331489,0.002331455,0.0023316036,0.0023314855,0.0023314948,0.15977757,0.0023314927,0.0023315258,0.0023314487
10100328,108,0,0.0011148829,0.001114886,0.986621,0.0011148805,0.0011148807,0.0011148852,0.0011148832,0.0011148832,0.0011148778,0.0011149017,0.0011148801,0.0011148794,0.0011148812
10320929,108,0,0.001636757,0.0016367511,0.0016367859,0.0016367573,0.0016367469,0.0016367458,0.0016367404,0.0016367502,0.0016367548,0.0016367561,0.980359,0.0016367392,0.0016367423
10531012,108,0,0.0008945301,0.00089454744,0.40495032,0.22138482,0.00089452777,0.0008945342,0.0008945327,0.00089453475,0.0008945299,0.36471945,0.0008945299,0.00089453027,0.00089453295
10725388,108,0,0.0008453942,0.0008454031,0.5180872,0.0008454048,0.47261316,0.00084539823,0.00084539095,0.00084539916,0.000845416,0.0008454039,0.00084539986,0.0008453952,0.00084539526
10806067,108,0,0.00096159364,0.00096159696,0.0009616024,0.00096159644,0.00096159556,0.00096159196,0.00096158887,0.0009615988,0.0009615923,0.0009615986,0.9884607,0.0009615915,0.0009615921
10946305,108,0,0.0012821691,0.0012821715,0.0012821733,0.0012821746,0.0012821726,0.0012821808,0.0012821605,0.0012821666,0.00128217,0.984614,0.0012821656,0.0012821681,0.0012821594
10969025,108,0,0.001165706,0.001165716,0.34752005,0.0011657309,0.0011657219,0.51399773,0.0011657033,0.0011657121,0.0011657209,0.0011657134,0.0011657214,0.0011657082,0.12682514
11950889,108,0,0.000725763,0.00072577066,0.37874398,0.00072577124,0.61327237,0.0007257651,0.00072576664,0.00072576693,0.00072576955,0.00072577165,0.0007257757,0.0007257637,0.0007257675
12217649,108,0,0.0012211095,0.0012211249,0.53724027,0.21846241,0.12689722,0.001221107,0.001221105,0.0012211081,0.001221111,0.10641017,0.0012211067,0.0012211088,0.0012211058
12297500,108,0,0.0008361819,0.0008361831,0.24848272,0.00083618256,0.0008361852,0.0008361803,0.0008361765,0.0008361807,0.0008361768,0.74231917,0.0008361803,0.0008361798,0.0008361782
12415118,108,0,0.0010538697,0.0010538681,0.50677514,0.17359316,0.001053865,0.100804545,0.0010538604,0.092640474,0.0010538772,0.06831252,0.050497014,0.0010538698,0.0010538623
12417022,108,0,0.0012408838,0.0012408844,0.53828764,0.001240878,0.0012408802,0.0012408781,0.0012408629,0.44806287,0.001240869,0.0012408764,0.0012408716,0.0012408674,0.0012408715
12461557,108,0,0.002262749,0.0022627846,0.6494184,0.15993947,0.0022627446,0.0022627492,0.039378766,0.13089842,0.0022628498,0.0022627963,0.0022627471,0.0022627509,0.0022627548
12511612,108,0,0.00080139487,0.2407209,0.45287246,0.07657031,0.0008014124,0.00080140174,0.00080140046,0.065902,0.000801401,0.0008014087,0.15752293,0.00080140756,0.0008013987
12516859,108,0,0.0015699473,0.0015699511,0.85239327,0.13033728,0.0015699454,0.0015699484,0.0015699464,0.0015699601,0.0015699628,0.0015699529,0.0015699548,0.0015699515,0.0015699537
8908519,109,1,0.0011312637,0.0011312615,0.0011312625,0.6588652,0.0011312624,0.0011312616,0.0011312586,0.0011312609,0.3286909,0.001131261,0.0011312624,0.0011312607,0.001131263
8940425,109,1,0.0009050664,0.0009050696,0.041365508,0.0009050622,0.018763455,0.00090506824,0.00090506836,0.0009050655,0.9132769,0.00090507173,0.018448403,0.0009050657,0.0009050691
9149812,109,1,0.0009381746,0.0009381698,0.0009381655,0.104461715,0.26832554,0.0009381657,0.00093816244,0.0009381727,0.617831,0.0009381658,0.00093817303,0.00093816145,0.0009381806
9187765,109,1,0.12958859,0.0021980242,0.0021980465,0.0021980363,0.0021980812,0.002198031,0.0021980517,0.002198048,0.81086993,0.0021980295,0.03756102,0.0021980293,0.0021980228
9666006,109,1,0.002024578,0.0020245574,0.0020245686,0.002024559,0.07743304,0.0020245595,0.0020245553,0.002024568,0.85412353,0.04819782,0.0020245544,0.002024564,0.0020245723
9836710,109,1,0.0024040265,0.2702917,0.0024040109,0.0024040265,0.002404019,0.002404027,0.0024040139,0.0024040393,0.61504316,0.0024040402,0.0024040134,0.0024040164,0.09062505
10029323,109,1,0.32378587,0.0007468881,0.0007468993,0.0007468978,0.00074689207,0.0007468919,0.0007468863,0.000746886,0.6679984,0.0007468901,0.00074689364,0.0007468845,0.0007468856
10084106,109,1,0.0010396569,0.0010396444,0.06608489,0.0010396611,0.2532489,0.02037581,0.0010396447,0.0010396481,0.65093344,0.0010396449,0.00103965,0.0010396459,0.0010396403
10224010,109,1,0.0015085152,0.0015085117,0.0015084888,0.15800619,0.16123083,0.0015085053,0.0015084869,0.0015085079,0.55369747,0.0015085053,0.0015084952,0.0015084888,0.11348909
10419204,109,1,0.0009615819,0.00096158,0.000961578,0.00096158,0.0009615797,0.00096157927,0.0009615775,0.00096158456,0.98846096,0.0009615875,0.0009615783,0.0009615825,0.0009615802
10440566,109,1,0.0015699962,0.0015699862,0.14224838,0.0015699916,0.0015699887,0.0015700144,0.0015699827,0.0015699881,0.84048176,0.0015699844,0.0015700016,0.0015700022,0.001569985
10457842,109,1,0.30801,0.001202014,0.001202019,0.0012020264,0.0012020237,0.0012020123,0.001202008,0.001202016,0.6787678,0.0012020172,0.0012020154,0.0012020215,0.0012020097
