DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36
8042410,108,0,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.98630595,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263,0.00039125263
8132718,108,0,0.00030865846,0.00030865846,0.00030865846,0.29789367,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.00030865846,0.69161165
8673465,108,0,0.00031211769,0.00031211769,0.98907554,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769,0.00031211769
8707050,108,0,0.00048735455,0.00048735455,0.4317358,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.00048735455,0.5516936,0.00048735455,0.00048735455
9346876,108,0,0.00033881076,0.00033881076,0.14527166,0.12869488,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.04259164,0.43388546,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.23905289,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076,0.00033881076
9352931,108,0,0.00034294708,0.00034294708,0.98799646,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708,0.00034294708
9591694,108,0,0.00031566332,0.00031566332,0.00031566332,0.98895144,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332,0.00031566332
10051610,108,0,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.9773888,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246,0.0006460246
10087618,108,0,0.0008417754,0.0008417754,0.97053695,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754,0.0008417754
10100328,108,0,0.00040261648,0.54985917,0.2454284,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.037113726,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.00040261648,0.15471457,0.00040261648
10320929,108,0,0.0005910348,0.0005910348,0.0005910348,0.97931325,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348,0.0005910348
10531012,108,0,0.00032301128,0.00032301128,0.00032301128,0.27735177,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.7116655,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128,0.00032301128
10725388,108,0,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.9893155,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146,0.00030526146
10806067,108,0,0.00034725037,0.00034725037,0.35637742,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.52104026,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.00034725037,0.111122735,0.00034725037
10946305,108,0,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.9837949,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991,0.000462991
10969025,108,0,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.00042088568,0.985269,0.00042088568
