DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
8042410,108,0,0.21792786,0.0016119677,0.4436428,0.189934,0.14043668,0.0016117847,0.001611901,0.0016114456,0.0016114328
8673465,108,0,0.0012632004,0.9898953,0.0012631338,0.0012629015,0.0012633116,0.0012631323,0.0012630686,0.0012630315,0.0012628643
9175625,108,0,0.001425289,0.38259596,0.2963586,0.0014249246,0.2678762,0.04604302,0.0014259066,0.0014252895,0.0014248579
9245791,108,0,0.0025853044,0.9793183,0.0025854562,0.0025852472,0.0025847326,0.0025850986,0.0025857661,0.0025850227,0.0025850283
9346876,108,0,0.36936885,0.19207498,0.0013400798,0.0013397385,0.20547375,0.22638348,0.0013401499,0.0013392937,0.0013397159
9352931,108,0,0.0013725444,0.38882554,0.0013728157,0.0013722266,0.0013727217,0.0013727418,0.60156673,0.0013722039,0.001372502
10051610,108,0,0.002647025,0.0026478542,0.97882605,0.0026463878,0.0026462958,0.002647059,0.0026469445,0.0026461147,0.0026462695
10087618,108,0,0.003832114,0.3153274,0.0038334674,0.0038356972,0.6578397,0.0038325917,0.0038324504,0.003832835,0.003833703
10320929,108,0,0.0023657104,0.3206008,0.0023662606,0.3848856,0.2803197,0.0023653533,0.0023659617,0.0023655868,0.0023650685
10700148,108,0,0.0030891008,0.003089972,0.0030891777,0.109805204,0.32866642,0.20146962,0.34461537,0.0030875898,0.0030875052
10725388,108,0,0.0012215178,0.5724966,0.0012218503,0.0012215691,0.0012223674,0.4189512,0.0012217918,0.0012213861,0.0012217136
10806067,108,0,0.0013555785,0.0013556913,0.9891559,0.0013554198,0.0013555202,0.0013554159,0.0013556384,0.0013555159,0.0013553195
10946305,108,0,0.0018226604,0.0018232564,0.9123821,0.0018220455,0.0018227431,0.07485928,0.0018229978,0.0018224784,0.00182249
10969025,108,0,0.0016593084,0.98672605,0.0016592758,0.0016588055,0.0016601438,0.0016595765,0.0016589438,0.0016590048,0.0016588847
11950889,108,0,0.0011116203,0.0011118664,0.9911067,0.001111644,0.0011116546,0.0011119233,0.0011116673,0.0011115815,0.0011114219
12217649,108,0,0.0017927341,0.50759333,0.0017933452,0.0017923386,0.0017934924,0.47985616,0.0017927894,0.001792848,0.001793024
12297500,108,0,0.0012083062,0.0012084498,0.0012083505,0.0012081534,0.0012080984,0.990334,0.0012084105,0.0012079775,0.0012082555
12415118,108,0,0.0015230991,0.0015235862,0.18919602,0.0015227306,0.25525552,0.001523082,0.5464099,0.0015229001,0.0015231079
12417022,108,0,0.0017372187,0.4094415,0.0017373939,0.0017371072,0.0017367572,0.0017367827,0.5783996,0.0017366287,0.0017370197
12461557,108,0,0.0033694645,0.7705517,0.0033684256,0.0033679984,0.20586829,0.0033693411,0.003369191,0.0033678163,0.0033677376
12496124,108,0,0.002316003,0.089743234,0.002316464,0.0023159531,0.3637335,0.39279318,0.14214948,0.0023158889,0.002316328
12496132,108,0,0.001355309,0.0013558537,0.0013556717,0.0013553038,0.0013563604,0.98915535,0.0013553936,0.0013553445,0.0013553405
12516859,108,0,0.0023174544,0.0023170416,0.0023172633,0.0023158474,0.3002488,0.4594733,0.22637619,0.002316805,0.002317274
