DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
8042410,108,0,0.0009390944,0.17116494,0.13419357,0.00093909545,0.07706333,0.0009390949,0.0009390969,0.00093909545,0.00093909504,0.0009390949,0.0009390944,0.0009390966,0.0009390961,0.607248,0.00093909615
8132718,108,0,0.0007093091,0.6968934,0.0007093095,0.11010396,0.00070930994,0.0007093109,0.0007093105,0.0007093105,0.0007093099,0.0007093104,0.18449111,0.00070930994,0.00070930994,0.00070930977,0.0007093091
8707050,108,0,0.0011494858,0.75125206,0.0011494858,0.0011494856,0.0011494862,0.0011494862,0.0011494855,0.0011494864,0.23380485,0.001149486,0.0011494859,0.001149486,0.0011494864,0.0011494857,0.0011494852
9175625,108,0,0.0007408147,0.43675706,0.00074081606,0.0007408162,0.0007408155,0.0007408158,0.0007408158,0.0007408152,0.00074081565,0.0007408155,0.00074081565,0.5536126,0.0007408155,0.0007408149,0.0007408152
9245791,108,0,0.0014493801,0.49482924,0.4863291,0.0014493803,0.0014493795,0.0014493795,0.0014493816,0.0014493807,0.0014493796,0.00144938,0.0014493795,0.0014493796,0.001449379,0.001449379,0.0014493798
9346876,108,0,0.00083337363,0.00083337416,0.0008333741,0.0008333738,0.0008333735,0.98833287,0.0008333737,0.00083337334,0.00083337474,0.0008333738,0.0008333738,0.00083337416,0.00083337363,0.0008333735,0.00083337363
9352931,108,0,0.0008130925,0.3029858,0.295862,0.39139527,0.00081309135,0.0008130928,0.0008130912,0.0008130917,0.00081309135,0.00081309205,0.00081309123,0.0008130915,0.000813092,0.00081309234,0.000813092
9591694,108,0,0.0007937139,0.08803865,0.0007937145,0.0007937138,0.0007937136,0.24739434,0.00079371495,0.0007937136,0.00079371565,0.0007937141,0.0007937139,0.14584734,0.5099888,0.0007937141,0.0007937146
10051610,108,0,0.0015504687,0.0015504728,0.0015504691,0.0015504691,0.0015504691,0.9782937,0.0015504699,0.0015504694,0.0015504688,0.0015504698,0.001550468,0.0015504691,0.0015504687,0.0015504695,0.0015504682
10087618,108,0,0.103610374,0.71945393,0.06095035,0.0020836818,0.0020836804,0.0020836818,0.002083679,0.0020836836,0.002083681,0.002083687,0.0020836825,0.0020836848,0.093064606,0.00208368,0.0020836792
10100328,108,0,0.00090099405,0.28085276,0.0009009953,0.47977707,0.00090099353,0.22855838,0.00090099545,0.00090099336,0.00090099446,0.00090099464,0.0009009953,0.00090099464,0.00090099446,0.00090099365,0.00090099365
10320929,108,0,0.0014493344,0.9797096,0.0014493348,0.0014493344,0.0014493341,0.0014493355,0.0014493347,0.0014493348,0.0014493356,0.0014493347,0.0014493347,0.0014493351,0.0014493347,0.0014493343,0.0014493349
10531012,108,0,0.00073270104,0.23820071,0.00073270244,0.00073270133,0.00073270116,0.24642682,0.0007327023,0.00073270133,0.2233839,0.28392887,0.00073270075,0.00073270197,0.00073270325,0.00073270116,0.00073270075
10700148,108,0,0.0019608915,0.5985386,0.0019608939,0.0019608927,0.0019608967,0.0019608943,0.0019608936,0.001960893,0.3759699,0.001960893,0.0019608934,0.0019608978,0.001960893,0.0019608932,0.0019608936
