DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
8132718,108,0,0.00051552075,0.00051552075,0.41886723,0.38037574,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.00051552075,0.19199267
8673465,108,0,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.98955995,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466,0.000549466
8707050,108,0,0.0008621838,0.0008621838,0.44119272,0.0008621838,0.0008621838,0.0008621838,0.0008621838,0.0008621838,0.063258,0.12887749,0.0008621838,0.0008621838,0.0008621838,0.20871371,0.0008621838,0.022220815,0.0008621838,0.0008621838,0.12366683,0.0008621838
9175625,108,0,0.0005882623,0.0005882623,0.9888224,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623,0.0005882623
9245791,108,0,0.0009434748,0.0009434748,0.42108002,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.0009434748,0.5619377,0.0009434748,0.0009434748,0.0009434748
9591694,108,0,0.00053202594,0.00053202594,0.13036434,0.00053202594,0.00053202594,0.0760235,0.00053202594,0.00053202594,0.00053202594,0.5114805,0.00053202594,0.00053202594,0.09287321,0.00053202594,0.00053202594,0.100608274,0.00053202594,0.00053202594,0.00053202594,0.08120158
10051610,108,0,0.0012501475,0.0012501475,0.24823838,0.0012501475,0.0012501475,0.0012501475,0.0012501475,0.0012501475,0.0012501475,0.0012501475,0.0012501475,0.0012501475,0.0012501476,0.0012501475,0.0012501475,0.0012501475,0.40494227,0.0012501475,0.0012501475,0.32556686
10087618,108,0,0.0015626801,0.0015626801,0.23173097,0.0015626801,0.0015626801,0.0015626801,0.12098268,0.0015626801,0.0015626801,0.0015626802,0.0015626801,0.0015626801,0.0015626801,0.53134656,0.0015626801,0.090936996,0.0015626801,0.0015626801,0.0015626801,0.0015626801
10100328,108,0,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.7380419,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.0007353303,0.24872212
10320929,108,0,0.0010639505,0.0010639505,0.3844911,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.59635806,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505,0.0010639505
10531012,108,0,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.00057473395,0.9890801
10700148,108,0,0.0013889703,0.0013889703,0.97361,0.0013889703,0.0013889703,0.0013889704,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889703,0.0013889704,0.0013889703,0.0013889703,0.0013889703
10725388,108,0,0.000574742,0.000574742,0.9890793,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742,0.000574742
10806067,108,0,0.0006098033,0.0006098033,0.47637504,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.0006098033,0.4169129,0.0006098033,0.09634548
10946305,108,0,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.0008197132,0.98442554,0.0008197132,0.0008197132,0.0008197132,0.0008197134,0.0008197132,0.0008197132,0.0008197132
11950889,108,0,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.9902051,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973,0.0005154973
12217649,108,0,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.00075760204,0.9856056
12415118,108,0,0.0006493768,0.0006493768,0.00064937683,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.9876616,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768,0.0006493768
12461557,108,0,0.0014286446,0.0014286446,0.0014286446,0.0014286446,0.0014286446,0.0014286448,0.0014286446,0.0014286446,0.0014286446,0.0014286446,0.0014286446,0.0014286448,0.9728559,0.0014286446,0.0014286446,0.0014286448,0.0014286446,0.0014286446,0.0014286446,0.0014286446
12496124,108,0,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.9802077,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171,0.00104171
12496132,108,0,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.9901036,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848,0.000520848
12511612,108,0,0.000438614,0.000438614,0.9916659,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614,0.000438614
12516859,108,0,0.0010205732,0.0010205732,0.3663732,0.0010205732,0.0010205732,0.033577703,0.0010205732,0.0010205732,0.0010205732,0.39250493,0.0010205732,0.0010205732,0.0010205732,0.0010205732,0.0010205732,0.080842905,0.053117353,0.0010205732,0.0010205732,0.059296027
12516860,108,0,0.0010000606,0.0010000606,0.9809991,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000606,0.0010000607,0.0010000606,0.0010000606,0.0010000606,0.0010000606
8908519,109,1,0.00074635027,0.00074635027,0.00074635027,0.00074635027,0.00074635027,0.00074635027,0.3169977,0.00074635027,0.00074635027,0.00074635027,0.00074635027,0.0007463503,0.00074635027,0.00074635027,0.00074635027,0.54551446,0.00074635027,0.00074635027,0.12479989,0.00074635027
8940425,109,1,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.00058143574,0.71970564,0.00058143574,0.00058143574,0.26982853,0.00058143574
9149812,109,1,0.00062506937,0.00062506937,0.16255002,0.00062506937,0.00062506937,0.20484763,0.00062506937,0.00062506937,0.00062506937,0.00062506937,0.00062506937,0.015085519,0.00062506937,0.00062506937,0.00062506937,0.5215372,0.00062506937,0.00062506937,0.086603574,0.00062506937
9666006,109,1,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.0012821677,0.36303613,0.613885,0.0012821677,0.0012821677,0.0012821677,0.0012821677
9676381,109,1,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.0007576142,0.9856051,0.0007576142,0.0007576142,0.0007576142,0.0007576142
9836710,109,1,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.16289666,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.0014706894,0.42523137,0.0014706894,0.0014706894,0.38687027,0.0014706894
9889212,109,1,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.0005000263,0.9904994,0.0005000263,0.0005000263,0.0005000263,0.0005000263
10029323,109,1,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.00047620968,0.9909519,0.00047620968,0.00047620968,0.00047620968,0.00047620968
10419204,109,1,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.0006410557,0.3804544,0.0006410557,0.0006410557,0.6080065,0.0006410557,0.0006410557,0.0006410557,0.0006410557
