DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28
8042410,108,0,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.98641765,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053,0.000503053
8132718,108,0,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.9897412,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328,0.00037996328
8707050,108,0,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.9833738,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363,0.00061579363
9175625,108,0,0.000396859,0.000396859,0.000396859,0.6850937,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.000396859,0.3045883,0.000396859,0.000396859
9245791,108,0,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.9790366,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956,0.00077643956
9346876,108,0,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.987946,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125,0.00044645125
9352931,108,0,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.9882396,0.00043557413,0.00043557413,0.00043557413,0.00043557413,0.00043557413
9591694,108,0,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.00042518604,0.98851997
10051610,108,0,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.5876855,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.00083064515,0.39071766,0.00083064515,0.00083064515
10087618,108,0,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.5499778,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.0011161498,0.42100185,0.0011161498,0.0011161498
