DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
8042410,108,0,0.0010102085,0.0010102121,0.0010102104,0.0010102126,0.001010211,0.0010102092,0.00101021,0.0010102099,0.0010102086,0.0010102085,0.98585707,0.0010102084,0.0010102097,0.0010102091,0.0010102085
8132718,108,0,0.00070925744,0.9900706,0.0007092574,0.00070925674,0.0007092566,0.0007092571,0.00070925755,0.0007092573,0.0007092569,0.0007092567,0.00070925744,0.0007092571,0.000709257,0.0007092567,0.0007092573
8673465,108,0,0.10988603,0.025807343,0.84022933,0.00075769256,0.00075769104,0.0007576914,0.000757693,0.00075769116,0.0007576908,0.00075769104,0.00075769145,0.0007576925,0.0007576913,0.00075769104,0.01574286
8707050,108,0,0.0011495412,0.19824024,0.7128399,0.0011495403,0.0011495396,0.00114954,0.0011495407,0.0011495398,0.001149542,0.0011495396,0.0011495405,0.0011495418,0.07512558,0.00114954,0.0011495417
9175625,108,0,0.24983269,0.37480405,0.36627138,0.00075766793,0.0007576664,0.00075766625,0.000757667,0.0007576666,0.0007576665,0.00075766625,0.0007576665,0.0007576661,0.0007576675,0.0007576665,0.00075766706
9245791,108,0,0.0015152505,0.001515255,0.0015152538,0.0015152501,0.0015152491,0.0015152505,0.97878665,0.0015152523,0.0015152504,0.0015152498,0.0015152512,0.0015152502,0.0015152524,0.001515249,0.0015152532
9346876,108,0,0.0007844032,0.0007844049,0.9479024,0.000784405,0.000784402,0.0007844041,0.0007844029,0.0007844025,0.00078440265,0.0007844025,0.0007844027,0.0007844022,0.0007844036,0.00078440335,0.0419006
9352931,108,0,0.0008439425,0.000843943,0.988185,0.00084394205,0.00084394234,0.0008439425,0.0008439422,0.0008439422,0.00084394246,0.0008439425,0.0008439498,0.00084394263,0.000843943,0.00084394246,0.0008439431
9591694,108,0,0.0007169001,0.11555652,0.6911722,0.10982707,0.00071689964,0.00071689964,0.0007168999,0.0007169003,0.0007168999,0.00071690005,0.0007169001,0.00071690005,0.0007169005,0.0007169002,0.07555844
10100328,108,0,0.0009390637,0.0009390653,0.6615264,0.0009390633,0.0009390636,0.000939063,0.00093906425,0.00093906437,0.000939066,0.0009390627,0.000939064,0.0009390644,0.326266,0.0009390634,0.0009390636
10531012,108,0,0.0007407728,0.00074077357,0.0007407732,0.0007407729,0.00074077246,0.00074077275,0.0007407726,0.0007407728,0.0007407724,0.00074077223,0.000740773,0.00074077235,0.0007407736,0.00074077223,0.9896292
10700148,108,0,0.053467512,0.67201716,0.1096335,0.0020203905,0.0020203898,0.0020203902,0.002020392,0.0020203877,0.0020203881,0.002020386,0.002020389,0.0020203872,0.0020203886,0.002020387,0.14265732
10725388,108,0,0.0007246788,0.00072467927,0.00072467944,0.00072467927,0.000724678,0.00072467834,0.00072467845,0.0007246784,0.00072467874,0.00072467834,0.0007246784,0.00072467845,0.9898545,0.00072467857,0.0007246792
10969025,108,0,0.0009524513,0.00095245684,0.0009524516,0.0009524521,0.00095245196,0.0009524509,0.9866658,0.0009524512,0.0009524509,0.0009524508,0.0009524511,0.0009524509,0.0009524521,0.0009524509,0.0009524513
12217649,108,0,0.0010101424,0.0010101437,0.0010101437,0.0010101424,0.0010101417,0.0010101423,0.0010101425,0.0010101427,0.0010101423,0.0010101422,0.0010101422,0.001010142,0.0010101437,0.001010142,0.985858
12297500,108,0,0.00070182025,0.00070181984,0.70842475,0.00070181955,0.0007018203,0.0007018207,0.0007018203,0.0007018203,0.00070182054,0.00070182065,0.0007018201,0.00070182077,0.28245172,0.0007018204,0.00070182025
12415118,108,0,0.0008658797,0.29384044,0.69490325,0.0008658797,0.0008658791,0.00086587993,0.0008658805,0.0008658802,0.0008658802,0.0008658798,0.00086588,0.0008658806,0.0008658803,0.00086588,0.00086587964
12417022,108,0,0.0009950746,0.0009950743,0.0009950752,0.0009950738,0.0009950738,0.000995074,0.0009950742,0.0009950751,0.000995074,0.0009950737,0.0009950744,0.0009950738,0.98606896,0.0009950739,0.0009950747
12461557,108,0,0.0019050663,0.20244078,0.50355196,0.10433208,0.001905063,0.001905064,0.044719327,0.12590526,0.0019050648,0.0019050627,0.0019050653,0.0019050655,0.0019050665,0.0019050642,0.0019050669
