DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4
8042410,108,0,0.0037480853,0.24882744,0.39769945,0.349725
8132718,108,0,0.0027468407,0.29423398,0.700182,0.0028371976
8707050,108,0,0.0044746837,0.036769666,0.95429045,0.004465176
9175625,108,0,0.0028638884,0.03419737,0.9600467,0.0028920257
9245791,108,0,0.0057356874,0.0056545883,0.9828519,0.005757802
9346876,108,0,0.003256688,0.03036223,0.96312517,0.0032558504
9352931,108,0,0.0031805807,0.07706752,0.91652936,0.0032225435
9591694,108,0,0.0030900403,0.10107328,0.8927588,0.003077845
10051610,108,0,0.0060400725,0.10466135,0.8832013,0.0060972483
10087618,108,0,0.008107669,0.26257014,0.72140527,0.007916948
10100328,108,0,0.0034691715,0.0034597423,0.989597,0.0034740425
10320929,108,0,0.0055695754,0.60525703,0.38356647,0.0056068865
10531012,108,0,0.0027769806,0.0028212927,0.99157906,0.0028226473
10700148,108,0,0.0076503637,0.1276648,0.8570742,0.007610679
10806067,108,0,0.0030032448,0.63207585,0.3618905,0.0030304657
10946305,108,0,0.004367089,0.06558365,0.88133293,0.04871634
10969025,108,0,0.003750531,0.0039072945,0.98837596,0.0039662537
11950889,108,0,0.0024998952,0.002528751,0.99244034,0.0025310155
12297500,108,0,0.0028440242,0.0027856505,0.99156326,0.0028070968
12417022,108,0,0.003917739,0.0038798302,0.988239,0.0039634635
12496124,108,0,0.005304282,0.036464643,0.9529263,0.0053048027
12496132,108,0,0.0026476528,0.0027972027,0.9919002,0.0026549401
12511612,108,0,0.002279628,0.0022669,0.99304974,0.0024037582
12516860,108,0,0.005134466,0.0704176,0.91922957,0.0052182977
8908519,109,1,0.0037795794,0.98857814,0.0038554533,0.0037868833
8940425,109,1,0.0030223967,0.8889602,0.069685325,0.038332026
9187765,109,1,0.007264295,0.97820747,0.0072955866,0.0072327293
9666006,109,1,0.0065339776,0.9804389,0.0065206247,0.006506482
9676381,109,1,0.004046139,0.98790365,0.004065961,0.003984248
9889212,109,1,0.0025831496,0.87171316,0.0025772573,0.12312641
10029323,109,1,0.0024218443,0.99268925,0.0024650458,0.0024238923
10084106,109,1,0.0032538185,0.9903211,0.0032247452,0.0032002442
10224010,109,1,0.0045877285,0.78821385,0.004641443,0.20255695
10440566,109,1,0.004755081,0.98603725,0.004595797,0.0046118814
10457842,109,1,0.0040268977,0.98801297,0.003987076,0.003973028
10574095,109,1,0.0063050436,0.981004,0.0063929,0.006297966
10599890,109,1,0.0034008012,0.9899137,0.00333435,0.003351179
10620568,109,1,0.003604868,0.98962426,0.0033676098,0.0034033211
10652180,109,1,0.0036428785,0.90456307,0.0036583955,0.08813569
10742226,109,1,0.0022688825,0.9931445,0.002241937,0.0023446965
10769755,109,1,0.0034681582,0.8600224,0.003424718,0.13308464
10966386,109,1,0.0046484335,0.7711141,0.21944,0.0047974633
12144770,109,1,0.003921224,0.98823756,0.0039078784,0.0039333203
12211279,109,1,0.0020770102,0.98865896,0.0020734577,0.0071905074
12218656,109,1,0.06830115,0.92280924,0.0045274924,0.0043621017
