DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
8042410,108,0,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.03583697,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.00072468945,0.95111865
8673465,108,0,0.00056820957,0.98920333,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.00056820957,0.0005682096
9175625,108,0,0.00064107665,0.26131594,0.3274635,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.00064107665,0.4003224
9245791,108,0,0.0011628682,0.97790587,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682,0.0011628682
9346876,108,0,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.9885534,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348,0.0006024348
9352931,108,0,0.0006173407,0.2241639,0.0006173407,0.0006173407,0.0006173407,0.0006173407,0.079696886,0.0006173407,0.0006173407,0.0006173407,0.13991076,0.0006173407,0.0006173407,0.0006173407,0.0006173407,0.0006173407,0.0006173407,0.0006173407,0.035854153,0.5111143
10051610,108,0,0.0011906174,0.0011906174,0.0011906176,0.0011906174,0.0011906174,0.0011906174,0.0011906174,0.0011906174,0.0011906174,0.0011906174,0.0011906174,0.4910122,0.0011906174,0.0011906174,0.0011906174,0.0011906174,0.0011906176,0.0011906174,0.0011906176,0.48755687
10087618,108,0,0.0017242455,0.47150147,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.0017242455,0.49746197
10320929,108,0,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.97978663,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638693,0.0010638695
10700148,108,0,0.001389059,0.001389059,0.001389059,0.05154533,0.001389059,0.001389059,0.14532258,0.001389059,0.001389059,0.001389059,0.001389059,0.001389059,0.03767967,0.001389059,0.001389059,0.001389059,0.001389059,0.001389059,0.001389059,0.7432274
