DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6
8042410,108,0,0.31534818,0.002437569,0.534405,0.002441778,0.14294125,0.0024262494
8673465,108,0,0.042980403,0.30863526,0.0019055026,0.0019055206,0.642669,0.0019043282
9175625,108,0,0.0021654465,0.0021607173,0.0021591089,0.002148831,0.9892118,0.0021540092
9245791,108,0,0.003926794,0.7108422,0.003909324,0.003903641,0.273526,0.003892011
9346876,108,0,0.617772,0.11580607,0.002025972,0.0020185267,0.2603571,0.0020203723
9352931,108,0,0.0020873607,0.0020778526,0.9895992,0.0020803562,0.002080707,0.0020745108
10051610,108,0,0.004012357,0.004009887,0.97998273,0.0040033697,0.004008703,0.00398292
10087618,108,0,0.0057687094,0.0057847695,0.005821868,0.0057624104,0.9711023,0.0057599368
10320929,108,0,0.0035866022,0.2715271,0.3755714,0.003590557,0.34215897,0.0035654064
10700148,108,0,0.2766613,0.004661309,0.12918943,0.004644881,0.58019733,0.0046456424
10725388,108,0,0.0018470419,0.8989871,0.0018443272,0.0018407372,0.093641296,0.0018394652
10806067,108,0,0.0020477097,0.0020491043,0.9897656,0.0020434672,0.0020527209,0.0020414426
10946305,108,0,0.56705374,0.15384963,0.08315469,0.0027529453,0.09832426,0.09486467
10969025,108,0,0.0025122827,0.6352223,0.0025019082,0.0025001112,0.35476285,0.0025004735
11950889,108,0,0.0016793166,0.0016782816,0.9915986,0.0016744797,0.0016919307,0.0016773824
12217649,108,0,0.11435818,0.29096544,0.0027139145,0.0027106986,0.5328542,0.056397557
12297500,108,0,0.15379353,0.7793232,0.0018313597,0.0018281591,0.0018366168,0.06138707
12415118,108,0,0.1362496,0.23303658,0.2918896,0.0023034087,0.33421582,0.002305003
12417022,108,0,0.002637134,0.0026410143,0.98685586,0.0026241448,0.002631032,0.002610797
12461557,108,0,0.2617399,0.18313813,0.0050855693,0.0050951852,0.5398623,0.005078993
12496124,108,0,0.0035231456,0.003502299,0.0035005747,0.0034849315,0.982486,0.0035030085
12496132,108,0,0.0020503858,0.0020597177,0.002057206,0.0020459672,0.7391956,0.2525911
12516859,108,0,0.0035114607,0.12507345,0.18123466,0.0034985552,0.57965714,0.1070248
12516860,108,0,0.5185187,0.0034384078,0.0034227849,0.0034290352,0.46776953,0.0034215387
8908519,109,1,0.002611554,0.002614984,0.0026102832,0.0026127666,0.98693603,0.0026143542
8940425,109,1,0.0019998038,0.21791857,0.0020029182,0.0019946494,0.7740852,0.0019989286
9149812,109,1,0.0021492788,0.0021659574,0.0021467379,0.0021423837,0.9892523,0.00214331
9187765,109,1,0.004644855,0.004647881,0.004645601,0.004640571,0.97677815,0.0046428735
9676381,109,1,0.0025791354,0.0025743814,0.0025808432,0.00257493,0.9870998,0.0025908458
9836710,109,1,0.3449292,0.0050896592,0.005079962,0.0050862064,0.63475275,0.0050621657
