DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
8042410,108,0,0.0031416856,0.0030979712,0.55282605,0.19583204,0.24510235
8132718,108,0,0.0021959913,0.09244458,0.9010093,0.002165964,0.002184194
8673465,108,0,0.0023050029,0.0022997153,0.9908068,0.0022967637,0.0022916838
8707050,108,0,0.0035114293,0.003583114,0.9858247,0.0035120652,0.0035686607
9175625,108,0,0.02913262,0.0023010578,0.96393985,0.0022960068,0.0023304748
9245791,108,0,0.004654995,0.004719519,0.9814122,0.0046228087,0.0045904242
9346876,108,0,0.0024281961,0.0023896964,0.99042225,0.0023865008,0.0023733668
9352931,108,0,0.0025620419,0.0025831345,0.9897066,0.0025740424,0.002574165
9591694,108,0,0.086742364,0.0021860537,0.90672123,0.0021880467,0.0021622886
10100328,108,0,0.0028501377,0.00284291,0.988524,0.002910133,0.0028727688
10531012,108,0,0.0022500185,0.0022358382,0.9910223,0.0022324778,0.0022592968
10700148,108,0,0.0062023094,0.006117609,0.9753379,0.00615626,0.006185908
10725388,108,0,0.0022497294,0.0022099237,0.99112004,0.002214083,0.0022062291
10969025,108,0,0.24226181,0.0029256074,0.5441994,0.0028838238,0.20772928
12217649,108,0,0.0030985118,0.0030627905,0.9877296,0.003050351,0.0030587278
12297500,108,0,0.002138392,0.002148549,0.9914261,0.002151665,0.0021352712
12415118,108,0,0.002672464,0.0026635278,0.98936486,0.002672827,0.0026263373
12417022,108,0,0.0030315262,0.0030591723,0.98781073,0.0030408208,0.0030576831
12461557,108,0,0.11580283,0.005765327,0.86684066,0.0057972954,0.005793935
12496124,108,0,0.14097717,0.003952824,0.8471419,0.003983752,0.003944303
12496132,108,0,0.0019783394,0.0019323799,0.9922157,0.0019410505,0.0019325372
12511612,108,0,0.0018159145,0.0018170385,0.9927407,0.001811204,0.0018151067
12516859,108,0,0.004313744,0.004237964,0.9268245,0.0042179087,0.060405858
12516860,108,0,0.12549742,0.0040520597,0.862364,0.004037749,0.0040487614
9149812,109,1,0.91271836,0.002544101,0.0025188727,0.07970552,0.0025130853
9187765,109,1,0.8765243,0.005580495,0.0055007,0.106984384,0.005410088
9666006,109,1,0.97885203,0.0052967574,0.00530235,0.005284685,0.0052641598
9676381,109,1,0.9877075,0.003081847,0.0031013023,0.0030722118,0.0030372404
9836710,109,1,0.91962063,0.0061371545,0.006181875,0.0061058328,0.06195449
9889212,109,1,0.9918234,0.0020355217,0.0020456424,0.0020425962,0.0020528794
10029323,109,1,0.94039965,0.013805888,0.04187157,0.0019684061,0.001954532
10084106,109,1,0.9300146,0.061977804,0.002665154,0.0026960408,0.0026464153
10224010,109,1,0.95843154,0.0039695306,0.003966719,0.0039709485,0.029661277
10419204,109,1,0.9486603,0.0025133577,0.04379019,0.0025183223,0.002517859
10440566,109,1,0.9857294,0.003609819,0.0035355526,0.0036004724,0.0035246979
10599890,109,1,0.9670326,0.002621449,0.0026376678,0.025099188,0.0026091367
10620568,109,1,0.74741113,0.0026291066,0.06136432,0.18601589,0.0025795277
10652180,109,1,0.9892087,0.0026908375,0.0027051729,0.002688482,0.0027067342
10713370,109,1,0.9553108,0.017621635,0.0025395763,0.021999475,0.0025284272
10877778,109,1,0.98979056,0.0025476802,0.0025588197,0.0025514925,0.002551494
10966386,109,1,0.8947168,0.003562313,0.0036837761,0.0035863866,0.09445069
10966441,109,1,0.9873803,0.0031731902,0.0031548452,0.0031522557,0.0031394071
12144770,109,1,0.9873722,0.0031503213,0.003171538,0.0031582536,0.0031476922
12211279,109,1,0.99345505,0.0016346234,0.0016355951,0.0016356114,0.0016391239
12218656,109,1,0.81009644,0.003212587,0.0031915016,0.1803497,0.003149786
12374402,109,1,0.9881182,0.0029599078,0.0029781312,0.0029677772,0.0029760993
12454166,109,1,0.9229848,0.0022033872,0.0021822194,0.070443496,0.002186057
12495014,109,1,0.98540837,0.0036000395,0.0036517968,0.003694024,0.0036457519
7774117,111,2,0.0021200548,0.9915082,0.0021216339,0.0021336405,0.0021164601
7856030,111,2,0.0042608,0.98299026,0.004226411,0.0043108035,0.0042117354
7927332,111,2,0.002250183,0.9909588,0.0022490318,0.0022861094,0.0022558987
7936296,111,2,0.004171249,0.6610021,0.004214627,0.32644838,0.004163634
7991124,111,2,0.0028897997,0.98844147,0.0028789972,0.0029125211,0.0028771765
8137126,111,2,0.0033943143,0.9864974,0.0033941767,0.0033654328,0.0033487133
8137132,111,2,0.001870704,0.99246806,0.0018773224,0.0018696334,0.0019142465
8618678,111,2,0.004814537,0.78534424,0.004863209,0.1999346,0.0050434773
8657630,111,2,0.0053770067,0.9787117,0.0052887285,0.0053260582,0.0052964953
8682199,111,2,0.0021322959,0.9914671,0.002132551,0.0021354642,0.0021325552
8707291,111,2,0.0017187197,0.9931123,0.0017119778,0.0017390134,0.00171788
8797471,111,2,0.0030589595,0.37042758,0.003067654,0.62040216,0.0030435459
8797472,111,2,0.003611417,0.38389286,0.0036676354,0.60498595,0.0038420737
8841969,111,2,0.0028705448,0.8997622,0.0028717765,0.09168711,0.0028083883
8937783,111,2,0.0024677415,0.99007756,0.0024552096,0.0025147256,0.0024848047
9263413,111,2,0.008775917,0.6973043,0.008846243,0.27631146,0.008762044
9629853,111,2,0.0044701137,0.6386436,0.004469213,0.34792635,0.004490715
9681800,111,2,0.0026734404,0.9893434,0.0026392501,0.0026621453,0.0026817643
9864731,111,2,0.0027646858,0.55128,0.0027662267,0.44041267,0.0027763143
10360778,111,2,0.005474599,0.7336082,0.005462971,0.25001493,0.005439213
10932276,111,2,0.0018358405,0.9926461,0.0018362543,0.0018538709,0.0018278679
12222676,111,2,0.003023027,0.9878812,0.0030544049,0.0030244803,0.0030168754
12420099,111,2,0.0026562416,0.76750004,0.002666052,0.22453098,0.0026467468
12464332,111,2,0.0034181594,0.73764026,0.0034270098,0.2521193,0.0033952654
8522331,114,3,0.0021192902,0.0021102412,0.0021172843,0.99150944,0.0021438135
8537055,114,3,0.29320017,0.002717442,0.10451913,0.50500065,0.094562665
8566954,114,3,0.005009806,0.0049719997,0.004942695,0.98014593,0.0049295393
8616874,114,3,0.047207613,0.002152166,0.36486605,0.36034608,0.22542812
9012588,114,3,0.0025588276,0.0025525342,0.002572279,0.98973066,0.0025857056
9156280,114,3,0.002040181,0.0020104463,0.07719034,0.7769551,0.14180383
9196022,114,3,0.38830048,0.13471767,0.17314638,0.29998788,0.0038476158
9220497,114,3,0.0019538512,0.0019242284,0.11691249,0.46582332,0.4133861
9276697,114,3,0.2621984,0.0020188421,0.0020370814,0.73169285,0.0020528375
9399850,114,3,0.4556974,0.012022493,0.011911812,0.50842917,0.011939074
9536987,114,3,0.0023186991,0.0022911006,0.33902794,0.65404046,0.0023217637
9566701,114,3,0.0030296328,0.06740024,0.003012213,0.8050365,0.12152142
9585611,114,3,0.12365507,0.0020335263,0.00205087,0.87016195,0.0020985063
10213492,114,3,0.029902523,0.056844015,0.0020934644,0.7237412,0.18741886
10339655,114,3,0.003922956,0.003894205,0.003917884,0.23084909,0.7574159
10502323,114,3,0.14164169,0.0018254095,0.0018337787,0.7806255,0.07407357
10526234,114,3,0.0031142095,0.15194464,0.4833727,0.27182662,0.089741915
10717531,114,3,0.0029030843,0.16925666,0.4078091,0.4171224,0.0029087812
10851078,114,3,0.6680038,0.002923154,0.0029317127,0.32322916,0.0029121842
10920985,114,3,0.003242031,0.055693123,0.0031481874,0.7340111,0.20390558
10921028,114,3,0.13847233,0.03475964,0.0018803659,0.7718498,0.05303785
10936679,114,3,0.003326222,0.067208625,0.0033189522,0.92277986,0.0033663628
11040191,114,3,0.5459597,0.0021700892,0.002172776,0.36080125,0.08889613
12059991,114,3,0.2867335,0.003960103,0.552032,0.15321487,0.0040595513
7529048,116,4,0.60961306,0.008511985,0.008477941,0.008583467,0.3648135
8607861,116,4,0.2500408,0.003298202,0.0033136231,0.0032673273,0.74008006
8665514,116,4,0.65240633,0.0021115018,0.0021501088,0.002108794,0.34122324
8692980,116,4,0.54419386,0.0023449634,0.0023679303,0.0023182214,0.44877502
8710868,116,4,0.4345104,0.002675082,0.30294457,0.0026769196,0.257193
