DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22
8132718,108,0,0.0004686425,0.0004686425,0.0004686425,0.7406711,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.0004686425,0.24995585
8673465,108,0,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.98951,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995156,0.0004995157
8707050,108,0,0.09664206,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.120100856,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.000783758,0.14598247,0.6231669
9175625,108,0,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.00053478224,0.9887695,0.00053478224,0.00053478224
9245791,108,0,0.0008576807,0.0008576807,0.98198825,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807,0.0008576807
9591694,108,0,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.00048358063,0.9898448
10051610,108,0,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.7395283,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.0011364276,0.23774324
10087618,108,0,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.08791855,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.09272557,0.0014206971,0.3387918,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.0014206971,0.037793573,0.41861877
10100328,108,0,0.98596156,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797,0.00066847797
10320929,108,0,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.6854431,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.0009672038,0.2952125
10531012,108,0,0.0005224958,0.0005224958,0.043960545,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.0005224958,0.44044673,0.0005224958,0.5056653
10700148,108,0,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.0012626959,0.97348344
10725388,108,0,0.00052249857,0.00052249857,0.68535614,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.00052249857,0.3041936
10806067,108,0,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.00055435405,0.70684683,0.00055435405,0.2820661,0.00055435405,0.00055435405
10946305,108,0,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.98435086,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866,0.0007451866
11950889,108,0,0.00046868424,0.00046868424,0.00046868424,0.32956094,0.30713084,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.00046868424,0.35440308
12217649,108,0,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.0006887314,0.98553663
12415118,108,0,0.0005903535,0.0005903535,0.9876022,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535,0.0005903535
12461557,108,0,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.9727258,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987523,0.0012987524
12496124,108,0,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.0009470087,0.98011285
12496132,108,0,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.0004735048,0.9900564
12511612,108,0,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.9916263,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107,0.00039874107
12516859,108,0,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.1601275,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.084409215,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.00092775846,0.73783576
12516860,108,0,0.0009091586,0.0009091586,0.8784914,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.10332497,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586,0.0009091586
8908519,109,1,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.31849352,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.26018938,0.00067850394,0.00067850394,0.00067850394,0.00067850394,0.3151568,0.09394724
8940425,109,1,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.0005285764,0.62055844,0.0005285764,0.0005285764,0.36886993,0.0005285764,0.0005285764,0.0005285764
9149812,109,1,0.0005682338,0.0005682338,0.034452904,0.0005682338,0.0005682338,0.08849922,0.0005682338,0.0005682338,0.0005682338,0.0005682338,0.0005682338,0.0005682338,0.0005682338,0.104257174,0.0005682338,0.33801714,0.0005682338,0.0005682338,0.0005682338,0.0005682338,0.2779841,0.14769763
9666006,109,1,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.06696938,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.1922536,0.0011656869,0.4551918,0.0011656869,0.0011656869,0.0011656869,0.0011656869,0.07625778,0.18951082
9676381,109,1,0.00068879186,0.00068879186,0.00068879186,0.00068879186,0.11242536,0.063191324,0.00068879186,0.00068879186,0.00068879186,0.00068879186,0.00068879186,0.12651275,0.00068879186,0.106600665,0.00068879186,0.57956034,0.00068879186,0.00068879186,0.00068879186,0.00068879186,0.00068879186,0.00068879186
9836710,109,1,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.21638507,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.0013369749,0.33302435,0.0013369749,0.0013369749,0.425188,0.0013369749,0.0013369749,0.0013369749
9889212,109,1,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.9904541,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478,0.00045456478
10029323,109,1,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.3214633,0.00043291878,0.00043291878,0.00043291878,0.00043291878,0.66987824,0.00043291878
10419204,109,1,0.00058282755,0.00058282755,0.00058282755,0.00058282755,0.00058282755,0.00058282755,0.04745574,0.15250298,0.00058282755,0.00058282755,0.00058282755,0.036783427,0.00058282755,0.24457219,0.00058282755,0.48182863,0.00058282755,0.027531683,0.00058282755,0.00058282755,0.00058282755,0.00058282755
10440566,109,1,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.5276517,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.45611283,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676,0.0008117676
10457842,109,1,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.000710282,0.24797787,0.000710282,0.000710282,0.36057854,0.000710282,0.3779482,0.000710282
10574095,109,1,0.0011656132,0.0011656132,0.0011656132,0.31824258,0.0011656132,0.10918055,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.55043006,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132,0.0011656132
10599890,109,1,0.00059817487,0.00059817487,0.00059817487,0.00059817487,0.00059817487,0.12654895,0.00059817487,0.00059817487,0.00059817487,0.00059817487,0.1277129,0.00059817487,0.00059817487,0.15239397,0.00059817487,0.35057116,0.00059817487,0.00059817487,0.00059817487,0.00059817487,0.23260391,0.00059817487
10620568,109,1,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.78825134,0.0005981118,0.19978632,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118,0.0005981118
10652180,109,1,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.47215426,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.51588297,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259,0.0005981259
10713370,109,1,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.00056821725,0.39503652,0.00056821725,0.00056821725,0.5935991,0.00056821725,0.00056821725,0.00056821725
10742226,109,1,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.6205878,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.3714372,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988,0.00039873988
10769755,109,1,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.3348097,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.14193934,0.00063138996,0.3677764,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.00063138996,0.14410943
10877778,109,1,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.28301555,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.27207094,0.0005828217,0.4338399,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.0005828217,0.0005828217
10966386,109,1,0.00079749804,0.74993503,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.2341145,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804,0.00079749804
10966441,109,1,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.43510398,0.00074518565,0.54999214,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565,0.00074518565
