DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22
8042410,108,0,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.86140126,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.0006887597,0.124823384
8132718,108,0,0.00048358538,0.9898444,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538,0.00048358538
8673465,108,0,0.0005165799,0.0005165799,0.06533617,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.0005165799,0.4719096,0.0005165799,0.0005165799,0.45293915,0.0005165799,0.0005165799,0.0005165799,0.0005165799
8707050,108,0,0.0007837499,0.0007837499,0.98354083,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499,0.0007837499
9175625,108,0,0.00051657524,0.00051657524,0.41640884,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.00051657524,0.57325935,0.00051657524,0.00051657524
9245791,108,0,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.0010332037,0.34433058,0.0010332037,0.18328959,0.0010332037,0.0010332037,0.17357479,0.0010332037,0.28020737
9346876,108,0,0.00053480786,0.00053480786,0.6484537,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.34084985,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786,0.00053480786
9352931,108,0,0.0005754287,0.0005754287,0.53826666,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.23007995,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.0005754287,0.22072,0.0005754287,0.0005754287,0.0005754287
9591694,108,0,0.0004887834,0.0004887834,0.98973525,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834,0.0004887834
10100328,108,0,0.00064024155,0.00064024155,0.9865545,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155,0.00064024155
10531012,108,0,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.98939353,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676,0.0005050676
10700148,108,0,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.971073,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636,0.0013774636
10725388,108,0,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.6368752,0.00049410394,0.35324252,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394,0.00049410394
10969025,108,0,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.98636246,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923,0.0006493923
12217649,108,0,0.00068874826,0.00068874826,0.6455401,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.34068447,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826,0.00068874826
12297500,108,0,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.9899517,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563,0.00047848563
12415118,108,0,0.0005903665,0.0005903665,0.8597068,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.0005903665,0.1284855
12417022,108,0,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.98575205,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463,0.000678463
