DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8
8132718,108,0,0.0012904112,0.0012899935,0.7164108,0.27584487,0.0012903525,0.0012917157,0.0012906558,0.0012911917
8673465,108,0,0.0013758396,0.0013761902,0.89314747,0.0013768389,0.0013762885,0.0013762933,0.0013761476,0.09859499
8707050,108,0,0.002159118,0.0021574036,0.683611,0.0021584022,0.30343038,0.0021610842,0.0021616647,0.0021609946
9175625,108,0,0.001472247,0.001471256,0.9896961,0.0014725227,0.0014714202,0.001472472,0.0014714148,0.0014725821
9245791,108,0,0.0023613244,0.002363904,0.9834668,0.0023638841,0.0023610836,0.0023599898,0.0023616385,0.0023613446
9591694,108,0,0.0013305369,0.001330821,0.7249461,0.001331423,0.0013316782,0.26706716,0.001331748,0.0013306272
10051610,108,0,0.0031316367,0.0031308702,0.505063,0.20994656,0.26933888,0.003131503,0.0031293344,0.003128165
10087618,108,0,0.003908241,0.003908495,0.97264254,0.003907694,0.003908592,0.0039084456,0.003907721,0.003908293
10100328,108,0,0.28369427,0.0018405106,0.70525926,0.0018427426,0.0018412276,0.001840101,0.001840059,0.0018418797
10320929,108,0,0.002661399,0.0026609795,0.66612196,0.04062098,0.002662542,0.0026640762,0.0026631348,0.27994493
10531012,108,0,0.0014386148,0.001437748,0.7267038,0.0014384557,0.0014377054,0.0014382978,0.0014382794,0.2646671
10700148,108,0,0.0034763208,0.0034761843,0.97566265,0.003476847,0.0034745391,0.0034773727,0.0034746467,0.0034814808
10725388,108,0,0.001438915,0.00143911,0.98992926,0.0014381118,0.0014387356,0.0014386819,0.0014383803,0.0014387886
10806067,108,0,0.001525767,0.001525724,0.9893189,0.0015263644,0.0015252961,0.0015256498,0.0015257989,0.0015265218
10946305,108,0,0.0020530627,0.0020584378,0.35752785,0.5522044,0.0020533842,0.07999454,0.0020558184,0.0020524804
11950889,108,0,0.043135036,0.00129053,0.58453715,0.0012913839,0.36587188,0.0012919008,0.001290572,0.0012915431
12217649,108,0,0.0018961842,0.0018947728,0.98673344,0.0018952409,0.0018946328,0.0018951496,0.0018945605,0.0018960116
12415118,108,0,0.0016245003,0.0016240044,0.988626,0.001624982,0.0016250925,0.0016248678,0.0016257315,0.0016247618
12461557,108,0,0.0035750722,0.0035752768,0.9749609,0.003577723,0.0035734558,0.0035858557,0.0035749627,0.0035768398
12496124,108,0,0.0026082604,0.0026148122,0.757146,0.002607618,0.0026069598,0.2272028,0.0026058785,0.002607657
12496132,108,0,0.086716875,0.0013033053,0.8198896,0.0013054456,0.001305272,0.08686821,0.0013062386,0.0013050882
12511612,108,0,0.0010977203,0.0010976918,0.99231523,0.001098094,0.0010975612,0.0010976777,0.00109809,0.001097865
12516859,108,0,0.002554056,0.0025538884,0.7569211,0.04540489,0.0025530865,0.18490537,0.0025531545,0.0025544157
12516860,108,0,0.0025021576,0.0025024829,0.9824792,0.0025050268,0.0025016149,0.0025050582,0.0025017178,0.0025027024
8908519,109,1,0.001868904,0.0018666502,0.0018690531,0.04724191,0.0018672112,0.9209318,0.0018690244,0.022485526
8940425,109,1,0.0014549019,0.0014547255,0.0014558798,0.11496444,0.0014555702,0.8763058,0.001454356,0.0014542516
9149812,109,1,0.0015638609,0.001564084,0.061498336,0.021556152,0.0015656902,0.88802224,0.022664873,0.001564761
9666006,109,1,0.0032064,0.003206627,0.0032077623,0.0032082999,0.0032071883,0.97755116,0.0032060875,0.0032064116
9676381,109,1,0.0018950977,0.13248141,0.0018983659,0.0018968051,0.0018972129,0.85613954,0.0018960607,0.0018954081
9836710,109,1,0.18973856,0.0036803868,0.003678613,0.0036812813,0.0036799244,0.7881789,0.0036795808,0.0036827086
9889212,109,1,0.0012517325,0.001250833,0.0012522056,0.0012509496,0.001250666,0.9912416,0.0012510432,0.0012510008
10029323,109,1,0.0011912788,0.0011918161,0.045463596,0.0011913513,0.0011912346,0.94738865,0.0011909334,0.0011911121
10419204,109,1,0.0016039035,0.0016030694,0.0016037765,0.0016053073,0.0016036931,0.9887731,0.0016035174,0.0016036797
10440566,109,1,0.002233218,0.0022350368,0.0022361262,0.0022334673,0.0022364652,0.70042855,0.2861633,0.0022338135
10457842,109,1,0.0019542882,0.001954666,0.0019553015,0.0019551401,0.0019559877,0.98631454,0.0019551464,0.0019549308
10574095,109,1,0.003208049,0.003207625,0.0032102144,0.0032084205,0.0032082007,0.97753966,0.003208672,0.0032091409
10599890,109,1,0.0016454568,0.0016465829,0.0016467184,0.0016457157,0.0016492069,0.9884745,0.0016459501,0.0016458897
10620568,109,1,0.0016474446,0.0016481241,0.10847706,0.001647346,0.09149828,0.63370234,0.15973337,0.0016460989
10652180,109,1,0.0016473598,0.0016467453,0.0016464754,0.0016486257,0.0016458542,0.85683715,0.13328081,0.0016469107
10713370,109,1,0.0015643141,0.0015665967,0.0015641229,0.112576,0.042225327,0.8373722,0.001567258,0.0015641254
10742226,109,1,0.0010968787,0.0010972538,0.0010969454,0.0010971951,0.0010975412,0.99231964,0.0010974661,0.0010970271
