DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
8042410,108,0,0.0012628247,0.0012628224,0.25158963,0.0012628487,0.15988989,0.0012628242,0.0012628544,0.0012628322,0.0012628275,0.0012628199,0.577155,0.0012628206
8132718,108,0,0.00088663306,0.99024713,0.0008866439,0.00088662474,0.0008866077,0.00088662846,0.0008866271,0.0008866106,0.0008866294,0.00088661275,0.000886632,0.0008866158
8673465,108,0,0.10625118,0.00094709167,0.8389547,0.0009471162,0.00094709673,0.0009471013,0.00094710215,0.0009470901,0.00094709196,0.0009470949,0.00094709935,0.046270262
8707050,108,0,0.001436974,0.0014370031,0.9841932,0.0014369601,0.0014370076,0.0014369548,0.0014369523,0.0014369526,0.0014369887,0.0014369414,0.0014369643,0.001436965
9175625,108,0,0.3567585,0.00094715145,0.6337703,0.00094715325,0.0009471297,0.0009471144,0.0009471209,0.00094712124,0.0009471274,0.0009471196,0.00094711647,0.00094711065
9245791,108,0,0.0018942216,0.0018942234,0.4966869,0.0018941697,0.0018941713,0.0018942108,0.0018942393,0.0018941817,0.48437107,0.0018941929,0.0018942268,0.001894201
9346876,108,0,0.0009805156,0.0009805177,0.98921424,0.000980536,0.0009804973,0.0009805377,0.0009805298,0.000980504,0.0009805181,0.0009805125,0.0009805151,0.0009805084
9352931,108,0,0.0010549594,0.0010549615,0.9883954,0.001054944,0.0010549538,0.0010549682,0.0010549533,0.0010549461,0.0010549602,0.0010549513,0.0010550037,0.0010549655
9591694,108,0,0.0008961654,0.00089617644,0.8720157,0.11902259,0.00089614064,0.00089614675,0.0008961549,0.0008961479,0.0008961509,0.00089615776,0.00089615496,0.0008961722
10100328,108,0,0.0011738543,0.0011738726,0.9870875,0.0011738499,0.0011738935,0.0011738671,0.0011739124,0.0011738508,0.0011738809,0.0011738903,0.0011738609,0.0011738869
10531012,108,0,0.0009260149,0.00092601177,0.9898138,0.0009260107,0.0009260011,0.00092604925,0.0009260054,0.0009259981,0.0009260167,0.0009259976,0.00092602347,0.00092600024
10700148,108,0,0.0025257287,0.0025256216,0.8327225,0.0025256795,0.14202106,0.0025256656,0.0025255713,0.0025256488,0.0025256241,0.0025255887,0.002525619,0.0025256313
10725388,108,0,0.0009059301,0.14084014,0.68358,0.00090595474,0.00090590754,0.0009059346,0.0009059261,0.00090592005,0.16742659,0.0009059143,0.00090591784,0.0009059228
10969025,108,0,0.0011905918,0.0011905873,0.0011906145,0.0011906031,0.0011906006,0.0011905794,0.98690337,0.0011905779,0.0011905832,0.0011905795,0.0011905744,0.0011905781
12217649,108,0,0.0012627854,0.0012627743,0.7682433,0.001262782,0.0012627618,0.0012627755,0.0012627827,0.0012627577,0.21912888,0.0012627747,0.0012627733,0.0012627725
12297500,108,0,0.00087729795,0.0008772991,0.99034977,0.00087728584,0.0008772865,0.000877292,0.0008772935,0.0008773075,0.0008772937,0.0008772938,0.00087729143,0.0008773086
12415118,108,0,0.0010823924,0.0010824134,0.9880936,0.0010824081,0.0010823746,0.0010824109,0.0010824011,0.0010823732,0.0010824022,0.0010824016,0.0010823924,0.0010824014
12417022,108,0,0.0012439706,0.0012439666,0.45041296,0.001243934,0.0012439577,0.0012439495,0.5371475,0.0012439478,0.0012439712,0.0012439413,0.0012439551,0.0012439544
12461557,108,0,0.0023812524,0.0023812596,0.79461396,0.18157351,0.0023812042,0.0023812146,0.0023812265,0.0023812314,0.0023812437,0.0023812251,0.002381228,0.002381217
12496124,108,0,0.20614484,0.0016342766,0.75145644,0.0016343157,0.0016342527,0.0016342516,0.027690146,0.0016342503,0.0016342694,0.0016342606,0.0016343369,0.0016342675
12496132,108,0,0.00080135616,0.00080135796,0.99118495,0.00080139993,0.0008013502,0.0008013512,0.00080136204,0.00080134923,0.00080136006,0.0008013555,0.00080135034,0.00080135046
12511612,108,0,0.0007441443,0.00074414816,0.39249668,0.00074413384,0.00074412714,0.0007441385,0.0007441392,0.0007441272,0.6000619,0.00074412825,0.0007441314,0.0007441363
12516859,108,0,0.0017363775,0.00173635,0.79506785,0.08453603,0.0017363902,0.0017362823,0.10476909,0.001736318,0.0017363129,0.0017363059,0.0017363132,0.0017363026
12516860,108,0,0.0016669558,0.0016669525,0.81712234,0.0016670153,0.001666929,0.0016669375,0.0016669419,0.1662081,0.001666924,0.0016669134,0.0016669638,0.0016669952
