DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57
8042410,108,0,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.0002542715,0.98576075,0.0002542715
8673465,108,0,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0001993689,0.0847659,0.9042688,0.0001993689
9175625,108,0,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.9874026,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786,0.00022492786
9245791,108,0,0.00040802496,0.60708094,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.00040802496,0.1997411,0.1711447,0.00040802496
9346876,108,0,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.9881615,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638,0.00021137638
9352931,108,0,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.8014272,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.00021660072,0.1866585,0.00021660072,0.00021660072
10051610,108,0,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.8575565,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.00041773342,0.119468145,0.00041773342,0.00041773342
10087618,108,0,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.7371735,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.0006049831,0.22955254,0.0006049831,0.0006049831
10320929,108,0,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.9790962,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844,0.0003732844
10700148,108,0,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.7087253,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.00048734405,0.26447085,0.00048734405,0.00048734405
