DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39
8132718,108,0,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.00026435286,0.9899546
8673465,108,0,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.9892923,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677,0.00028177677
8707050,108,0,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.9831997,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325,0.00044210325
9175625,108,0,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.9885361,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726,0.0003016726
9245791,108,0,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.9816148,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747,0.00048380747
9591694,108,0,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.9896339,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526,0.00027278526
10051610,108,0,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.9756394,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054,0.000641054
10087618,108,0,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.13601814,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.4323851,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.22026037,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.00080135744,0.18328921
10100328,108,0,0.9856699,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877,0.0003770877
10320929,108,0,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.6833065,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.29650578,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915,0.0005455915
