DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51
8132718,108,0,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.00020214988,0.9898925,0.00020214988,0.00020214988,0.00020214988
8673465,108,0,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.9892263,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647,0.00021547647
8707050,108,0,0.00033808599,0.00033808599,0.45438054,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.52905345,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599,0.00033808599
9175625,108,0,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.00023068897,0.98846555,0.00023068897,0.00023068897,0.00023068897
9245791,108,0,0.0003699766,0.0003699766,0.13347039,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.8484007,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766,0.0003699766
9591694,108,0,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.48288813,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.5068903,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492,0.00020860492
10051610,108,0,0.0004902156,0.0004902156,0.21860828,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.7573715,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156,0.0004902156
10087618,108,0,0.00061279035,0.00061279035,0.22020797,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.34681818,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.40355995,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035,0.00061279035
10100328,108,0,0.0002883679,0.0002883679,0.19005276,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.79581743,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679,0.0002883679
10320929,108,0,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.9791392,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674,0.00041721674
