DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21
8042410,108,0,0.00067076355,0.00067076355,0.00067076355,0.9385306,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.00067076355,0.04872401
8132718,108,0,0.0005066284,0.5689957,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.3288149,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.0005066284,0.093069784
8707050,108,0,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.85192883,0.0008210431,0.0008210431,0.0008210431,0.0008210431,0.13247138
9175625,108,0,0.0005291729,0.0005291729,0.0005291729,0.0005291729,0.0005291729,0.0005291729,0.13239695,0.0005291729,0.0005291729,0.0005291729,0.0005291729,0.037562594,0.0005291729,0.0005291729,0.0005291729,0.0005291729,0.6180327,0.0005291729,0.0005291729,0.0005291729,0.20301172
9245791,108,0,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.0010352986,0.7433269,0.23700246
9346876,108,0,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.5841023,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.40458736,0.00059527304,0.00059527304,0.00059527304,0.00059527304,0.00059527304
9352931,108,0,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.8405526,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.00058075803,0.14841242
9591694,108,0,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.85503715,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.0005669228,0.134191
10051610,108,0,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.88553303,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.0011075146,0.09342416
10087618,108,0,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.0014881328,0.9702373
10100328,108,0,0.0006435782,0.0006435782,0.0006435782,0.43018767,0.0006435782,0.23818193,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.0006435782,0.320046
10320929,108,0,0.0010352305,0.8771683,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.0010352305,0.103162415
10531012,108,0,0.0005233669,0.0005233669,0.03479029,0.0005233669,0.013948348,0.19839779,0.16405596,0.0005233669,0.0005233669,0.0005233669,0.0005233669,0.044836335,0.06822929,0.0005233669,0.0005233669,0.22708508,0.0005233669,0.0005233669,0.0005233669,0.07580436,0.166572
10700148,108,0,0.0014006408,0.43252805,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.33040953,0.0014006408,0.0014006408,0.0014006408,0.0014006408,0.21185097
