DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3
8042410,108,0,0.20603779,0.17736927,0.61659294
8132718,108,0,0.0039472855,0.0038962627,0.99215645
8707050,108,0,0.0063534244,0.00635663,0.98728997
9175625,108,0,0.0039772815,0.004052606,0.9919702
9245791,108,0,0.008539464,0.007853464,0.98360705
9346876,108,0,0.0046122572,0.00572104,0.9896667
9352931,108,0,0.0044034477,0.004675137,0.9909214
9591694,108,0,0.0042221663,0.12633082,0.869447
10051610,108,0,0.008481805,0.0091762915,0.98234195
10087618,108,0,0.010870756,0.012415566,0.9767137
10100328,108,0,0.004847823,0.0049190177,0.9902332
10320929,108,0,0.00795234,0.008382061,0.98366565
10531012,108,0,0.0038304937,0.0038812668,0.9922882
10700148,108,0,0.010755391,0.012268056,0.9769765
10806067,108,0,0.004229215,0.004435664,0.99133515
10946305,108,0,0.0064140065,0.07896805,0.91461796
10969025,108,0,0.005942635,0.005880688,0.9881767
11950889,108,0,0.0037089128,0.003519104,0.992772
12297500,108,0,0.0042359126,0.0042201257,0.99154395
12417022,108,0,0.005580766,0.0055105137,0.98890877
12496124,108,0,0.0076566357,0.007964063,0.9843793
12496132,108,0,0.0036135232,0.004098248,0.9922882
12511612,108,0,0.0033773854,0.0031923247,0.99343026
12516860,108,0,0.0072045745,0.009447124,0.98334825
8908519,109,1,0.0052816086,0.9890983,0.005620099
8940425,109,1,0.004367572,0.9911731,0.0044593215
9187765,109,1,0.009907088,0.97853154,0.011561353
9666006,109,1,0.0090850275,0.98175055,0.009164432
9676381,109,1,0.0055904924,0.987814,0.006595516
9889212,109,1,0.0035934811,0.9927035,0.0037030482
10029323,109,1,0.0033655849,0.99279326,0.0038411703
10084106,109,1,0.004466125,0.9909068,0.004627104
10224010,109,1,0.007161322,0.98615366,0.0066850567
10440566,109,1,0.0064357407,0.98712003,0.00644429
10457842,109,1,0.0055512097,0.9888481,0.005600699
10574095,109,1,0.008631254,0.9824386,0.008930024
10599890,109,1,0.0048945406,0.99027133,0.004834152
10620568,109,1,0.0051413677,0.98977625,0.0050823474
10652180,109,1,0.005424397,0.9891337,0.005441875
10742226,109,1,0.0032139025,0.99369687,0.0030892093
10769755,109,1,0.005424312,0.9896234,0.0049522338
10966386,109,1,0.0065713474,0.9868186,0.006610007
12144770,109,1,0.0055722846,0.98890525,0.0055225254
12211279,109,1,0.0030563502,0.9940883,0.002855391
12218656,109,1,0.024957461,0.96758753,0.0074550393
12374402,109,1,0.006075049,0.988067,0.005857946
12454166,109,1,0.13360104,0.8624295,0.003969518
12495014,109,1,0.062439065,0.74253845,0.1950225
1669719,111,2,0.9860691,0.0064572417,0.007473713
7774117,111,2,0.99268126,0.0036829868,0.0036357834
7856030,111,2,0.981708,0.010312123,0.007979854
7913756,111,2,0.99318933,0.0034072262,0.0034034168
7927332,111,2,0.9918256,0.0042996546,0.003874789
7991124,111,2,0.7737108,0.22082464,0.005464638
8137126,111,2,0.9836897,0.007866558,0.008443748
8137132,111,2,0.72049206,0.11844039,0.16106755
8618678,111,2,0.6971949,0.2948053,0.0079998495
8657630,111,2,0.6234072,0.36480355,0.0117892735
8797471,111,2,0.5867726,0.40801576,0.0052115936
8937783,111,2,0.9916991,0.0043531707,0.0039477153
9128415,111,2,0.9930027,0.003787293,0.0032099762
9239743,111,2,0.9892024,0.0055265077,0.00527111
9629853,111,2,0.9841357,0.008111779,0.007752517
9681800,111,2,0.9898588,0.005591502,0.0045496635
9789072,111,2,0.9916331,0.0044138418,0.0039530024
9864731,111,2,0.98899466,0.0062277005,0.0047776564
10360778,111,2,0.9806274,0.010447205,0.008925434
10412591,111,2,0.87805665,0.11683638,0.005106901
10932276,111,2,0.992834,0.003787245,0.0033787566
12222676,111,2,0.9882628,0.0056173885,0.006119805
12420099,111,2,0.8557128,0.13935001,0.004937147
12464332,111,2,0.98728985,0.0068534305,0.0058567435
7866403,114,3,0.005234991,0.99028933,0.0044757337
7903889,114,3,0.0082383575,0.9847911,0.0069705755
8111410,114,3,0.03498147,0.96052265,0.0044958442
8118461,114,3,0.0041982513,0.99180734,0.003994399
8522331,114,3,0.004233322,0.9919326,0.003834167
8537055,114,3,0.0054936986,0.8708674,0.123638906
8566954,114,3,0.009126208,0.982195,0.008678819
8616874,114,3,0.21302986,0.4369808,0.34998935
9012588,114,3,0.092835695,0.9021018,0.0050624656
9140167,114,3,0.10698648,0.8876382,0.0053753396
9156280,114,3,0.26127177,0.64609045,0.09263774
9220497,114,3,0.40172008,0.4244957,0.17378417
9276697,114,3,0.18844047,0.80750597,0.0040535526
9536987,114,3,0.004492968,0.62540025,0.37010682
9585611,114,3,0.0048615453,0.99116254,0.003975853
9869603,114,3,0.27714837,0.7198552,0.0029964184
10339655,114,3,0.5944949,0.30036205,0.10514308
10502323,114,3,0.17564553,0.82117295,0.0031814696
10526234,114,3,0.006164512,0.56078756,0.43304786
10851078,114,3,0.42358613,0.570547,0.0058668638
10920985,114,3,0.3287279,0.6658314,0.0054407404
10921028,114,3,0.1651867,0.8315069,0.0033064035
10936679,114,3,0.18283133,0.81151384,0.0056547946
11040191,114,3,0.7621843,0.2331611,0.0046546203
7529048,116,4,0.96958107,0.015390493,0.015028409
8286193,116,4,0.98737764,0.0060708662,0.006551483
8607861,116,4,0.89431304,0.005657418,0.100029565
8665514,116,4,0.72188014,0.0037640915,0.27435577
8692980,116,4,0.9421028,0.00412245,0.053774726
9205064,116,4,0.25381038,0.003586028,0.7426036
9342439,116,4,0.99102014,0.004342742,0.004637151
9394418,116,4,0.99216795,0.0036616046,0.004170476
9516080,116,4,0.81201047,0.0032158478,0.1847737
9766646,116,4,0.6750629,0.004536272,0.3204008
