DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
8132718,108,0,0.001478642,0.0014769816,0.7170163,0.20701168,0.0014772069,0.070061386,0.0014777521
8673465,108,0,0.0015729951,0.08106415,0.91106325,0.0015767894,0.0015735436,0.0015745613,0.0015746502
8707050,108,0,0.002474888,0.0024693927,0.6832236,0.0024736752,0.3043935,0.0024824883,0.0024825486
9175625,108,0,0.001683307,0.0016823324,0.9898985,0.0016843771,0.0016828997,0.0016856662,0.0016828564
9245791,108,0,0.0027017265,0.0027083305,0.98378086,0.0027079857,0.0026997149,0.0026990972,0.0027023344
9591694,108,0,0.0015219885,0.001521826,0.7155689,0.0015235489,0.0015252951,0.27681354,0.0015250483
10051610,108,0,0.5681317,0.0035835546,0.4139483,0.003587165,0.0035842706,0.0035800673,0.0035849514
10087618,108,0,0.004472053,0.0044756364,0.9327547,0.0044692103,0.0044702147,0.04488777,0.004470456
10100328,108,0,0.3154746,0.002107088,0.6739902,0.0021077895,0.0021081048,0.0021063224,0.002105911
10320929,108,0,0.0030608394,0.0030435785,0.70350415,0.0030497464,0.0030575984,0.28123942,0.003044661
10531012,108,0,0.20197037,0.001643673,0.7898047,0.0016464649,0.001644029,0.0016456937,0.0016450215
10700148,108,0,0.00397255,0.0039774477,0.9761436,0.0039780526,0.003973562,0.0039808294,0.0039739665
10725388,108,0,0.0016476293,0.001647618,0.9901174,0.0016454983,0.0016474957,0.0016479495,0.0016463612
10806067,108,0,0.0017454069,0.0017457517,0.9895268,0.001746334,0.0017442493,0.0017456885,0.0017458076
10946305,108,0,0.0023536687,0.0023590638,0.23964521,0.63480145,0.0023561742,0.11612571,0.0023587332
11950889,108,0,0.1699574,0.0014769007,0.5345835,0.061374303,0.12092665,0.11020361,0.0014776851
12217649,108,0,0.0021714016,0.002167221,0.9869924,0.0021678186,0.002166696,0.0021683518,0.0021660717
12415118,108,0,0.0018586137,0.0018573344,0.9888409,0.0018605961,0.0018605684,0.0018599071,0.001862089
12461557,108,0,0.0040900754,0.00409276,0.9754184,0.0040989392,0.004088836,0.004117689,0.004093313
12496124,108,0,0.0029867943,0.0029964137,0.74634653,0.0029856171,0.0029826167,0.23872183,0.00298006
12496132,108,0,0.0981454,0.0014931585,0.8462758,0.0014968875,0.0014932544,0.04959732,0.0014981376
12511612,108,0,0.0012559897,0.0012563259,0.99245965,0.0012578919,0.0012558885,0.001256454,0.0012577865
12516859,108,0,0.0370753,0.0029227773,0.71011424,0.002929997,0.002919721,0.24111722,0.002920792
12516860,108,0,0.0028624742,0.0028646986,0.98280394,0.0028719583,0.0028616504,0.0028730773,0.0028621953
8908519,109,1,0.023568543,0.002135611,0.0021389616,0.0021393395,0.002135531,0.94798976,0.019892374
8940425,109,1,0.0016644241,0.0016677226,0.001670649,0.04217414,0.0016646488,0.94949454,0.0016638933
9149812,109,1,0.0017889274,0.0017905958,0.04636243,0.01956325,0.0017962622,0.9035545,0.025144035
9666006,109,1,0.0036656202,0.003668483,0.0036690384,0.003670194,0.0036679218,0.97799367,0.003665072
