DocumentID,Label,LabelID,Topic_1,Topic_2
8042410,108,0,0.5167089,0.48329106
8673465,108,0,0.14838493,0.85161513
9175625,108,0,0.18168105,0.81831896
9245791,108,0,0.24679779,0.7532022
9346876,108,0,0.57398236,0.4260177
9352931,108,0,0.10285586,0.8971441
10051610,108,0,0.16344176,0.8365582
10087618,108,0,0.019421887,0.9805781
10320929,108,0,0.2033742,0.7966258
10700148,108,0,0.31676748,0.6832325
10725388,108,0,0.32255608,0.677444
10806067,108,0,0.17539704,0.824603
10946305,108,0,0.7024697,0.29753026
10969025,108,0,0.017210983,0.982789
11950889,108,0,0.26282543,0.7371746
12217649,108,0,0.21572894,0.78427106
12297500,108,0,0.4003789,0.5996211
12415118,108,0,0.2532018,0.7467982
12417022,108,0,0.2847284,0.71527153
12461557,108,0,0.291349,0.708651
12496124,108,0,0.071298026,0.92870194
12496132,108,0,0.007342668,0.9926573
12516859,108,0,0.01563525,0.98436475
12516860,108,0,0.33414847,0.66585153
8908519,109,1,0.012022533,0.98797745
8940425,109,1,0.0079557765,0.9920442
9149812,109,1,0.014877471,0.9851225
9187765,109,1,0.017857382,0.9821426
9676381,109,1,0.009231549,0.9907685
9836710,109,1,0.38249913,0.6175009
9889212,109,1,0.007852791,0.9921472
10084106,109,1,0.0077091972,0.99229085
10224010,109,1,0.07408996,0.92591006
10419204,109,1,0.008217588,0.99178237
10457842,109,1,0.010513378,0.98948663
10574095,109,1,0.01540871,0.9845913
10620568,109,1,0.008842887,0.9911571
10652180,109,1,0.04797963,0.95202035
10713370,109,1,0.02913442,0.97086555
10742226,109,1,0.0054802047,0.9945198
10769755,109,1,0.01035907,0.9896409
10877778,109,1,0.009613129,0.99038684
10966386,109,1,0.013322172,0.9866779
10966441,109,1,0.009132725,0.99086726
12144770,109,1,0.0090141725,0.9909858
12374402,109,1,0.009635796,0.9903642
12454166,109,1,0.008734591,0.99126536
12495014,109,1,0.022678938,0.9773211
1669719,111,2,0.011107485,0.98889256
7774117,111,2,0.005942951,0.99405706
7856030,111,2,0.0121818865,0.9878181
7913756,111,2,0.0058390293,0.99416095
7927332,111,2,0.0081753405,0.9918246
7936296,111,2,0.0148064755,0.9851935
7991124,111,2,0.008906317,0.9910937
8137126,111,2,0.011005252,0.9889948
8618678,111,2,0.036224842,0.96377516
8657630,111,2,0.015405622,0.9845944
8682199,111,2,0.007787506,0.99221253
8707291,111,2,0.005382711,0.9946173
8797472,111,2,0.030159915,0.96984005
8841969,111,2,0.008078544,0.9919214
8937783,111,2,0.0070823873,0.99291766
9128415,111,2,0.004950448,0.9950496
9239743,111,2,0.009128504,0.9908715
9263413,111,2,0.027060919,0.97293913
9629853,111,2,0.0124133555,0.9875867
9789072,111,2,0.0061648553,0.9938351
10412591,111,2,0.009369864,0.99063015
12222676,111,2,0.0107843485,0.9892156
12420099,111,2,0.007964734,0.9920352
12464332,111,2,0.013678498,0.9863215
7866403,114,3,0.010134828,0.9898652
7903889,114,3,0.21404831,0.7859517
8111410,114,3,0.16869703,0.83130294
8118461,114,3,0.00700369,0.99299634
8537055,114,3,0.29853705,0.701463
8566954,114,3,0.015440236,0.9845598
9012588,114,3,0.23248583,0.76751417
9140167,114,3,0.33392575,0.6660743
9156280,114,3,0.5456059,0.45439407
9196022,114,3,0.4286932,0.57130677
9220497,114,3,0.7163205,0.28367946
9276697,114,3,0.5386713,0.4613287
9399850,114,3,0.28811347,0.71188647
9536987,114,3,0.47040096,0.529599
9566701,114,3,0.38829988,0.6117001
9585611,114,3,0.11649199,0.883508
9869603,114,3,0.31834084,0.68165916
10213492,114,3,0.22543281,0.7745672
10339655,114,3,0.75522035,0.2447796
10502323,114,3,0.44278842,0.55721164
10526234,114,3,0.53582764,0.4641723
10717531,114,3,0.3260292,0.67397076
10851078,114,3,0.56494415,0.43505585
12059991,114,3,0.98489475,0.015105227
7529048,116,4,0.9733938,0.026606224
8286193,116,4,0.989778,0.010222033
8665514,116,4,0.99373776,0.0062622423
8692980,116,4,0.992994,0.007006012
8710868,116,4,0.99146724,0.008532777
9056422,116,4,0.9846732,0.015326746
9413807,116,4,0.93747807,0.06252189
9545345,116,4,0.99374723,0.00625278
9699666,116,4,0.9933089,0.0066910842
9766646,116,4,0.9927144,0.0072856112
9815544,116,4,0.9945462,0.005453791
9815941,116,4,0.9919247,0.008075265
10026153,116,4,0.9898719,0.010128142
10401676,116,4,0.9931152,0.006884787
10430101,116,4,0.9937792,0.0062208576
10438568,116,4,0.95214844,0.04785153
10459850,116,4,0.97995114,0.020048905
10669726,116,4,0.99386954,0.0061304793
10674396,116,4,0.9963188,0.003681257
10766344,116,4,0.99335396,0.006646046
10791772,116,4,0.99382716,0.0061728777
10851068,116,4,0.98550445,0.014495542
11005099,116,4,0.89332724,0.10667278
12374697,116,4,0.993266,0.00673406
7696609,117,5,0.00915443,0.99084556
7847069,117,5,0.012547946,0.98745203
8075646,117,5,0.008888034,0.991112
