DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13
8132718,108,0,0.00079311995,0.0007931238,0.59059185,0.4006835,0.00079311786,0.00079312496,0.00079311855,0.00079312373,0.00079312373,0.0007931188,0.00079311925,0.0007931257,0.00079312053
8673465,108,0,0.0008453971,0.00084539753,0.67739594,0.0008454008,0.0008453945,0.00084539835,0.0008453935,0.31330454,0.000845392,0.0008454001,0.00084539375,0.00084539806,0.0008454037
8707050,108,0,0.001326488,0.0013264808,0.6256186,0.0013264859,0.0013264873,0.0013264855,0.31503558,0.046081122,0.0013265001,0.0013264832,0.001326492,0.0013264947,0.0013264853
9175625,108,0,0.0009050292,0.0009050302,0.9891394,0.0009050409,0.00090502773,0.0009050347,0.0009050284,0.00090504246,0.0009050342,0.00090502884,0.00090502965,0.0009050302,0.0009050305
9245791,108,0,0.0014514832,0.0014514889,0.98258233,0.001451488,0.0014514809,0.0014514738,0.0014514807,0.001451485,0.0014514817,0.0014514835,0.0014514799,0.001451485,0.0014514766
9591694,108,0,0.00081842503,0.0008184285,0.6920104,0.00081842986,0.0008184285,0.2989866,0.0008184298,0.00081842457,0.00081842655,0.00081842765,0.00081842724,0.00081842573,0.0008184299
10051610,108,0,0.0019231916,0.0019232022,0.0019232584,0.0019232009,0.0019232024,0.0019231937,0.0019231997,0.0019231974,0.0019232002,0.001923214,0.0019231938,0.001923197,0.97692156
10087618,108,0,0.0024043447,0.0024042404,0.6812191,0.002404228,0.0024042341,0.1419927,0.0024042404,0.15274578,0.0024042265,0.002404225,0.0024042306,0.002404252,0.0024042558
10100328,108,0,0.55358154,0.0011313079,0.43397358,0.0011313128,0.0011313037,0.0011313068,0.0011313073,0.0011313374,0.0011313169,0.0011313146,0.0011313066,0.0011313065,0.0011313088
10320929,108,0,0.0016368784,0.0016368714,0.49049103,0.31304157,0.0016368718,0.0016368965,0.0016368623,0.04145606,0.14027949,0.0016368678,0.001636884,0.0016368863,0.0016368814
10531012,108,0,0.0008842503,0.0008842484,0.5947467,0.0008842519,0.00088424573,0.00088424986,0.0008842463,0.0008842594,0.16471463,0.23169617,0.0008842458,0.00088424794,0.00088426087
10700148,108,0,0.0021368947,0.0021369085,0.97435707,0.0021369306,0.0021368968,0.002136948,0.0021369003,0.0021370493,0.002136921,0.0021369385,0.0021368987,0.0021369439,0.002136902
10725388,108,0,0.0008842423,0.0008842437,0.9893888,0.0008842363,0.0008842382,0.00088423694,0.00088423735,0.00088423915,0.00088425074,0.0008842334,0.0008842375,0.0008842375,0.0008842384
10806067,108,0,0.0009381591,0.0009381609,0.44808012,0.0009381627,0.00093815505,0.00093815784,0.0009381578,0.0009381619,0.0009381584,0.0009381593,0.0009381553,0.0009381604,0.5416001
10946305,108,0,0.1421005,0.0012612507,0.041694336,0.5987106,0.0012612585,0.20614336,0.0012612618,0.0012612652,0.0012612628,0.0012612636,0.0012612776,0.0012612698,0.0012612543
11950889,108,0,0.00079317775,0.00079317397,0.48737866,0.00079317985,0.282139,0.0007931788,0.0007931711,0.000793173,0.2225504,0.0007931716,0.0007931735,0.0007931735,0.0007931794
12217649,108,0,0.0011655473,0.001165544,0.98601335,0.0011655468,0.0011655437,0.0011655459,0.001165543,0.0011655516,0.0011655552,0.0011655501,0.0011655447,0.001165548,0.0011655446
12415118,108,0,0.000999145,0.0009991303,0.87541986,0.0009991339,0.0009991275,0.0009991338,0.0009991508,0.11358928,0.0009991296,0.0009991354,0.0009991404,0.0009991342,0.0009991407
12461557,108,0,0.0021980002,0.002197978,0.48674616,0.0021980011,0.0021979697,0.0021980007,0.002197977,0.0021980058,0.0021979825,0.05640636,0.0021979734,0.002198012,0.43486744
