DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51
8042410,108,0,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.00027617897,0.98619103,0.00027617897,0.00027617897,0.00027617897,0.00027617897
8132718,108,0,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.98956996,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192,0.00020860192
8707050,108,0,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.33085662,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.12232905,0.00033808534,0.00033808534,0.00033808534,0.53058636,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534,0.00033808534
9175625,108,0,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.07721742,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.13003446,0.00021788517,0.00021788517,0.00021788517,0.12033482,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.00021788517,0.66217273,0.00021788517
9245791,108,0,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.97868675,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683,0.0004262683
9346876,108,0,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.2881957,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.45315102,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.24688782,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787,0.00024511787
9352931,108,0,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.9880436,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973,0.00023912973
9591694,108,0,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.9883285,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199,0.00023343199
10051610,108,0,0.0004560198,0.7928156,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.18483974,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198,0.0004560198
10087618,108,0,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.03786658,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.052417617,0.00061279174,0.00061279174,0.39783686,0.26171064,0.00061279174,0.14009021,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.08250259,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174,0.00061279174
10100328,108,0,0.00026498272,0.00026498272,0.00026498272,0.9867511,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272,0.00026498272
