DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41
8132718,108,0,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.98994136,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589,0.0002514589
8673465,108,0,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.9892787,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184,0.00026803184
8707050,108,0,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.58152753,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.00042055693,0.40207046
9175625,108,0,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.7353129,0.0002869585,0.25349554,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585,0.0002869585
9245791,108,0,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.82230365,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.15974747,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858,0.00046021858
9591694,108,0,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.0002594767,0.98962086,0.0002594767,0.0002594767,0.0002594767,0.0002594767
10051610,108,0,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.21334805,0.0006097884,0.76286983,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884,0.0006097884
10087618,108,0,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.9695106,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983,0.00076221983
10100328,108,0,0.8104888,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.17552154,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548,0.00035869548
10320929,108,0,0.0005190063,0.0005190063,0.0005190063,0.048855714,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.39013174,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0302383,0.2036561,0.0005190063,0.0005190063,0.0005190063,0.22171628,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.028492505,0.0005190063,0.0005190063,0.0005190063,0.0005190063,0.05926258
