DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35
8042410,108,0,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.9863168,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363,0.00040244363
8132718,108,0,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.00030396675,0.98966515
8707050,108,0,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.9832504,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298,0.0004926298
9175625,108,0,0.00031747462,0.00031747462,0.00031747462,0.9892056,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462,0.00031747462
9245791,108,0,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.0006211489,0.97888094
9346876,108,0,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.98785645,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476,0.00035715476
9352931,108,0,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.98815274,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463,0.0003484463
9591694,108,0,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.00034015253,0.98843485
10051610,108,0,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.00066448905,0.9774074
10087618,108,0,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.4039746,0.0008929155,0.0008929155,0.0008929155,0.566559,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155,0.0008929155
