DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17
8042410,108,0,0.00082863146,0.0008286317,0.30424935,0.0008286318,0.0008286318,0.0008286316,0.0008286314,0.0008286317,0.46862292,0.0008286317,0.0008286317,0.00082863146,0.00082863163,0.0008286315,0.0008286317,0.0008286315,0.21552707
8132718,108,0,0.00065365236,0.00065365236,0.15586779,0.0006536525,0.0006536525,0.0006536523,0.00065365224,0.00065365236,0.00065365236,0.0006536523,0.00065365236,0.83432746,0.00065365224,0.0006536522,0.00065365224,0.00065365224,0.00065365236
8673465,108,0,0.00066095905,0.00066095905,0.9894248,0.00066095905,0.00066095905,0.00066095905,0.00066095905,0.00066095946,0.00066095905,0.00066095905,0.0006609591,0.00066095905,0.00066095905,0.00066095905,0.00066095905,0.00066095905,0.00066095917
8707050,108,0,0.0010320804,0.0010320803,0.34612,0.16006212,0.0010320803,0.0010320803,0.0010320806,0.0010320803,0.00103208,0.4296111,0.050789967,0.0010320803,0.00103208,0.0010320803,0.0010320802,0.0010320804,0.0010320803
9346876,108,0,0.119340144,0.0007174676,0.2807529,0.00071746786,0.0007174676,0.16340986,0.0007174673,0.00071746757,0.0007174675,0.42717013,0.00071746734,0.0007174674,0.0007174672,0.00071746734,0.00071746734,0.00071746745,0.0007174674
9352931,108,0,0.00072624563,0.00072624575,0.98838025,0.00072624563,0.00072624563,0.0007262456,0.00072624563,0.0007262457,0.00072624563,0.00072624575,0.0007262456,0.00072624563,0.0007262457,0.00072624563,0.00072624575,0.00072624563,0.0007262458
9591694,108,0,0.0006684664,0.0006684664,0.0006684666,0.9893047,0.0006684664,0.0006684663,0.0006684663,0.0006684664,0.00066846644,0.0006684663,0.0006684663,0.0006684663,0.0006684663,0.0006684663,0.0006684663,0.0006684663,0.0006684663
10051610,108,0,0.0013680839,0.0013680838,0.0013680842,0.0013680842,0.0013680841,0.0013680836,0.0013680835,0.0013680839,0.0013680839,0.97811085,0.0013680839,0.0013680838,0.0013680835,0.0013680836,0.0013680836,0.0013680836,0.0013680836
10087618,108,0,0.0017825781,0.0017825776,0.9714792,0.0017825781,0.001782578,0.0017825777,0.0017825776,0.0017825777,0.0017825777,0.0017825777,0.0017825778,0.0017825777,0.0017825776,0.0017825777,0.0017825777,0.0017825777,0.0017825776
10100328,108,0,0.0008526041,0.44591045,0.27724233,0.0008526043,0.264911,0.0008526044,0.0008526041,0.00085260416,0.0008526041,0.0008526042,0.0008526048,0.0008526043,0.00085260405,0.00085260405,0.0008526041,0.0008526041,0.0008526042
10320929,108,0,0.001251632,0.0012516319,0.0012516322,0.001251632,0.9799741,0.001251632,0.001251632,0.001251632,0.001251632,0.001251632,0.001251637,0.001251632,0.0012516318,0.0012516319,0.0012516318,0.0012516318,0.0012516319
10531012,108,0,0.0006840338,0.00068403396,0.061265014,0.24579787,0.00068403373,0.00068403373,0.0006840337,0.00068403373,0.0006840337,0.68336076,0.0006840339,0.0006840337,0.00068403373,0.0006840337,0.0006840337,0.0006840337,0.0006840337
