DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11
8042410,108,0,0.14935586,0.0013180691,0.5327092,0.00131797,0.08203285,0.0013179572,0.15942739,0.001318115,0.06856647,0.0013181728,0.001317968
8673465,108,0,0.001033225,0.9896683,0.0010332173,0.0010331341,0.001033154,0.001033172,0.0010331719,0.0010331556,0.0010331239,0.0010331391,0.001033192
9175625,108,0,0.0011656805,0.40537393,0.4060921,0.0011656667,0.10784066,0.07253335,0.001165765,0.0011657202,0.0011656722,0.0011656524,0.0011656889
9245791,108,0,0.002114446,0.9788557,0.0021145463,0.002114426,0.0021143495,0.0021144038,0.0021144862,0.00211437,0.0021144117,0.002114399,0.002114409
9346876,108,0,0.0010955463,0.45871425,0.2157508,0.00109558,0.044004124,0.0010955858,0.24424697,0.0010955025,0.030710457,0.0010955546,0.001095621
9352931,108,0,0.0011225236,0.5159037,0.16229294,0.0011224869,0.001122489,0.0011225377,0.31282336,0.0011224946,0.0011224836,0.0011225939,0.0011225173
10051610,108,0,0.0021648004,0.0021648486,0.9783524,0.002164711,0.0021646975,0.0021647336,0.0021647704,0.0021646956,0.0021646842,0.0021647625,0.0021649108
10087618,108,0,0.0031351405,0.5965401,0.003135403,0.0031353433,0.3752422,0.0031354292,0.0031351927,0.0031352518,0.0031354683,0.0031352565,0.0031352853
10320929,108,0,0.0019345237,0.2942396,0.4726892,0.0019344541,0.0019346874,0.0019344703,0.0019345653,0.001934524,0.0019345884,0.001934486,0.21759485
10700148,108,0,0.0025257336,0.14335346,0.30147132,0.0025258868,0.18609491,0.13644862,0.21747732,0.002525644,0.0025258234,0.0025255694,0.0025256132
10725388,108,0,0.0009991035,0.99000865,0.0009991314,0.0009991725,0.0009991514,0.000999181,0.0009991537,0.0009990968,0.0009991174,0.0009991071,0.0009991502
10806067,108,0,0.0011087471,0.0011087786,0.9889126,0.0011087343,0.0011087355,0.0011087232,0.0011087579,0.0011087301,0.0011087205,0.0011087289,0.0011087516
10946305,108,0,0.0014905912,0.5016481,0.4849366,0.0014905172,0.0014905953,0.0014906353,0.001490633,0.0014905833,0.0014906207,0.0014905804,0.0014905549
10969025,108,0,0.001357022,0.98642975,0.0013570637,0.0013569712,0.0013570611,0.0013570567,0.0013569953,0.0013569918,0.0013569695,0.0013570063,0.001357044
11950889,108,0,0.00090920314,0.0009092204,0.9909081,0.00090918,0.00090918934,0.0009092369,0.00090921024,0.0009092012,0.0009091878,0.0009091834,0.0009091874
12217649,108,0,0.0014664021,0.45619422,0.001466519,0.001466371,0.0014664435,0.53060806,0.0014664287,0.0014664079,0.0014664026,0.0014664171,0.0014664184
12297500,108,0,0.0009882578,0.0009883107,0.0009882824,0.0009882278,0.000988219,0.0009883472,0.0009882905,0.0009882274,0.0009882255,0.0009882278,0.9901174
12415118,108,0,0.0012454473,0.0012455144,0.9875454,0.0012454258,0.0012455168,0.0012454666,0.0012454954,0.001245442,0.0012454579,0.0012454421,0.0012454555
12417022,108,0,0.0014208206,0.45728984,0.0014208069,0.0014207067,0.0014206722,0.0014206975,0.5299236,0.0014206872,0.001420744,0.0014207299,0.0014207555
12461557,108,0,0.0027556303,0.39199516,0.0027554056,0.0027553688,0.19635852,0.38960308,0.0027554606,0.0027552298,0.002755227,0.0027553935,0.0027554508
12496124,108,0,0.0018943675,0.2832527,0.0018945804,0.0018943531,0.1615399,0.39171734,0.150229,0.0018943872,0.0018945074,0.0018944128,0.0018944165
12496132,108,0,0.0011087244,0.0011088075,0.0011088098,0.0011087192,0.0011088017,0.98891246,0.0011087315,0.0011087361,0.0011087355,0.0011087209,0.0011087524
