DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68
8042410,108,0,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.98506767,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529,0.00022282529
8132718,108,0,0.00015644859,0.98951536,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859,0.00015644859
8673465,108,0,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.98880124,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486,0.00016711486
8707050,108,0,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.37829494,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.00025355778,0.60497046,0.00025355778
9175625,108,0,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.98880124,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619,0.00016711619
9245791,108,0,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.17331317,0.00033424067,0.00033424067,0.00033424067,0.8046272,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067,0.00033424067
9346876,108,0,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.14787859,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.5944077,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.24646649,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477,0.00017302477
9352931,108,0,0.00018615615,0.00018615615,0.98752457,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615,0.00018615615
9591694,108,0,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.39916295,0.0001581353,0.5903982,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353,0.0001581353
10100328,108,0,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.5420453,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.25146687,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.19302304,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737,0.00020713737
