DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8
8042410,108,0,0.0017629535,0.0017650713,0.0017633709,0.39479923,0.0017636569,0.0017648768,0.3881441,0.2082367
8132718,108,0,0.0013305293,0.99068177,0.0013314286,0.0013310794,0.0013310788,0.0013312154,0.0013318319,0.0013310751
8707050,108,0,0.002157815,0.33592317,0.6511264,0.002156973,0.00215706,0.00215934,0.0021586823,0.002160679
9175625,108,0,0.0013904058,0.21252407,0.50780934,0.0013908731,0.0013906297,0.07593194,0.19817135,0.0013913481
9245791,108,0,0.0027212184,0.002723166,0.0027219795,0.0027204778,0.0027201832,0.0027198342,0.9809527,0.0027204335
9346876,108,0,0.0015638247,0.0015643607,0.0015652431,0.0015640382,0.0015639408,0.9890515,0.0015639798,0.0015631035
9352931,108,0,0.0015258222,0.0015267399,0.0015270683,0.0015267598,0.001527199,0.98931354,0.0015262157,0.0015267764
9591694,108,0,0.0014902444,0.0014898144,0.0014904161,0.001489403,0.0014892678,0.4851331,0.50592834,0.0014893985
10051610,108,0,0.0029104154,0.0029134566,0.002911856,0.0029116778,0.0029097819,0.9796194,0.0029121134,0.0029113914
10087618,108,0,0.003910485,0.7114764,0.0039139907,0.0039079026,0.0039077797,0.26506403,0.003912018,0.0039074067
10100328,108,0,0.0016907605,0.001691456,0.7636514,0.059839737,0.0016908976,0.16805425,0.0016914235,0.0016900365
10320929,108,0,0.002719032,0.980959,0.0027204365,0.0027192512,0.0027190163,0.0027228552,0.0027215094,0.0027188358
10531012,108,0,0.0013744496,0.0013760118,0.45370194,0.0013749673,0.0013751581,0.5380463,0.0013766594,0.0013744704
10700148,108,0,0.003683355,0.13296597,0.34790495,0.0036796643,0.0036822723,0.0036856288,0.5007111,0.003687067
10806067,108,0,0.0014544385,0.98981595,0.001455116,0.0014546376,0.0014545941,0.0014546624,0.0014563589,0.0014542931
10946305,108,0,0.0020518247,0.303367,0.08811829,0.0020533716,0.0020536901,0.2510434,0.002054118,0.34925824
10969025,108,0,0.001838971,0.0018403739,0.0018404225,0.0018393077,0.001840136,0.0018397846,0.98712075,0.0018403116
11950889,108,0,0.0012032938,0.0012034128,0.0012038462,0.0012031542,0.001203135,0.001203407,0.9915765,0.0012032832
12297500,108,0,0.0013464278,0.0013468832,0.0013470878,0.001345984,0.0013464784,0.9905748,0.0013467133,0.0013456657
12417022,108,0,0.0018953357,0.0018972905,0.9867288,0.0018958133,0.0018958666,0.0018952535,0.0018964658,0.0018952267
12496124,108,0,0.00255427,0.275361,0.24520102,0.002553084,0.0025535545,0.0025558814,0.4666659,0.0025552344
12496132,108,0,0.0013029919,0.0013035286,0.32762343,0.0013030868,0.0013027773,0.1314376,0.5344233,0.0013032858
12511612,108,0,0.001097437,0.001097842,0.9923135,0.0010985864,0.0010975896,0.0010979585,0.0010995958,0.0010975935
12516860,108,0,0.002502044,0.0025051585,0.4551848,0.002503025,0.002504512,0.5297954,0.002502989,0.0025020312
8908519,109,1,0.001866888,0.3816213,0.001867066,0.0018664217,0.0018677226,0.6071747,0.0018673104,0.0018685925
8940425,109,1,0.0014377419,0.001437946,0.0014381838,0.001438034,0.0014388462,0.6813982,0.0014381518,0.30997285
9187765,109,1,0.0035742233,0.0035741492,0.0035732347,0.0035734696,0.0035721362,0.9749832,0.0035731115,0.0035764105
9666006,109,1,0.0032073834,0.0032067772,0.0032065872,0.0032068272,0.0032058873,0.97754747,0.0032073231,0.0032117479
9676381,109,1,0.001955534,0.0019554575,0.0019547513,0.00195439,0.0019541176,0.98631567,0.0019539837,0.0019560412
9889212,109,1,0.001227336,0.0012272137,0.0012266595,0.0012270067,0.0012275131,0.61923754,0.30323464,0.07139215
10029323,109,1,0.0011926374,0.11224061,0.0011917875,0.0011920768,0.0011916484,0.7802659,0.101532064,0.0011932666
10084106,109,1,0.0015849657,0.16256347,0.0015835665,0.0015830795,0.0015829246,0.8279339,0.0015832582,0.001584845
10224010,109,1,0.0022345341,0.0022366825,0.0022348028,0.0022348722,0.15213995,0.39038092,0.18526904,0.26326916
10440566,109,1,0.0022765517,0.42813292,0.0022750404,0.0022744304,0.0022747049,0.55821216,0.00227463,0.00227956
10457842,109,1,0.0019554158,0.0019539932,0.0019539294,0.0019543942,0.0019539308,0.98631555,0.0019550466,0.0019577227
10574095,109,1,0.0030509229,0.0030506651,0.0030512605,0.0030509962,0.003050233,0.46965984,0.0030515103,0.51203454
10599890,109,1,0.0016256408,0.115765624,0.0016251401,0.001624789,0.0016255142,0.8009456,0.07516031,0.0016274414
10620568,109,1,0.10216809,0.0016263507,0.0016248897,0.0016255775,0.0016263174,0.88807714,0.001624803,0.0016268494
10652180,109,1,0.0017867546,0.0017866739,0.0017864172,0.0017874639,0.0017883515,0.98748726,0.0017877413,0.0017892852
10742226,109,1,0.00109725,0.0010970911,0.001096858,0.0010971101,0.0010971293,0.0010980983,0.0010970914,0.9923194
10769755,109,1,0.0016684612,0.0016678344,0.0016686333,0.0016679403,0.0016682844,0.9883203,0.0016679303,0.0016706795
10966386,109,1,0.0021954048,0.0021940067,0.002194314,0.0021946651,0.0021953173,0.19609767,0.002195864,0.79073274
12144770,109,1,0.0019242051,0.0019254476,0.0019239524,0.001924222,0.00192437,0.0019264648,0.001924497,0.9865269
12211279,109,1,0.00102523,0.0010250788,0.0010250248,0.001025131,0.0010250137,0.0010262972,0.0010252818,0.99282295
12218656,109,1,0.14166607,0.147419,0.0020512491,0.0020505153,0.0020509334,0.7006592,0.0020515816,0.0020514203
12374402,109,1,0.0019849937,0.001985257,0.0019864158,0.0019856514,0.0019861446,0.6438658,0.0019855294,0.34422016
12454166,109,1,0.0013326696,0.0013316115,0.31061128,0.001331937,0.0013314195,0.0013329528,0.0013317505,0.6813964
12495014,109,1,0.0022340477,0.0022360277,0.29499948,0.002235039,0.00223589,0.15040308,0.002236433,0.54342
1669719,111,2,0.9851467,0.0021232395,0.002120984,0.0021208974,0.002120529,0.0021215214,0.0021264595,0.002119595
7774117,111,2,0.99106574,0.0012767015,0.0012763664,0.001276193,0.0012761776,0.0012762033,0.001276252,0.0012763158
7856030,111,2,0.98053694,0.0027792207,0.0027792505,0.002780861,0.002780153,0.0027820766,0.0027798603,0.0027816691
7913756,111,2,0.99166083,0.0011915999,0.0011914856,0.0011912407,0.0011912779,0.0011911695,0.0011911158,0.0011912802
7927332,111,2,0.95341176,0.0013457271,0.0013466055,0.0013462177,0.001346594,0.0013472,0.0013462823,0.038509566
7991124,111,2,0.8971572,0.04817912,0.04546351,0.0018400619,0.0018396113,0.0018397314,0.001840293,0.0018403007
8137126,111,2,0.9846278,0.0021960672,0.0021973853,0.0021953091,0.0021948086,0.0021963697,0.0021955625,0.0021966943
8137132,111,2,0.6726783,0.0880949,0.08720939,0.0011486233,0.0011488656,0.0011487924,0.0011490466,0.14742212
