DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
8132718,108,0,0.00085922645,0.0008592274,0.6159994,0.37540826,0.0008592214,0.00085924705,0.0008592216,0.00085923413,0.0008592439,0.00085923367,0.0008592264,0.00085924804
8673465,108,0,0.00091584923,0.00091583637,0.70064384,0.00091585424,0.00091583823,0.00091584475,0.0009158331,0.29019764,0.00091583276,0.0009158467,0.0009158351,0.0009158464
8707050,108,0,0.0014370754,0.0014370466,0.63102114,0.0014370872,0.0014370801,0.001437088,0.11908049,0.060446657,0.0014370766,0.0014370685,0.17795523,0.0014370531
9175625,108,0,0.0009804692,0.0009804602,0.9892148,0.0009804752,0.0009804529,0.0009804724,0.000980454,0.0009805027,0.0009804707,0.0009804625,0.0009804581,0.0009804568
9245791,108,0,0.0015724585,0.0015724793,0.98270285,0.0015724786,0.0015724606,0.0015724376,0.0015724514,0.0015724596,0.00157246,0.001572467,0.0015724485,0.0015724623
9591694,108,0,0.00088666996,0.00088664517,0.40471274,0.0008866687,0.0008866702,0.25154498,0.0008866724,0.0008866518,0.0008866507,0.3357623,0.0008866577,0.00088664907
10051610,108,0,0.53320557,0.0020835807,0.40124142,0.0020835744,0.0020835754,0.0020835453,0.0020835625,0.0020835472,0.0020835593,0.046800934,0.0020835425,0.0020835574
10087618,108,0,0.0026045907,0.0026046005,0.7457759,0.002604606,0.002604588,0.087562256,0.0026045742,0.14322056,0.002604578,0.0026045823,0.0026046,0.002604567
10100328,108,0,0.5198074,0.0012256069,0.46793643,0.0012256149,0.0012256022,0.0012256118,0.0012256101,0.0012256403,0.0012256354,0.0012256282,0.0012256099,0.0012256195
10320929,108,0,0.0017733668,0.0017732965,0.6240651,0.0017733645,0.001773341,0.0017733863,0.0017732976,0.0017734091,0.35820147,0.0017733134,0.0017733509,0.0017733559
10531012,108,0,0.0009579399,0.0009579175,0.49451974,0.00095792423,0.0009579135,0.0009579217,0.0009579154,0.0009579428,0.00095796003,0.49590087,0.0009579149,0.00095792493
10700148,108,0,0.0023150034,0.0023149792,0.97453475,0.0023150386,0.0023149943,0.002315065,0.0023149943,0.0023150404,0.002315069,0.0023150449,0.0023149983,0.0023150865
10725388,108,0,0.0009579524,0.0009579593,0.9894626,0.0009579364,0.0009579429,0.00095794344,0.0009579404,0.00095793745,0.00095794897,0.0009579335,0.0009579462,0.0009579402
10806067,108,0,0.0010163366,0.0010163502,0.9888202,0.0010163421,0.0010163339,0.0010163346,0.0010163364,0.0010163437,0.0010163346,0.0010163317,0.001016329,0.0010163437
10946305,108,0,0.001366373,0.001366331,0.17084013,0.71015203,0.0013663354,0.030606072,0.0013663404,0.0013663508,0.0013663606,0.001366334,0.077471025,0.0013663498
