DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23
8042410,108,0,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.9855057,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163,0.0006588163
8132718,108,0,0.00046255896,0.98982334,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896,0.00046255896
8673465,108,0,0.00049411535,0.00049411535,0.64124185,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.073959254,0.00049411535,0.030275567,0.00049411535,0.2451348,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535,0.00049411535
8707050,108,0,0.00074968074,0.00074968074,0.98350644,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074,0.00074968074
9175625,108,0,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.0004940964,0.9891298,0.0004940964,0.0004940964,0.0004940964
9245791,108,0,0.0009882924,0.0009882924,0.28603587,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.0009882924,0.42596513,0.0009882924,0.26823318,0.0009882924
9346876,108,0,0.0005115549,0.0005115549,0.9887454,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549,0.0005115549
9352931,108,0,0.00055039243,0.00055039243,0.9878909,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243,0.00055039243
9591694,108,0,0.00046753723,0.00046753723,0.9897138,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723,0.00046753723
10100328,108,0,0.00061240944,0.00061240944,0.9865265,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944,0.00061240944
10531012,108,0,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.9893715,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863,0.00048310863
10700148,108,0,0.0013176141,0.0013176141,0.467948,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.23070133,0.2749981,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141,0.0013176141
10725388,108,0,0.00047262415,0.00047262415,0.48448333,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.50559115,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415,0.00047262415
10969025,108,0,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.9863343,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805,0.00062115805
12217649,108,0,0.0006588057,0.0006588057,0.6970105,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.28915408,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057,0.0006588057
12297500,108,0,0.00045769996,0.00045769996,0.92790085,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.06248704,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996,0.00045769996
12415118,108,0,0.000564702,0.000564702,0.542212,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.000564702,0.44592884
12417022,108,0,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.9857226,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455,0.00064896455
