DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74
8042410,108,0,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.9861062,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438,0.00019034438
8132718,108,0,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.98950595,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598,0.00014376598
8707050,108,0,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.98299176,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748,0.00023299748
9175625,108,0,0.00015016015,0.00015016015,0.00015016015,0.77209556,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.2170943,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015,0.00015016015
9245791,108,0,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.9785546,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834,0.0002937834
9346876,108,0,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.9876688,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632,0.00016892632
9352931,108,0,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.9879702,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104,0.00016480104
9591694,108,0,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.98825616,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879,0.000160879
10051610,108,0,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.74369264,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.23368007,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903,0.0003142903
10087618,108,0,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.40980035,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.5597931,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238,0.00042231238
