DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11
8132718,108,0,0.0009373752,0.0009373758,0.6384796,0.3530839,0.00093736884,0.00093745446,0.0009373663,0.0009374181,0.00093742134,0.000937392,0.0009373817
8673465,108,0,0.0009991904,0.0009991636,0.826054,0.0009992152,0.0009991876,0.0009991755,0.0009991401,0.16495347,0.0009991461,0.0009991971,0.0009991467
8707050,108,0,0.0015676913,0.0015676578,0.65470505,0.0015677325,0.3311853,0.0015677535,0.0015677614,0.0015677577,0.0015677748,0.0015677221,0.0015677015
9175625,108,0,0.0010696552,0.0010696093,0.9893037,0.0010696956,0.0010696049,0.0010696547,0.0010696052,0.0010697135,0.001069651,0.001069613,0.0010696185
9245791,108,0,0.0017154956,0.0017155734,0.9828448,0.0017155566,0.0017155268,0.0017154369,0.0017154939,0.0017154766,0.0017155097,0.0017155749,0.0017154871
9591694,108,0,0.00096726697,0.0009672775,0.7063078,0.0009673214,0.00096730294,0.28498664,0.0009673221,0.0009672635,0.00096728676,0.00096727343,0.0009672923
10051610,108,0,0.0022731617,0.0022731384,0.43513492,0.0022732308,0.5444062,0.0022732173,0.0022731044,0.0022730962,0.002273247,0.002273667,0.0022730872
10087618,108,0,0.0028414489,0.0028414426,0.89648134,0.002841413,0.002841414,0.07794614,0.002841313,0.002841437,0.0028413327,0.002841304,0.0028414105
10100328,108,0,0.44937286,0.0013370838,0.538593,0.0013371528,0.0013371125,0.0013371108,0.0013371077,0.0013371643,0.0013371826,0.0013371708,0.0013371389
10320929,108,0,0.0019345658,0.0019344963,0.6295733,0.00193471,0.0019346081,0.18188554,0.0019345018,0.0019347752,0.17306434,0.0019346083,0.0019346315
10531012,108,0,0.0010450977,0.0010450645,0.5622091,0.0010450928,0.0010450849,0.0010450938,0.001045074,0.0010450969,0.32945037,0.099979855,0.0010450555
10700148,108,0,0.0025258765,0.0025258076,0.76630354,0.002525731,0.0025256905,0.062243637,0.0025257713,0.0025257275,0.15124668,0.0025257226,0.002525823
10725388,108,0,0.0010451077,0.0010451254,0.98954916,0.0010450609,0.0010450875,0.001045087,0.0010450736,0.0010450673,0.0010451105,0.0010450516,0.0010450913
10806067,108,0,0.0011087722,0.0011087869,0.98891234,0.0011087839,0.001108751,0.0011087607,0.0011087654,0.0011088597,0.0011087728,0.0011087692,0.0011087457
10946305,108,0,0.0014907093,0.001490623,0.15448527,0.69501585,0.0014906467,0.030754255,0.0014906445,0.0014906842,0.0014907041,0.0014907024,0.10930988
11950889,108,0,0.0009374077,0.00093739445,0.53379506,0.00093747705,0.22349188,0.0009374437,0.0009373944,0.0009374269,0.23521376,0.00093739945,0.00093741895
12217649,108,0,0.0013775375,0.0013774927,0.98622483,0.0013775133,0.0013774897,0.0013775117,0.0013774836,0.0013775098,0.0013775873,0.0013775355,0.0013775006
12415118,108,0,0.0011808791,0.0011807608,0.98819226,0.0011807956,0.0011807522,0.001180778,0.001180809,0.0011807682,0.0011807764,0.0011807701,0.0011808
12461557,108,0,0.002597906,0.002597739,0.9740215,0.002597857,0.0025976556,0.0025983993,0.002597719,0.0025979218,0.0025977318,0.0025978982,0.0025976966
12496124,108,0,0.0018943311,0.054915227,0.7804176,0.0018942449,0.0018943393,0.14951272,0.0018942025,0.0018942746,0.0018943307,0.0018943645,0.0018942944
12496132,108,0,0.0009471772,0.0009471142,0.80545133,0.00094715675,0.00094720116,0.06157457,0.00094718573,0.00094718294,0.00094713207,0.12539677,0.00094714976
12511612,108,0,0.0007975564,0.00079755386,0.99202454,0.0007975532,0.0007975325,0.0007975348,0.0007975522,0.0007975477,0.0007975597,0.00079756207,0.0007975374
12516859,108,0,0.001855565,0.0018555976,0.6815501,0.001855653,0.001855578,0.23055826,0.0018555981,0.0018556401,0.0018556669,0.073046714,0.0018555894
12516860,108,0,0.0018183803,0.0018183762,0.98181576,0.0018184374,0.0018183575,0.0018185483,0.0018183519,0.0018184449,0.0018183991,0.0018184924,0.0018183886
8908519,109,1,0.025624633,0.0013570319,0.0013572198,0.0013571096,0.0013570655,0.91893244,0.0013570652,0.044586405,0.0013570338,0.0013570605,0.0013570576
8940425,109,1,0.0010572602,0.0010574019,0.0010573333,0.20210999,0.0010572439,0.7883745,0.0010572261,0.0010572844,0.0010572396,0.001057227,0.0010572509
9149812,109,1,0.0011365386,0.0011365615,0.0011366208,0.0011365691,0.0011365473,0.8643043,0.0011366429,0.0011365738,0.0011365819,0.016566366,0.11003667
9666006,109,1,0.0023313346,0.0023316513,0.002331367,0.0023314664,0.0023315444,0.8325939,0.0023313356,0.14642324,0.0023313982,0.0023314168,0.0023313917
9676381,109,1,0.0013777012,0.0013778992,0.19661234,0.0013777126,0.075142846,0.7172227,0.0013777226,0.0013778248,0.0013776525,0.0013778565,0.0013777303
9836710,109,1,0.0026742665,0.0026742094,0.0026741205,0.002674168,0.002674182,0.7222932,0.0026741254,0.25363922,0.0026743303,0.0026741133,0.0026740797
9889212,109,1,0.000909397,0.08929206,0.06437794,0.0009093635,0.040425453,0.7288277,0.07162077,0.0009093464,0.00090933085,0.000909296,0.0009092972
10029323,109,1,0.0008659059,0.00086591754,0.0008660363,0.00086589355,0.0008658949,0.9913409,0.00086587714,0.0008658844,0.0008658917,0.0008658897,0.0008659001
10419204,109,1,0.0011656175,0.0011655742,0.0011656145,0.001165662,0.0011656209,0.98834383,0.0011656022,0.0011656389,0.0011656103,0.0011656506,0.0011655986
10440566,109,1,0.0016236128,0.0016236324,0.0016237258,0.0016236488,0.001623766,0.68388057,0.30150616,0.0016236026,0.0016235999,0.0016238636,0.0016237225
10457842,109,1,0.0014206172,0.0014206497,0.0014206802,0.0014207115,0.0014207574,0.9857933,0.0014206851,0.0014206422,0.0014206443,0.0014206124,0.0014206588
10574095,109,1,0.036983903,0.002331373,0.0023314776,0.0023314448,0.0023313484,0.9420336,0.0023313314,0.002331474,0.0023313598,0.0023313174,0.0023313616
10599890,109,1,0.0011962763,0.0011962588,0.0011963231,0.001196295,0.0011962863,0.9880371,0.0011962812,0.001196287,0.0011962792,0.0011962904,0.0011964185
