DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43
8042410,108,0,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.9082497,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.07832074,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696,0.00032756696
8132718,108,0,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.9896089,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137,0.00024741137
8707050,108,0,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.9831596,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971,0.000400971
9175625,108,0,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.12222827,0.30380607,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.42928454,0.00025842828,0.13460281,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828,0.00025842828
9245791,108,0,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.97876614,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774,0.0005055774
9346876,108,0,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.9877908,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052,0.0002907052
9352931,108,0,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.9880887,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147,0.0002836147
9591694,108,0,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.40896416,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.00027688273,0.5796842,0.00027688273
10051610,108,0,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.9772842,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813,0.00054085813
10087618,108,0,0.0007267931,0.12837075,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.14749424,0.07898239,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.27892056,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.33861396,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931,0.0007267931
