DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11
8042410,108,0,0.0012806642,0.0012807379,0.0012806816,0.65216833,0.055489592,0.001280714,0.28209668,0.0012807519,0.0012806203,0.0012806967,0.0012806462
8132718,108,0,0.00096724316,0.2843371,0.00096728274,0.0009672797,0.00096727087,0.00096727285,0.70695746,0.00096726563,0.0009672792,0.0009672828,0.0009672642
8707050,108,0,0.0015677164,0.0015677282,0.33151135,0.001567648,0.0015677642,0.0015677474,0.52001876,0.001567713,0.1359282,0.0015676955,0.0015676805
9175625,108,0,0.001010287,0.0010103625,0.0010103573,0.4784533,0.001010323,0.06923967,0.4442246,0.001010265,0.0010102993,0.0010103818,0.0010102976
9245791,108,0,0.001976572,0.0019765699,0.0019765405,0.0019765827,0.0019765396,0.0019764635,0.9802344,0.0019767557,0.00197649,0.0019765722,0.0019765836
9346876,108,0,0.001136575,0.0011365685,0.0011366521,0.0011366322,0.0011365947,0.5904111,0.13293763,0.0011365687,0.03464908,0.23404603,0.0011365709
9352931,108,0,0.0011088623,0.0011088821,0.0011088812,0.44118342,0.0011088575,0.0011088718,0.5488369,0.001108842,0.0011088366,0.001108891,0.00110882
9591694,108,0,0.0010824447,0.0010823773,0.0010823789,0.0010823879,0.001082365,0.2338484,0.7564102,0.0010824167,0.0010823804,0.0010823843,0.0010823911
10051610,108,0,0.0021145802,0.0021146564,0.0021148527,0.0021145723,0.002114498,0.002114647,0.36887795,0.0021148527,0.0021145386,0.61209035,0.0021145165
10087618,108,0,0.0028414938,0.0028418107,0.002841661,0.0028413187,0.0028413436,0.0028417269,0.620237,0.35418934,0.0028415457,0.0028413562,0.002841407
10100328,108,0,0.0012287158,0.0012287709,0.0012287523,0.39497936,0.0012287176,0.001228778,0.3967344,0.0012287538,0.0012287355,0.19845627,0.0012287595
10320929,108,0,0.0019766926,0.5440679,0.0019766407,0.001976734,0.001976629,0.0019768265,0.31749213,0.0019765997,0.0019766616,0.12262655,0.001976628
10531012,108,0,0.0009991421,0.0009991766,0.0009992361,0.0009991688,0.0009991705,0.0009992211,0.50597554,0.0009991426,0.11890444,0.36712664,0.0009991482
10700148,108,0,0.002674268,0.13199414,0.0026743803,0.0026743163,0.0026745002,0.002674452,0.6138891,0.0026742567,0.23272187,0.0026743945,0.0026743573
10806067,108,0,0.001057173,0.9894281,0.001057207,0.0010571928,0.0010571743,0.0010571936,0.0010573085,0.00105719,0.0010571828,0.0010572047,0.0010571709
