DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21
8042410,108,0,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.00067072676,0.9865854,0.00067072676,0.00067072676
8132718,108,0,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.9894172,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199,0.0005291199
8673465,108,0,0.0005350634,0.0005350634,0.989298,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634,0.0005350634
8707050,108,0,0.0008354669,0.0008354669,0.00083546696,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.98329073,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669,0.0008354669
9346876,108,0,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.9883844,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754,0.000580754
9352931,108,0,0.00058791565,0.00058791565,0.9882409,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565,0.00058791565
9591694,108,0,0.00054113974,0.00054113974,0.0005411398,0.98917645,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974,0.00054113974
10051610,108,0,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.37036055,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.0011075017,0.6085969,0.0011075017,0.0011075017
10087618,108,0,0.0014431762,0.0014431762,0.7786782,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.19390152,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762,0.0014431762
10100328,108,0,0.00069015694,0.00069015694,0.9861959,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694,0.00069015694
