DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53
8132718,108,0,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.9898849,0.00019452073,0.00019452073,0.00019452073,0.00019452073,0.00019452073
8673465,108,0,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.9892181,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451,0.0002073451
8707050,108,0,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.9830839,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464,0.00032531464
9175625,108,0,0.00022198544,0.00022198544,0.988457,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544,0.00022198544
9245791,108,0,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.98148745,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566,0.00035601566
9591694,108,0,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.0002007301,0.98956203,0.0002007301,0.0002007301,0.0002007301
10051610,108,0,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.00047171203,0.97547096,0.00047171203,0.00047171203
10087618,108,0,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.25966483,0.0005896659,0.0005896659,0.0005896659,0.092351176,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.19991219,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.30881444,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.11095394,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659,0.0005896659
10100328,108,0,0.9855716,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755,0.0002774755
10320929,108,0,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.97912425,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993,0.00040145993
