DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23
8042410,108,0,0.00061243883,0.00061243883,0.00061243883,0.41603675,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.00061243883,0.5711021,0.00061243883
8132718,108,0,0.00046257637,0.9626281,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.014603827,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.00046257637,0.01351617,0.00046257637,0.00046257637,0.00046257637
8707050,108,0,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.41081598,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.57344043,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755,0.00074968755
9175625,108,0,0.00048313403,0.00048313403,0.00048313403,0.88227814,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.107575715,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403,0.00048313403
9245791,108,0,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.06484311,0.0009452628,0.0009452628,0.9153059,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628,0.0009452628
9346876,108,0,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350076,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.98804283,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065,0.00054350065
9352931,108,0,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.9102816,0.0005302532,0.0005302532,0.07858272,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532,0.0005302532
9591694,108,0,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.26145247,0.00051764096,0.00051764096,0.2200504,0.00051764096,0.00051764096,0.00051764096,0.5081441,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096,0.00051764096
10051610,108,0,0.0010112589,0.17868252,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.11510333,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.0010112589,0.6859889,0.0010112589,0.0010112589,0.0010112589
10087618,108,0,0.0013588592,0.3565956,0.0013588592,0.0013588592,0.0013588592,0.0926486,0.0013588592,0.0013588592,0.27120996,0.0013588592,0.0013588592,0.0013588592,0.0013588592,0.0013588592,0.0013588592,0.20542796,0.0013588592,0.0013588592,0.0013588592,0.0013588592,0.0013588592,0.0013588592,0.04965855
10100328,108,0,0.00058760424,0.00058760424,0.00058760424,0.6159678,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.058693096,0.31358656,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424,0.00058760424
10320929,108,0,0.0009452228,0.9792043,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228,0.0009452228
10531012,108,0,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.24093685,0.74902856,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875,0.00047782875
10700148,108,0,0.0012789357,0.07896247,0.0012789357,0.0012789357,0.0012789357,0.0012789357,0.17987648,0.0012789357,0.3920629,0.1582334,0.037178066,0.09087741,0.0012789357,0.0012789357,0.0012789357,0.0012789357,0.0012789357,0.0012789357,0.04234589,0.0012789357,0.0012789357,0.0012789357,0.0012789357
10806067,108,0,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.98887676,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937,0.0005055937
10946305,108,0,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.98431784,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169,0.0007128169
