DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3
8042410,108,0,0.0055761575,0.4314547,0.56296915
8132718,108,0,0.0041943262,0.004429969,0.9913757
8673465,108,0,0.004038351,0.0040650996,0.9918965
8707050,108,0,0.0068398723,0.0067867236,0.9863734
9346876,108,0,0.00455356,0.0047195065,0.99072695
9352931,108,0,0.0044959066,0.0047544516,0.9907496
9591694,108,0,0.004174137,0.0040041488,0.99182165
10051610,108,0,0.00875745,0.009032775,0.98220974
10087618,108,0,0.011036119,0.010372256,0.9785917
10100328,108,0,0.0052701966,0.0058429083,0.98888695
10320929,108,0,0.0077810595,0.007887077,0.9843319
10531012,108,0,0.004044149,0.0054363008,0.9905196
10725388,108,0,0.0044005737,0.0042617684,0.9913377
10806067,108,0,0.004570095,0.004784015,0.99064595
10946305,108,0,0.0074790413,0.28995112,0.70256984
10969025,108,0,0.005454776,0.22461171,0.7699335
11950889,108,0,0.0035471793,0.0037750117,0.9926778
12217649,108,0,0.0056477855,0.006081293,0.98827094
12297500,108,0,0.0046375683,0.004405173,0.9909572
12415118,108,0,0.005337155,0.0050337096,0.98962915
12417022,108,0,0.0064453697,0.007498281,0.9860564
12461557,108,0,0.010602339,0.010951967,0.9784457
12511612,108,0,0.0038541404,0.044793405,0.9513524
12516859,108,0,0.0072464114,0.0079434365,0.9848101
8908519,109,1,0.005242546,0.005411741,0.9893457
8940425,109,1,0.004437047,0.0044749756,0.991088
9149812,109,1,0.0043786336,0.004580567,0.99104077
9187765,109,1,0.010423036,0.009772905,0.97980404
9666006,109,1,0.009342056,0.009301085,0.9813569
9836710,109,1,0.01163241,0.3360539,0.6523137
10029323,109,1,0.0035456414,0.00339095,0.9930634
10084106,109,1,0.0054818555,0.0046750517,0.9898431
10224010,109,1,0.006946408,0.18393667,0.80911696
10419204,109,1,0.004604083,0.004538263,0.99085766
10440566,109,1,0.008602452,0.0072934474,0.9841041
10457842,109,1,0.005978095,0.005540483,0.98848146
10574095,109,1,0.009375122,0.00919417,0.9814307
10599890,109,1,0.0050742044,0.0047041224,0.9902216
10713370,109,1,0.005170771,0.004917551,0.9899117
10742226,109,1,0.003159478,0.00323157,0.99360895
10769755,109,1,0.005433756,0.0054315897,0.9891346
10877778,109,1,0.004410489,0.004713293,0.9908762
10966441,109,1,0.005984476,0.0058721565,0.9881434
12144770,109,1,0.00554008,0.005438766,0.9890212
12211279,109,1,0.0028472994,0.0030171834,0.99413556
12218656,109,1,0.18819025,0.0064873653,0.8053224
12374402,109,1,0.0052316724,0.005777477,0.9889909
12454166,109,1,0.23614594,0.004631426,0.7592226
1669719,111,2,0.9878586,0.0060086125,0.0061327876
7774117,111,2,0.99311477,0.003449001,0.003436285
7913756,111,2,0.993351,0.0033357423,0.003313315
7936296,111,2,0.9345705,0.007725868,0.0577036
7991124,111,2,0.9896141,0.005184495,0.0052013705
8137126,111,2,0.8910457,0.0059254183,0.10302891
8137132,111,2,0.9924427,0.0038471327,0.0037101514
8618678,111,2,0.9814901,0.009551619,0.008958266
8657630,111,2,0.9174337,0.009709984,0.07285628
8682199,111,2,0.99218196,0.0039903014,0.0038277132
8707291,111,2,0.9936378,0.0032075734,0.0031546445
8797471,111,2,0.98955184,0.0052508973,0.005197273
8797472,111,2,0.98473334,0.008695524,0.006571113
8841969,111,2,0.9895424,0.005125967,0.005331657
9128415,111,2,0.9936525,0.0031495357,0.0031979277
9239743,111,2,0.98933357,0.0054849247,0.005181503
9263413,111,2,0.9672048,0.016288772,0.016506385
9629853,111,2,0.9845861,0.007766221,0.00764766
9681800,111,2,0.9897064,0.0054663266,0.0048273336
9789072,111,2,0.9916177,0.004047817,0.004334524
9864731,111,2,0.99036396,0.0048601297,0.0047758585
10360778,111,2,0.98059946,0.009946534,0.009453991
10412591,111,2,0.99025553,0.0050421148,0.0047022845
10932276,111,2,0.9934897,0.003322853,0.0031874648
7866403,114,3,0.3527696,0.6423676,0.0048627737
7903889,114,3,0.5203031,0.47233006,0.007366882
8111410,114,3,0.1960897,0.7993094,0.0046009724
8118461,114,3,0.8322153,0.16165762,0.0061270865
8522331,114,3,0.4317974,0.5644656,0.0037369938
8537055,114,3,0.061195802,0.76242197,0.17638227
8616874,114,3,0.004727015,0.87312675,0.122146256
9012588,114,3,0.19325723,0.8021644,0.004578392
9140167,114,3,0.25411394,0.7398214,0.0060646785
9196022,114,3,0.21025191,0.7139041,0.075844064
9220497,114,3,0.0035507511,0.9929179,0.0035312776
9399850,114,3,0.39784482,0.41886115,0.183294
9566701,114,3,0.21760932,0.77706015,0.0053304434
9869603,114,3,0.3820563,0.61469245,0.003251259
10213492,114,3,0.18595809,0.810271,0.0037708934
10339655,114,3,0.0066863145,0.9865959,0.006717779
10526234,114,3,0.006609336,0.6976687,0.295722
10717531,114,3,0.22908588,0.5896526,0.18126157
10851078,114,3,0.006165144,0.92513436,0.0687005
10920985,114,3,0.27995002,0.7145257,0.0055243257
10921028,114,3,0.3054189,0.6468856,0.04769553
10936679,114,3,0.2385113,0.7557183,0.005770393
11040191,114,3,0.004598297,0.99162894,0.0037727205
12059991,114,3,0.007463189,0.56311846,0.42941836
7529048,116,4,0.01631876,0.9677634,0.015917826
8286193,116,4,0.005625164,0.9885873,0.005787484
8607861,116,4,0.0058164992,0.9882151,0.0059684166
8665514,116,4,0.0037733205,0.99214554,0.004081182
8710868,116,4,0.004591197,0.9889536,0.006455244
9056422,116,4,0.0044834525,0.99149585,0.004020711
9205064,116,4,0.0034251628,0.99244976,0.004125052
9342439,116,4,0.0043930174,0.9913471,0.0042598555
9394418,116,4,0.0039056973,0.99258107,0.0035132112
9413807,116,4,0.0032729409,0.94843906,0.04828806
9516080,116,4,0.0033937306,0.99303806,0.0035681354
9545345,116,4,0.0038039892,0.99212164,0.0040743416
9699666,116,4,0.003923646,0.9920563,0.004020082
9815544,116,4,0.0029865361,0.9938885,0.0031249619
9815941,116,4,0.0046071135,0.9901621,0.005230799
10026153,116,4,0.005475664,0.9164346,0.07808978
10401676,116,4,0.0038871376,0.9919459,0.004166903
10430101,116,4,0.0032358868,0.99279517,0.003969015
10435587,116,4,0.004980782,0.9897942,0.005224985
10438568,116,4,0.006001289,0.85084206,0.14315669
10459850,116,4,0.0035053734,0.9656552,0.030839367
10766344,116,4,0.004010159,0.991987,0.004002825
10791772,116,4,0.0036370875,0.9924929,0.003869997
11005099,116,4,0.0050004004,0.8636353,0.13136438
7585009,117,5,0.991432,0.0042756144,0.0042924113
8058160,117,5,0.98797053,0.006075805,0.0059536756
8075646,117,5,0.98917866,0.0054226276,0.0053986926
8309588,117,5,0.9879847,0.0060957177,0.0059195906
8740984,117,5,0.9910479,0.0045179045,0.0044341953
8859062,117,5,0.9936289,0.003144781,0.003226326
9017530,117,5,0.98556954,0.007346857,0.007083636
9067471,117,5,0.7954962,0.19842108,0.0060826573
9129722,117,5,0.9583129,0.0037166504,0.037970398
9218507,117,5,0.6631121,0.11013763,0.22675027
9265639,117,5,0.7235016,0.0031254606,0.27337292
9369084,117,5,0.995701,0.0021867526,0.002112239
9436725,117,5,0.9932142,0.0034002482,0.0033855187
9700658,117,5,0.7330117,0.13927412,0.12771413
9721442,117,5,0.83749473,0.08355852,0.07894676
9876967,117,5,0.9289257,0.006954088,0.06412024
10027417,117,5,0.83520776,0.0028051785,0.16198714
10213152,117,5,0.8612846,0.004260946,0.13445438
10431657,117,5,0.86430025,0.1290817,0.0066179996
10507547,117,5,0.77909744,0.005106286,0.21579626
10679292,117,5,0.84724474,0.0090009775,0.1437543
10935434,117,5,0.9923751,0.0037941188,0.0038308646
10936886,117,5,0.7852282,0.20530948,0.00946236
12419536,117,5,0.9896471,0.005458176,0.0048948242
7587891,120,6,0.0071152877,0.984227,0.008657737
7805557,120,6,0.0049580797,0.9899696,0.005072252
7907945,120,6,0.0031732102,0.99370426,0.0031225095
7928630,120,6,0.012606831,0.9823584,0.0050347787
8058309,120,6,0.0046584946,0.9904518,0.004889622
8293386,120,6,0.009259329,0.9853395,0.0054011326
8569178,120,6,0.073243335,0.9232997,0.0034569805
8618340,120,6,0.005209483,0.7461931,0.24859732
8697991,120,6,0.0048571457,0.9904091,0.004733766
8924224,120,6,0.0045088814,0.9911721,0.004319131
8956779,120,6,0.21047592,0.71371734,0.07580673
9094461,120,6,0.006898472,0.984423,0.008678569
9194030,120,6,0.0037019001,0.99283165,0.0034664976
9570214,120,6,0.0035245367,0.9929358,0.0035396714
9594287,120,6,0.005660633,0.988671,0.005668357
9658316,120,6,0.0052475296,0.98976994,0.004982498
9925751,120,6,0.004097068,0.9904779,0.005425019
10036998,120,6,0.0055314577,0.9873694,0.0070991227
10332871,120,6,0.004729567,0.9226869,0.07258356
10399167,120,6,0.004301249,0.99165887,0.004039939
10631462,120,6,0.033850044,0.9629852,0.0031647272
10837140,120,6,0.00859428,0.559571,0.4318347
10872665,120,6,0.002963346,0.9941177,0.0029189656
10928103,120,6,0.0072850506,0.98515964,0.0075552315
9190890,126,7,0.0052243047,0.7769517,0.21782401
9679979,126,7,0.005915336,0.9898563,0.0042283917
10195885,126,7,0.0028781109,0.9935279,0.0035939824
10200459,126,7,0.0050489344,0.9896274,0.0053236615
10334192,126,7,0.004591036,0.98951685,0.0058921822
10340750,126,7,0.07513146,0.6416846,0.28318393
10354018,126,7,0.007914333,0.98336047,0.008725281
10410876,126,7,0.0051224437,0.98943615,0.005441333
10557106,126,7,0.005990695,0.98617405,0.007835298
10572598,126,7,0.0072304592,0.9865534,0.0062161665
10618704,126,7,0.0048507173,0.989805,0.0053442605
10632361,126,7,0.0040613487,0.68913347,0.30680522
