DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
8042410,108,0,0.0016851778,0.0016843214,0.41347477,0.0016853239,0.21248728,0.29306915,0.0016855209,0.07254348,0.0016849608
8132718,108,0,0.0011832631,0.13232774,0.48407406,0.0011830158,0.0011828716,0.0011827055,0.37650034,0.0011831266,0.0011828188
8673465,108,0,0.0012636447,0.0012631349,0.9739956,0.017161097,0.0012632792,0.001263315,0.0012634689,0.0012630915,0.0012633123
8707050,108,0,0.0019166517,0.0019176161,0.98466504,0.001916804,0.001917697,0.0019164501,0.0019165322,0.0019163043,0.0019169181
9175625,108,0,0.34188762,0.0012634181,0.6021044,0.0012630699,0.0012634087,0.0012629925,0.0012635862,0.04842788,0.0012635571
9245791,108,0,0.0025271282,0.0025260628,0.63723403,0.0025267515,0.0025258907,0.0025289638,0.0025270907,0.0025279582,0.34507608
9346876,108,0,0.0013081693,0.0013077975,0.98953784,0.0013076464,0.0013074208,0.0013078469,0.0013077693,0.001307694,0.0013078297
9352931,108,0,0.0014069882,0.0014070054,0.9887431,0.0014073168,0.0014071927,0.0014071702,0.001407152,0.0014069853,0.0014071225
9591694,108,0,0.09918548,0.0011956389,0.8924478,0.0011952164,0.0011950438,0.0011950721,0.0011951992,0.0011953372,0.0011951777
10100328,108,0,0.0015655677,0.0015660443,0.98747236,0.0015655746,0.0015661536,0.0015655155,0.0015667846,0.0015656861,0.0015664326
10531012,108,0,0.0012352439,0.0012349007,0.9901203,0.0012348851,0.0012348808,0.0012348458,0.0012350145,0.0012350639,0.0012349426
10700148,108,0,0.0033699388,0.0033689484,0.8980143,0.003368392,0.07840424,0.0033679004,0.0033682485,0.003369237,0.0033688114
10725388,108,0,0.0012089101,0.04349295,0.7135134,0.0012081907,0.0012081063,0.0012083472,0.0012089566,0.0012084843,0.23574275
10969025,108,0,0.0015882713,0.0015876616,0.0015885368,0.0015877367,0.0015881397,0.0015876429,0.98729646,0.0015876592,0.0015878327
12217649,108,0,0.0016847965,0.001684152,0.8079448,0.001683864,0.0016838944,0.0016841778,0.0016849125,0.0016847502,0.18026462
12297500,108,0,0.0011701962,0.0011702703,0.9906382,0.0011701434,0.0011700891,0.0011704512,0.0011702733,0.0011699797,0.0011704059
12415118,108,0,0.0014443289,0.001444356,0.988449,0.00144363,0.0014434523,0.0014436904,0.0014440602,0.0014437177,0.0014437748
12417022,108,0,0.001659229,0.0016594089,0.5415285,0.001659286,0.0016593485,0.0016593058,0.44685596,0.0016594923,0.0016593748
12461557,108,0,0.10645665,0.003175851,0.87131155,0.0031761883,0.0031753834,0.0031752777,0.0031762696,0.0031772258,0.0031755853
12496124,108,0,0.117788516,0.0021799917,0.8141288,0.05500338,0.0021792667,0.0021793104,0.0021808837,0.0021796306,0.0021802885
12496132,108,0,0.0010691903,0.0010686,0.9914502,0.0010687375,0.0010685973,0.0010685982,0.0010687432,0.0010687176,0.0010687447
12511612,108,0,0.000992819,0.0009925499,0.5530118,0.0009924121,0.0009924768,0.0009926647,0.0009928204,0.0009929056,0.4400396
12516859,108,0,0.18990669,0.0023156912,0.7938792,0.0023162705,0.0023180766,0.0023152977,0.0023170584,0.002315797,0.0023157673
12516860,108,0,0.0022249322,0.0022234013,0.76769215,0.0022233042,0.0022232437,0.0022230563,0.0022236165,0.21674259,0.002223615
9149812,109,1,0.79840994,0.08462231,0.027853727,0.001372389,0.027599797,0.0013724776,0.0013722994,0.0013722491,0.05602478
9187765,109,1,0.6802288,0.059593774,0.0030055733,0.07586688,0.0030036431,0.0030050061,0.16928841,0.0030037828,0.0030041665
9666006,109,1,0.9766037,0.0029244262,0.0029246504,0.002924627,0.0029241436,0.0029246798,0.0029246262,0.0029245939,0.0029245005
