DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6
8042410,108,0,0.0023771084,0.26104948,0.7294554,0.0023795057,0.0023718574,0.0023666508
8132718,108,0,0.0018639475,0.45227084,0.54024017,0.0018749734,0.0018715943,0.0018785272
8673465,108,0,0.0018921556,0.0018878037,0.99057627,0.0018795796,0.0018830681,0.001881172
8707050,108,0,0.0029522525,0.0029573364,0.7806605,0.0029408892,0.101438865,0.109050155
9346876,108,0,0.0020587305,0.21762723,0.6866401,0.0020541593,0.089568764,0.002051092
9352931,108,0,0.0020674162,0.002073444,0.989641,0.0020723757,0.0020791234,0.0020667254
9591694,108,0,0.0019058643,0.00190193,0.87028235,0.12209364,0.0019033992,0.0019128268
10051610,108,0,0.0039424356,0.0039116447,0.9804315,0.0038956164,0.0039148177,0.0039040325
10087618,108,0,0.005084158,0.0050620222,0.9746516,0.0050687385,0.0050675883,0.005065899
10100328,108,0,0.0024357485,0.08775582,0.90251786,0.002431325,0.0024284048,0.0024308534
10320929,108,0,0.0035830147,0.0035770335,0.5939961,0.3916973,0.0035765895,0.0035698998
10531012,108,0,0.001947525,0.094473995,0.8977409,0.001943475,0.0019487189,0.001945416
10725388,108,0,0.0018499049,0.001857436,0.6422144,0.0018436562,0.35038635,0.0018481844
10806067,108,0,0.002102377,0.0021052484,0.7622924,0.0021008977,0.22930348,0.0020956506
10946305,108,0,0.0028046428,0.25107157,0.49538028,0.0027989536,0.0028010183,0.24514352
10969025,108,0,0.0025337643,0.0025595464,0.609979,0.0025351662,0.0025592926,0.37983325
11950889,108,0,0.001589271,0.0015937015,0.5358129,0.0015836392,0.45783368,0.001586786
12217649,108,0,0.0026580107,0.002681136,0.8612021,0.0026633665,0.12813044,0.0026649798
12297500,108,0,0.0018364344,0.0018310446,0.60439014,0.0018212376,0.3882948,0.0018263346
12415118,108,0,0.0023071286,0.0023050245,0.6824641,0.30831647,0.0023014552,0.002305748
12417022,108,0,0.002710878,0.14649975,0.8426603,0.0027069757,0.0027099245,0.0027121592
12461557,108,0,0.0049580615,0.004954231,0.97530526,0.0049239793,0.0049377307,0.004920765
12511612,108,0,0.0017514474,0.3058187,0.68716425,0.0017549358,0.0017606039,0.0017500402
12516859,108,0,0.003421647,0.00342191,0.98290974,0.0034122423,0.003416804,0.0034176938
8908519,109,1,0.0024584555,0.002463778,0.9876934,0.0024648914,0.0024579368,0.0024615668
8940425,109,1,0.0019641474,0.0019739647,0.99015,0.0019669293,0.001969745,0.0019752465
9149812,109,1,0.0020433753,0.0020530191,0.84803456,0.0020556927,0.14376748,0.0020458552
9187765,109,1,0.0047920696,0.0047726696,0.97610646,0.0047706948,0.004776312,0.004781797
9666006,109,1,0.0044050994,0.004399435,0.977999,0.004411089,0.004395328,0.004390113
9836710,109,1,0.0052571427,0.44042447,0.53860265,0.0052422103,0.005245358,0.005228229
10029323,109,1,0.0016259012,0.0016245974,0.8757099,0.0016220378,0.11778419,0.0016334102
10084106,109,1,0.002262557,0.0022589867,0.8726552,0.0022554377,0.063107766,0.057460036
10224010,109,1,0.0032764517,0.0033163645,0.65304404,0.0033062196,0.3337666,0.0032902746
10419204,109,1,0.002091307,0.0020909125,0.98954177,0.0020896462,0.0020927137,0.0020936262
10440566,109,1,0.003408073,0.0034174863,0.826531,0.003411985,0.061860014,0.10137148
10457842,109,1,0.0026250954,0.0026147233,0.7181791,0.14496505,0.10369157,0.027924418
10574095,109,1,0.0042881174,0.004305233,0.8773764,0.0043006614,0.0042980285,0.10543155
10599890,109,1,0.002204927,0.0022077032,0.82018477,0.0022042505,0.17097317,0.0022251036
10713370,109,1,0.002168638,0.002162022,0.7568316,0.002169044,0.23449843,0.002170305
10742226,109,1,0.0014528787,0.0014594949,0.8502531,0.0014627023,0.14390856,0.0014632425
10769755,109,1,0.0023538445,0.0023848836,0.8120753,0.0023581749,0.17843871,0.0023889863
10877778,109,1,0.00211435,0.002123133,0.98941123,0.0021183384,0.0021169907,0.0021161223
10966441,109,1,0.002784412,0.0027851819,0.986061,0.0027906953,0.0027939256,0.0027847935
12144770,109,1,0.0025370324,0.0025370808,0.8283066,0.002545646,0.16153874,0.0025348894
12211279,109,1,0.001373667,0.0013745729,0.9931294,0.0013754857,0.0013772844,0.0013696944
12218656,109,1,0.003045236,0.0030427086,0.6502256,0.0030374338,0.11128271,0.22936635
12374402,109,1,0.002456537,0.0024832974,0.8030476,0.18707417,0.0024687524,0.002469689
12454166,109,1,0.0019083172,0.0019125938,0.7412042,0.09931964,0.0019056563,0.15374964
1669719,111,2,0.98582417,0.0028315568,0.0028331515,0.0028336742,0.0028410845,0.002836385
7774117,111,2,0.99171233,0.0016546665,0.0016537498,0.001660101,0.0016569849,0.0016621765
7913756,111,2,0.9920299,0.0015918671,0.0015910158,0.0015944588,0.0015925938,0.0016002078
7936296,111,2,0.0032959958,0.003293142,0.0033190462,0.0032949334,0.0032881657,0.9835087
7991124,111,2,0.19796754,0.002459431,0.002461586,0.002474149,0.002467884,0.7921694
8137126,111,2,0.7792648,0.0027478985,0.002768244,0.0027463143,0.20970759,0.0027651377
8137132,111,2,0.5178452,0.0015259366,0.08840674,0.0015141581,0.15085563,0.23985232
8618678,111,2,0.004211407,0.004197396,0.0041787135,0.36863756,0.6145519,0.0042229877
8657630,111,2,0.5911794,0.0046423245,0.0046570585,0.0046862382,0.29354447,0.10129057
8682199,111,2,0.6044597,0.0017022562,0.0016983901,0.0016980943,0.38873795,0.0017035842
8707291,111,2,0.22986248,0.0014456082,0.0014455557,0.0014563588,0.001446781,0.7643432
8797471,111,2,0.0025007066,0.0024911894,0.002491908,0.9875132,0.0024981915,0.002504816
8797472,111,2,0.26622766,0.00306299,0.0030447121,0.5246351,0.003062625,0.19996688
8841969,111,2,0.98817796,0.002358229,0.0023575332,0.002368768,0.0023623065,0.002375282
9128415,111,2,0.55744064,0.0014319473,0.001436763,0.0014335053,0.02281252,0.4154447
9239743,111,2,0.98798,0.002406575,0.0023982623,0.0024026262,0.0024023566,0.002410042
9263413,111,2,0.6565455,0.007598103,0.0075820265,0.0075822677,0.007610266,0.3130818
9629853,111,2,0.16498324,0.0037135638,0.0037108082,0.0037379758,0.0037343483,0.8201201
9681800,111,2,0.21135585,0.002240675,0.0022353118,0.0022500495,0.0022440343,0.77967405
9789072,111,2,0.2877163,0.0018819695,0.0018833248,0.17880948,0.0018864707,0.52782243
9864731,111,2,0.115037836,0.0022908382,0.0022898589,0.0023224594,0.0023008424,0.87575823
10360778,111,2,0.83945894,0.0046471963,0.004643996,0.004670417,0.0046856967,0.14189374
10412591,111,2,0.5394754,0.002102331,0.0020990244,0.0021008037,0.0021075467,0.45211488
10932276,111,2,0.32987782,0.0014744867,0.0014704332,0.0014768445,0.07886858,0.5868318
7866403,114,3,0.0022927301,0.0022989884,0.0022935662,0.0022973819,0.98850554,0.0023117845
7903889,114,3,0.003294161,0.0032884285,0.0032783647,0.0033107095,0.9835209,0.0033074918
8111410,114,3,0.0020431024,0.0020495078,0.0020417694,0.0020446726,0.98977685,0.0020441003
8118461,114,3,0.0018385348,0.0018367348,0.0018502363,0.0018584224,0.9907665,0.001849542
8522331,114,3,0.0017618753,0.0017640321,0.0017608373,0.32324448,0.6697004,0.0017684215
8537055,114,3,0.0022970934,0.20817745,0.22696172,0.0022961597,0.5579699,0.0022976955
8616874,114,3,0.0017869036,0.31519088,0.0017887157,0.29220062,0.38724798,0.0017848554
9012588,114,3,0.09607089,0.038971286,0.0020884979,0.0021004886,0.8586739,0.0020949657
9140167,114,3,0.0026693658,0.2002565,0.0026624785,0.115562804,0.67618203,0.0026667356
