DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4
8042410,108,0,0.0037388827,0.39283496,0.5995977,0.00382854
8132718,108,0,0.0029592528,0.0030780772,0.991063,0.0028996223
8673465,108,0,0.0028904225,0.0029096545,0.9913105,0.0028894343
8707050,108,0,0.004670289,0.0046486985,0.9861192,0.0045618215
9346876,108,0,0.0031726498,0.003231687,0.9904142,0.003181434
9352931,108,0,0.0031836536,0.0032328903,0.9903092,0.003274227
9591694,108,0,0.002917173,0.002908021,0.9911992,0.0029756553
10051610,108,0,0.006010526,0.0061760726,0.9816571,0.006156291
10087618,108,0,0.007914711,0.0076891296,0.9766936,0.0077025425
10100328,108,0,0.0037631511,0.00395132,0.9885312,0.003754279
10320929,108,0,0.0055201305,0.0055968887,0.9833843,0.0054986468
10531012,108,0,0.002958456,0.0032321373,0.9908488,0.0029606877
10725388,108,0,0.0029598444,0.0029258882,0.9912407,0.0028735322
10806067,108,0,0.0032278742,0.003309302,0.99021864,0.0032441365
10946305,108,0,0.004485251,0.28343144,0.65144384,0.060639553
10969025,108,0,0.003929462,0.2522234,0.7399612,0.0038858973
11950889,108,0,0.0024859137,0.0025344756,0.99254304,0.0024365198
12217649,108,0,0.0040812967,0.004215855,0.9876463,0.0040566153
12297500,108,0,0.002962893,0.0029448438,0.9911884,0.0029038354
12415118,108,0,0.00404845,0.0035687857,0.9887197,0.0036630316
12417022,108,0,0.0043669613,0.10439289,0.88704276,0.0041973586
12461557,108,0,0.007553272,0.0076975515,0.97717375,0.0075755506
12511612,108,0,0.0027334061,0.08742472,0.9071442,0.0026977342
12516859,108,0,0.005255803,0.005402827,0.98409104,0.005250328
8908519,109,1,0.0037905725,0.0038614667,0.9885914,0.0037566014
8940425,109,1,0.0030692383,0.0030904955,0.99076885,0.0030714583
9149812,109,1,0.0031277677,0.0032252579,0.9905061,0.003140825
9187765,109,1,0.0075292583,0.00721975,0.9780173,0.007233687
9666006,109,1,0.006818852,0.006747636,0.97976476,0.006668758
9836710,109,1,0.008211331,0.3639128,0.6198628,0.008013094
10029323,109,1,0.002519493,0.0024773302,0.9925123,0.0024909235
10084106,109,1,0.0036099693,0.00343446,0.9894083,0.0035473078
10224010,109,1,0.005002938,0.2180884,0.7717443,0.0051643415
10419204,109,1,0.003233588,0.0032247922,0.9902829,0.0032586607
10440566,109,1,0.005373878,0.0052430695,0.983887,0.00549607
10457842,109,1,0.0040421966,0.0040032337,0.9877655,0.0041890666
10574095,109,1,0.0066591017,0.0065912623,0.9801122,0.00663743
10599890,109,1,0.003461275,0.0033864689,0.98970973,0.0034425098
10713370,109,1,0.0034423773,0.003392955,0.98981065,0.0033540195
10742226,109,1,0.0022374145,0.0022647418,0.99323756,0.0022603243
10769755,109,1,0.0036857487,0.0037279935,0.98886025,0.0037259872
10877778,109,1,0.003212972,0.003307291,0.9902461,0.003233696
10966441,109,1,0.0042736665,0.004266821,0.98716086,0.0042987186
12144770,109,1,0.003945982,0.0039091352,0.9882492,0.0038957007
12211279,109,1,0.0020838378,0.0021343238,0.993693,0.0020888236
12218656,109,1,0.16712578,0.004671872,0.8233541,0.004848187
12374402,109,1,0.0037954657,0.003930456,0.9885312,0.0037429251
12454166,109,1,0.22179097,0.0030421286,0.7721097,0.0030572522
1669719,111,2,0.98703665,0.004316574,0.0043338942,0.004312931
7774117,111,2,0.99243104,0.002515589,0.00250858,0.002544784
7913756,111,2,0.9927165,0.0024236639,0.0024155676,0.0024442617
7936296,111,2,0.984259,0.005170242,0.005295794,0.0052749794
7991124,111,2,0.9885457,0.0037496893,0.0037867227,0.003917894
8137126,111,2,0.90699637,0.004215889,0.08458184,0.004205918
8137132,111,2,0.9927861,0.002443829,0.0023985906,0.0023715142
8618678,111,2,0.5977405,0.0065813255,0.006417766,0.3892605
8657630,111,2,0.8952022,0.0070694443,0.09049177,0.0072365194
8682199,111,2,0.9920837,0.002632989,0.0026305406,0.0026527892
8707291,111,2,0.99320596,0.0022351516,0.0022395765,0.0023193087
8797471,111,2,0.37855098,0.0038061333,0.003802993,0.61384
8797472,111,2,0.9853896,0.004903291,0.0046908245,0.005016362
8841969,111,2,0.9891127,0.003615158,0.0036469125,0.0036253142
9128415,111,2,0.993341,0.0022124492,0.002220062,0.002226429
9239743,111,2,0.98879164,0.0038187355,0.0036797372,0.0037099347
9263413,111,2,0.96506715,0.011610128,0.011616012,0.011706606
9629853,111,2,0.48408222,0.005657975,0.0056368364,0.50462306
9681800,111,2,0.80239755,0.0035713497,0.0034558764,0.19057526
9789072,111,2,0.75676984,0.0029067541,0.0029395032,0.23738393
9864731,111,2,0.7653492,0.003514558,0.0034908361,0.2276454
10360778,111,2,0.9785096,0.007100637,0.0070410105,0.0073487535
10412591,111,2,0.9900982,0.0033432415,0.0032787772,0.0032798105
10932276,111,2,0.9930641,0.002283829,0.0022704822,0.0023815692
7866403,114,3,0.003584419,0.035857122,0.0035400654,0.9570184
7903889,114,3,0.1116719,0.005277944,0.005099849,0.8779503
8111410,114,3,0.0031842988,0.28613263,0.0032679297,0.7074151
8118461,114,3,0.0028492997,0.0027931095,0.0029193666,0.99143827
8522331,114,3,0.002758811,0.0027860797,0.0027191462,0.991736
8537055,114,3,0.0036477637,0.34633642,0.23964825,0.4103676
8616874,114,3,0.002797205,0.47612634,0.002929177,0.51814723
9012588,114,3,0.003349937,0.3502264,0.0032710559,0.6431526
9140167,114,3,0.03775335,0.2951161,0.0041665067,0.662964
9196022,114,3,0.0048127635,0.40084496,0.067537054,0.5268052
9220497,114,3,0.0023994583,0.64988697,0.002475286,0.34523836
9399850,114,3,0.01594528,0.17170197,0.01649734,0.79585534
9566701,114,3,0.0038191227,0.15507327,0.003792583,0.837315
9869603,114,3,0.0023110814,0.2974876,0.0023007116,0.6979006
10213492,114,3,0.0026600473,0.15541263,0.002672838,0.8392545
10339655,114,3,0.00488793,0.7933433,0.0048553003,0.19691344
10526234,114,3,0.0039506387,0.28710175,0.22775476,0.48119286
10717531,114,3,0.0035594793,0.13431974,0.2177759,0.64434487
10851078,114,3,0.0040678834,0.67088634,0.06560563,0.25944015
10920985,114,3,0.0041018883,0.27794564,0.004024367,0.7139281
10921028,114,3,0.0024325098,0.10944663,0.0025654277,0.88555545
10936679,114,3,0.0041994546,0.1352939,0.0041812565,0.8563254
11040191,114,3,0.0027231427,0.7827875,0.0026806188,0.2118087
12059991,114,3,0.0052487995,0.43908867,0.4150897,0.14057276
7529048,116,4,0.011386703,0.9654649,0.011246576,0.011901759
8286193,116,4,0.0041216314,0.9876394,0.0041438662,0.004095056
8607861,116,4,0.0041430914,0.9876595,0.0041396334,0.004057716
8665514,116,4,0.0027034741,0.99187225,0.0027475418,0.002676744
8710868,116,4,0.003291265,0.98984766,0.0035427045,0.0033184164
9056422,116,4,0.0028345298,0.9916399,0.0027579828,0.0027676213
9205064,116,4,0.0024139723,0.99262345,0.0025152846,0.0024473285
9342439,116,4,0.0031694206,0.99063057,0.0031037484,0.0030962618
9394418,116,4,0.002513206,0.9924864,0.0024583582,0.0025420135
9413807,116,4,0.0023814454,0.9544671,0.04071655,0.0024348744
9516080,116,4,0.0024467574,0.99263114,0.002483283,0.0024388246
9545345,116,4,0.0027472465,0.99168044,0.0028138242,0.0027585335
9699666,116,4,0.002810018,0.99151236,0.002846633,0.0028310188
9815544,116,4,0.0021317156,0.99358374,0.002161389,0.0021232038
9815941,116,4,0.0033491536,0.98985326,0.0034644133,0.003333215
10026153,116,4,0.003918644,0.9423638,0.04980082,0.003916804
10401676,116,4,0.002830203,0.9914412,0.002894962,0.0028335976
10430101,116,4,0.0023673077,0.9927964,0.0024909289,0.0023453943
10435587,116,4,0.0033948494,0.8447773,0.0035066265,0.1483213
10438568,116,4,0.004299751,0.98678154,0.004628715,0.0042900266
10459850,116,4,0.002486498,0.9640235,0.030899925,0.0025901587
10766344,116,4,0.0028321506,0.9915463,0.002824611,0.0027969852
10791772,116,4,0.0025755507,0.9922095,0.0026241804,0.002590767
11005099,116,4,0.0033865755,0.8680999,0.12504525,0.0034682024
7585009,117,5,0.99051917,0.0030965053,0.0031118065,0.0032725066
8058160,117,5,0.6811943,0.0043243985,0.004284969,0.31019634
8075646,117,5,0.98821485,0.0038420425,0.0038274657,0.0041154637
8309588,117,5,0.004548755,0.0044072974,0.00431404,0.9867299
8740984,117,5,0.32156548,0.003304492,0.0032833007,0.67184675
8859062,117,5,0.9932937,0.002223256,0.002210753,0.0022723032
9017530,117,5,0.5020478,0.0051971227,0.005125604,0.48762953
9067471,117,5,0.81884617,0.17253415,0.0042589637,0.004360737
9129722,117,5,0.0026907867,0.0026137172,0.002610276,0.9920852
9218507,117,5,0.49846917,0.10435569,0.20550634,0.19166882
9265639,117,5,0.12454799,0.0021157183,0.20132744,0.6720089
9369084,117,5,0.0016215835,0.0015709958,0.0015498198,0.9952576
9436725,117,5,0.9926494,0.002446698,0.0024195155,0.0024843987
9700658,117,5,0.67116815,0.16330521,0.04499539,0.12053121
9721442,117,5,0.93290657,0.0043779826,0.058435604,0.004279854
9876967,117,5,0.054668847,0.004411689,0.0043985983,0.9365209
10027417,117,5,0.994788,0.0017304124,0.0018006578,0.0016808944
10213152,117,5,0.29379863,0.0029850896,0.12706313,0.57615316
10431657,117,5,0.6234388,0.09739937,0.0045419447,0.2746199
10507547,117,5,0.70376956,0.0030955446,0.29001576,0.0031191648
10679292,117,5,0.98373234,0.005536702,0.0054481653,0.005282754
10935434,117,5,0.0025923983,0.002571937,0.0025683707,0.9922673
10936886,117,5,0.0062031816,0.006312346,0.006135974,0.9813485
12419536,117,5,0.58184683,0.0035198587,0.0033709484,0.4112623
7587891,120,6,0.0037848481,0.7610763,0.00416232,0.2309766
7805557,120,6,0.0035842026,0.98927206,0.0035985762,0.0035451893
7907945,120,6,0.0022581136,0.99318904,0.0022645737,0.0022882747
7928630,120,6,0.00413186,0.9882882,0.003685131,0.0038948208
8058309,120,6,0.0033559836,0.9899231,0.0033937725,0.0033271755
8293386,120,6,0.0042806338,0.9875998,0.0039300676,0.004189478
8569178,120,6,0.0025701544,0.8851217,0.0024740743,0.109834015
8618340,120,6,0.003575161,0.72842294,0.2643338,0.0036680782
8697991,120,6,0.0034967642,0.98952764,0.0034728313,0.003502794
8924224,120,6,0.0032278472,0.9902988,0.003194003,0.0032793554
8956779,120,6,0.0032182946,0.7104089,0.0679117,0.21846107
9094461,120,6,0.0049031745,0.98495924,0.005206308,0.004931233
9194030,120,6,0.002575702,0.9923311,0.0025172967,0.0025758655
9570214,120,6,0.0025040088,0.9924683,0.0025217335,0.0025059485
9594287,120,6,0.004085635,0.98777086,0.004072052,0.004071476
9658316,120,6,0.0035603524,0.86824983,0.0035465283,0.12464325
9925751,120,6,0.0028579338,0.9913796,0.0029737202,0.0027887132
10036998,120,6,0.0039282627,0.98797417,0.004187954,0.0039096205
10332871,120,6,0.0032741264,0.99011314,0.00341237,0.003200397
10399167,120,6,0.0028842506,0.99143547,0.002826573,0.0028537782
10631462,120,6,0.0023473897,0.9315013,0.0022575206,0.06389379
10837140,120,6,0.005381258,0.5616585,0.42737824,0.005581931
10872665,120,6,0.002078219,0.99374956,0.002074069,0.0020982062
10928103,120,6,0.0051762993,0.9843812,0.0052471445,0.005195379
9190890,126,7,0.0037249299,0.7618896,0.23075564,0.0036298058
9679979,126,7,0.16533254,0.8285921,0.0030088648,0.0030664806
10195885,126,7,0.0019704725,0.99398947,0.0020397215,0.002000377
10200459,126,7,0.0037346305,0.98877937,0.0037866796,0.003699311
10334192,126,7,0.003263487,0.989965,0.0034849157,0.0032866378
10340750,126,7,0.15149501,0.6603377,0.18568146,0.002485869
10354018,126,7,0.0058049285,0.9822477,0.006058669,0.0058886283
10410876,126,7,0.0036289953,0.98902565,0.0036462918,0.0036989865
10557106,126,7,0.004329659,0.9868753,0.0045397207,0.0042552953
10572598,126,7,0.0047338624,0.9860393,0.004433799,0.0047929925
10618704,126,7,0.0034570484,0.9895551,0.0035523465,0.003435469
10632361,126,7,0.0029474162,0.67360455,0.32036364,0.0030844247
10637429,126,7,0.0058788373,0.54071426,0.31357366,0.13983323
10692252,126,7,0.15457462,0.55989414,0.28234908,0.0031822007
10698490,126,7,0.0025886223,0.9683586,0.026442582,0.0026102832
10726978,126,7,0.0035457877,0.9896081,0.003388827,0.003457363
10741712,126,7,0.0049263076,0.98512304,0.005078011,0.004872735
10786798,126,7,0.0043863594,0.986767,0.004291652,0.00455499
10828889,126,7,0.0039727734,0.5806431,0.41125217,0.0041319365
10870973,126,7,0.3524333,0.46858743,0.0023392818,0.17663997
10918445,126,7,0.055823267,0.7781717,0.004830204,0.1611748
10953306,126,7,0.0068657063,0.82082754,0.0067512277,0.16555552
11020858,126,7,0.0028915075,0.94264716,0.002929175,0.051532157
11044365,126,7,0.002747698,0.99176794,0.0027727378,0.0027116903
8790332,142,8,0.0026486835,0.002663235,0.9921171,0.0025709816
8903350,142,8,0.003725014,0.003861246,0.98872036,0.0036934265
8906419,142,8,0.003725085,0.17490041,0.8176406,0.0037339057
9205942,142,8,0.30678672,0.0032339795,0.6866571,0.0033223026
9302262,142,8,0.7262947,0.0050102253,0.26325527,0.0054397997
