DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19
8042410,108,0,0.00076287484,0.0007628748,0.00076287484,0.00076287484,0.39462432,0.00076287484,0.06689166,0.00076287484,0.00076287484,0.00076287484,0.00076287484,0.00076287484,0.0007628748,0.37047422,0.00076287484,0.00076287484,0.15656665,0.00076287484,0.00076287484
8673465,108,0,0.00059811445,0.9892332,0.00059811445,0.00059811445,0.0005981145,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.00059811445,0.0005981145,0.0005981145,0.00059811445
9175625,108,0,0.0006747848,0.0006747849,0.0006747848,0.0006747848,0.9878532,0.0006747852,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848,0.0006747848
9245791,108,0,0.0012240635,0.97796696,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635,0.0012240635
9346876,108,0,0.98858446,0.00063415297,0.00063415285,0.00063415285,0.0006341529,0.0006341529,0.0006341529,0.00063415285,0.00063415285,0.00063415285,0.0006341529,0.00063415285,0.00063415285,0.00063415285,0.00063415285,0.0006341529,0.00063415285,0.00063415285,0.0006341529
9352931,108,0,0.00064983265,0.34196994,0.00064983265,0.00064983265,0.00064983265,0.00064983265,0.21031879,0.00064983265,0.00064983265,0.00064983265,0.14246267,0.00064983265,0.00064983265,0.29550096,0.00064983265,0.00064983265,0.00064983265,0.00064983265,0.00064983265
10051610,108,0,0.0012532646,0.71695775,0.0012532646,0.0012532645,0.0012532645,0.0012532646,0.0012532645,0.0012532645,0.0012532645,0.0012532645,0.0012532646,0.0012532645,0.0012532645,0.0012532646,0.0012532645,0.0012532645,0.26173684,0.0012532645,0.0012532646
10087618,108,0,0.0018150329,0.71203727,0.0018150329,0.1390295,0.11989279,0.001815033,0.0018150329,0.001815033,0.0018150329,0.0018150329,0.0018150331,0.0018150329,0.0018150329,0.0018150329,0.0018150329,0.001815033,0.0018150329,0.0018150329,0.0018150329
10320929,108,0,0.001119877,0.0011198771,0.0011198771,0.001119877,0.0011198771,0.001119877,0.0011198771,0.0011198771,0.001119877,0.001119877,0.9798422,0.001119877,0.001119877,0.001119877,0.001119877,0.0011198771,0.001119877,0.001119877,0.001119877
10700148,108,0,0.0014621508,0.15188985,0.0014621507,0.09746757,0.13469905,0.19963744,0.31633872,0.0014621508,0.0014621508,0.0014621508,0.08095956,0.0014621508,0.0014621507,0.0014621507,0.001462151,0.0014621508,0.0014621508,0.0014621507,0.0014621508
10725388,108,0,0.00057840423,0.989588,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423,0.00057840423
10806067,108,0,0.00064187637,0.0006418766,0.9884455,0.00064187637,0.0006418764,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637,0.00064187637
10946305,108,0,0.0008628546,0.0008628546,0.9844687,0.00086285453,0.00086285453,0.0008628546,0.0008628546,0.0008628546,0.00086285453,0.00086285453,0.0008628546,0.00086285453,0.00086285453,0.00086285453,0.00086285453,0.00086285453,0.00086285453,0.00086285453,0.0008628546
10969025,108,0,0.00078559946,0.98585826,0.00078559946,0.00078559946,0.00078559987,0.0007855995,0.00078559946,0.0007855995,0.00078559946,0.00078559946,0.00078559946,0.00078559946,0.00078559946,0.00078559946,0.00078559946,0.0007855995,0.00078559946,0.00078559946,0.00078559946
