DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59
8042410,108,0,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.98615295,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195,0.00023873195
8132718,108,0,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.9890759,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102,0.00018833102
8673465,108,0,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.9889535,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291,0.00019044291
8707050,108,0,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.98275334,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966,0.00029735966
9346876,108,0,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.31391677,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.67430025,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921,0.00020670921
9352931,108,0,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.08433689,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.9037352,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699,0.00020925699
9591694,108,0,0.00019260746,0.00019260746,0.00019260746,0.98882663,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746,0.00019260746
10051610,108,0,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.97713804,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416,0.00039417416
10087618,108,0,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.53757924,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.00051362655,0.4331444,0.00051362655,0.00051362655,0.00051362655
10100328,108,0,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.18673028,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.69259864,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.106913574,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225,0.00024565225
