DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18
8042410,108,0,0.0008051921,0.0008051921,0.9547124,0.0008051921,0.00080519216,0.0008051921,0.0008051921,0.0008051921,0.0008051921,0.00080519216,0.00080519216,0.0008051921,0.0008051921,0.0008051921,0.032404155,0.00080519216,0.00080519216,0.00080519216
8673465,108,0,0.000631341,0.9892669,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341,0.00063134107,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341,0.000631341
9175625,108,0,0.0007122737,0.0007122737,0.0007122737,0.00071227364,0.9878911,0.00071227376,0.0007122737,0.0007122737,0.00071227364,0.0007122737,0.0007122737,0.0007122737,0.0007122737,0.00071227364,0.0007122737,0.0007122737,0.00071227364,0.0007122737
9245791,108,0,0.0012920661,0.9780342,0.0012920661,0.0012920661,0.0012920661,0.0012920661,0.0012920661,0.0012920661,0.0012920661,0.0012920661,0.0012920662,0.0012920663,0.0012920661,0.0012920661,0.0012920661,0.0012920661,0.0012920668,0.0012920661
9346876,108,0,0.6457965,0.0006693925,0.00066939247,0.00066939247,0.0006693925,0.00066939247,0.0006693925,0.0006693924,0.00066939247,0.00066939247,0.34349287,0.00066939247,0.00066939247,0.00066939247,0.0006693924,0.0006693925,0.00066939247,0.00066939247
9352931,108,0,0.00068592717,0.23389357,0.00068592717,0.0006859271,0.00068592717,0.00068592717,0.4127619,0.0006859271,0.0006859271,0.00068592717,0.34305537,0.0006859271,0.00068592717,0.0006859272,0.0006859271,0.0006859271,0.00068592717,0.0006859271
10051610,108,0,0.0013229002,0.27202603,0.4209263,0.0013229001,0.0013229002,0.0013229001,0.0013229002,0.0013229001,0.0013229001,0.0013229002,0.17713296,0.0013229001,0.070397444,0.0013229002,0.0013229001,0.0013229001,0.042319376,0.0013229001
10087618,108,0,0.0019158623,0.507699,0.0019158623,0.09253457,0.18344405,0.0019158624,0.0019158623,0.0019158622,0.0019158623,0.0019158622,0.18950029,0.0019158623,0.0019158623,0.0019158622,0.0019158622,0.0019158624,0.0019158623,0.0019158622
10320929,108,0,0.0011820946,0.0011820947,0.0011820948,0.0011820946,0.0011820947,0.0011820946,0.0011820947,0.0011820946,0.0011820946,0.0011820946,0.9799041,0.0011820946,0.0011820946,0.0011820946,0.0011820946,0.0011820947,0.0011820947,0.0011820946
10700148,108,0,0.0015433615,0.30756468,0.0015433613,0.08526741,0.17058598,0.09445909,0.3220586,0.0015433612,0.0015433612,0.0015433612,0.0015433615,0.0015433613,0.0015433612,0.0015433612,0.0015433613,0.0015433616,0.0015433613,0.0015433612
10725388,108,0,0.00061054213,0.5344681,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.45576298,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213,0.00061054213
10806067,108,0,0.00067753415,0.00067753415,0.9884816,0.0006775341,0.00067753415,0.0006775341,0.00067753415,0.0006775341,0.0006775341,0.0006775341,0.00067753415,0.00067753415,0.0006775341,0.00067753415,0.0006775341,0.0006775341,0.00067753415,0.0006775341
10946305,108,0,0.0009108101,0.00091081,0.00091081,0.00091081,0.00091080996,0.0009108101,0.00091081,0.00091081,0.00091080996,0.00091080996,0.00091081,0.00091080996,0.9845161,0.00091081,0.00091080996,0.00091081,0.00091081,0.00091080996
