DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24
8042410,108,0,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.20859446,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.00058691646,0.77849334,0.00058691646,0.0005869166
8132718,108,0,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.7801152,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.00044329348,0.2101327
8707050,108,0,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.45997563,0.0007184846,0.0007184846,0.0007184846,0.28409785,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.0007184846,0.24083826
9175625,108,0,0.00046302457,0.00046302457,0.00046302457,0.18477608,0.00046302457,0.00046302457,0.15080802,0.00046302457,0.00046302457,0.00046302457,0.00046302457,0.00046302457,0.39932284,0.00046302457,0.00046302457,0.00046302457,0.11606377,0.00046302457,0.00046302457,0.00046302457,0.00046302457,0.00046302457,0.00046302457,0.14023212
9245791,108,0,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.78170097,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.0009058516,0.19836988
9346876,108,0,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.98802084,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556,0.0005208556
9352931,108,0,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.000508143,0.98831266
9591694,108,0,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.988591,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855,0.00049605855
10051610,108,0,0.00096911803,0.00096911803,0.32775608,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.65092295,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803,0.00096911803
10087618,108,0,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.03913409,0.001302317,0.001302317,0.07698665,0.001302317,0.18019286,0.24072671,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.001302317,0.43821594
10100328,108,0,0.0005631138,0.0005631138,0.0005631138,0.67250407,0.0005631138,0.11605739,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.0005631138,0.19961281
10320929,108,0,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.00090582273,0.9791661
10531012,108,0,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.119983375,0.00045792063,0.00045792063,0.08806599,0.30753145,0.00045792063,0.00045792063,0.32282326,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.00045792063,0.15289572
10700148,108,0,0.0012256021,0.03469288,0.4083166,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.53125226,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021,0.0012256021
10806067,108,0,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.29013178,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.69920856,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408,0.0004845408
10946305,108,0,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.15175918,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.8332117,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308,0.0006831308
