DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21
8042410,108,0,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.9855682,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635,0.0007215635
8132718,108,0,0.00050661276,0.989867,0.0005066129,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276,0.00050661276
8673465,108,0,0.0005411949,0.0005411949,0.73735225,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.0005411949,0.07800228,0.0005411949,0.17490333,0.0005411949
8707050,108,0,0.0008210762,0.0008210762,0.98357856,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762,0.0008210762
9175625,108,0,0.0005411631,0.0005411631,0.3065557,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.0005411631,0.6831622,0.0005411631
9245791,108,0,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305,0.9783539,0.001082305,0.001082305,0.001082305,0.001082305,0.001082305
9346876,108,0,0.0005602767,0.0005602767,0.98879373,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767,0.0005602767
9352931,108,0,0.0006028135,0.0006028135,0.98794293,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135,0.0006028135
9591694,108,0,0.0005120681,0.0005120681,0.98975796,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681,0.0005120681
10100328,108,0,0.0006707384,0.0006707384,0.9865843,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384,0.0006707384
10531012,108,0,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.9894174,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194,0.0005291194
10700148,108,0,0.0014431062,0.0014431062,0.69896406,0.0014431062,0.0014431062,0.0014431062,0.0014431062,0.0014431062,0.0014431062,0.0014431062,0.20717768,0.0014431062,0.0014431062,0.0014431062,0.0014431062,0.0678824,0.0014431062,0.0014431062,0.0014431062,0.0014431062,0.0014431062
