DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26
8042410,108,0,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.0005417544,0.9864562,0.0005417544,0.0005417544,0.0005417544,0.0005417544
8132718,108,0,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.9897706,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955,0.00040918955
8707050,108,0,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.0006631834,0.17678131,0.0006631834,0.80730236,0.0006631834,0.0006631834,0.0006631834
9175625,108,0,0.0004274005,0.0004274005,0.0004274005,0.0004274005,0.0004274005,0.0004274005,0.16129872,0.0004274005,0.0004274005,0.0004274005,0.0004274005,0.20997052,0.14271367,0.0004274005,0.0004274005,0.0004274005,0.3533218,0.0004274005,0.0004274005,0.0004274005,0.123720095,0.0004274005,0.0004274005,0.0004274005,0.0004274005,0.0004274005
9245791,108,0,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.8769163,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.10301637,0.00083616684,0.00083616684,0.00083616684,0.00083616684,0.00083616684
9346876,108,0,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.98798066,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065,0.00048079065
9352931,108,0,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.00046907726,0.079431534,0.00046907726,0.9093107,0.00046907726,0.00046907726,0.00046907726
9591694,108,0,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.98855275,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935,0.00045789935
10051610,108,0,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.97763723,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337,0.0008945337
10087618,108,0,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.7075829,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.2635696,0.0012019768,0.0012019768,0.0012019768,0.0012019768,0.0012019768
