DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35
8042410,108,0,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.53168595,0.096912436,0.00040247288,0.22626941,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.04960405,0.00040247288,0.00040247288,0.00040247288,0.08345384,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288,0.00040247288
8132718,108,0,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.98920584,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067,0.00031747067
8673465,108,0,0.00032103626,0.00032103626,0.98908454,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626,0.00032103626
8707050,108,0,0.0005012936,0.0005012936,0.36463952,0.18959062,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.0005012936,0.42972818,0.0005012936
9346876,108,0,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.9881525,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012,0.00034845012
9352931,108,0,0.0003527477,0.0003527477,0.9880063,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477,0.0003527477
9591694,108,0,0.0003246809,0.0003246809,0.0003246809,0.9889606,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809,0.0003246809
10051610,108,0,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.41883132,0.19862579,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.00066456106,0.36127657,0.00066456106,0.00066456106,0.00066456106
10087618,108,0,0.092628345,0.0008659307,0.58447385,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.13261624,0.12528801,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.0008659307,0.039015137,0.0008659307
10100328,108,0,0.00041409215,0.00041409215,0.98592055,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215,0.00041409215
