DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84,Topic_85,Topic_86,Topic_87,Topic_88,Topic_89,Topic_90,Topic_91,Topic_92,Topic_93
8042410,108,0,0.0001514534,0.0001514534,0.0001514534,0.9860699,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534,0.0001514534
8132718,108,0,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.9894774,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497,0.00011439497
8707050,108,0,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.446264,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.53686357,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291,0.00018540291
9175625,108,0,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.98900944,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026,0.000119476026
9245791,108,0,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.97849286,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606,0.0002337606
9346876,108,0,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.6984228,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.16588585,0.00013441719,0.12359378,0.00013441719,0.00013441719,0.00013441719,0.00013441719,0.00013441719
9352931,108,0,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.98793703,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375,0.00013113375
9591694,108,0,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.48770446,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.060900047,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.3741382,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.06586453,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673,0.00012801673
10051610,108,0,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.97699195,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344,0.00025007344
10087618,108,0,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.68781877,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.28159964,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063,0.00033604063
