DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13
8042410,108,0,0.24482603,0.001115066,0.34201172,0.0011150789,0.067423984,0.0011150604,0.16131358,0.001115072,0.17550398,0.0011150724,0.0011150697,0.0011150739,0.0011150653
8673465,108,0,0.0008741731,0.98950964,0.00087418465,0.0008741645,0.0008741666,0.0008741661,0.0008741688,0.000874169,0.00087416393,0.0008741662,0.00087417103,0.00087416905,0.00087416644
9175625,108,0,0.0009862733,0.40928748,0.50506425,0.0009862757,0.0009862803,0.07578525,0.000986276,0.0009862758,0.0009862706,0.0009862728,0.0009862755,0.0009862768,0.0009862785
9245791,108,0,0.0017890327,0.9785317,0.0017890462,0.0017890324,0.0017890171,0.0017890303,0.0017890359,0.0017890254,0.00178904,0.0017890257,0.0017890388,0.0017890477,0.0017890275
9346876,108,0,0.0009269428,0.3835069,0.17929527,0.000926933,0.00092694955,0.032430883,0.12961523,0.00092693156,0.00092693407,0.000926938,0.2677362,0.0009269438,0.0009269433
9352931,108,0,0.0009497629,0.18156147,0.44874668,0.0009497592,0.00094975636,0.00094976224,0.36019397,0.00094975845,0.00094975904,0.0009497708,0.00094976655,0.0009497583,0.0009497651
10051610,108,0,0.0018317774,0.3753569,0.41491058,0.0018317428,0.0018317424,0.0018317451,0.19141509,0.0018317427,0.0018317401,0.001831751,0.0018317781,0.001831755,0.0018317468
10087618,108,0,0.002652849,0.729377,0.0026528928,0.0026528998,0.24144147,0.002652858,0.0026528519,0.0026528512,0.002652908,0.0026528593,0.0026528724,0.0026528502,0.002652858
10320929,108,0,0.001636781,0.0016367994,0.41113767,0.0016367802,0.0016367941,0.0016367744,0.0016367945,0.0016367836,0.0016367823,0.0016367754,0.5708577,0.0016367793,0.0016367793
10700148,108,0,0.0021370666,0.20081265,0.4442483,0.06598154,0.099134006,0.17272747,0.0021370475,0.002137032,0.002137017,0.0021370065,0.002137026,0.0021370258,0.0021370116
10725388,108,0,0.0008453621,0.9898552,0.0008453672,0.0008453621,0.0008453674,0.00084537,0.0008453683,0.0008453613,0.0008453672,0.0008453619,0.0008453715,0.00084536406,0.00084536086
10806067,108,0,0.0009381327,0.00093813695,0.98874223,0.0009381288,0.0009381296,0.00093812856,0.0009381354,0.0009381313,0.0009381302,0.00093813176,0.00093813386,0.00093813404,0.0009381303
