DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
8042410,108,0,0.0028929764,0.4204771,0.57083464,0.0028711054,0.0029241655
8132718,108,0,0.002276222,0.40304238,0.5402048,0.05222871,0.0022479575
8673465,108,0,0.0022781787,0.002279496,0.99089545,0.0022680582,0.00227884
8707050,108,0,0.08933164,0.0036180716,0.8998996,0.0035806634,0.0035700938
9346876,108,0,0.002506661,0.15751241,0.83498394,0.0025070342,0.0024899908
9352931,108,0,0.0024923643,0.0025164501,0.98994404,0.002502576,0.0025445425
9591694,108,0,0.0023025242,0.0023021786,0.9410963,0.05199028,0.0023087217
10051610,108,0,0.004713054,0.004752344,0.9810706,0.0047251643,0.0047387527
10087618,108,0,0.006196247,0.0060922117,0.97550344,0.0060952087,0.0061128675
10100328,108,0,0.0029648119,0.0030078052,0.9881334,0.0029503528,0.0029436855
10320929,108,0,0.0043097665,0.004388217,0.68378377,0.30321375,0.004304494
10531012,108,0,0.002347823,0.002411581,0.9905528,0.002345355,0.0023425121
10725388,108,0,0.0022521175,0.25126326,0.74192834,0.002289384,0.0022668862
10806067,108,0,0.0025378559,0.00258702,0.7131708,0.27914166,0.0025627227
10946305,108,0,0.0034208575,0.35539544,0.6010974,0.0034378797,0.0366484
10969025,108,0,0.0030752406,0.5232061,0.46757278,0.0030709316,0.003075027
11950889,108,0,0.034334324,0.4724071,0.4894075,0.0019302776,0.0019207214
12217649,108,0,0.0032010707,0.2162956,0.774045,0.0032284053,0.0032298982
12297500,108,0,0.002255358,0.0022335625,0.8921244,0.0022120115,0.10117467
12415118,108,0,0.0027982104,0.0027971668,0.8625998,0.1289985,0.0028063767
12417022,108,0,0.0033231713,0.11001866,0.8801045,0.0032705686,0.003283084
12461557,108,0,0.005946401,0.005992624,0.97616994,0.0059268973,0.0059641735
12511612,108,0,0.002141213,0.32073307,0.672881,0.0021170003,0.0021277627
12516859,108,0,0.004136819,0.0041869436,0.98341393,0.0041149403,0.00414731
8908519,109,1,0.0029745693,0.002995962,0.98809093,0.00297666,0.0029618451
8940425,109,1,0.002381624,0.0024034234,0.9904252,0.0023974248,0.002392285
9149812,109,1,0.0024648816,0.03786114,0.95470136,0.0024936085,0.0024789476
9187765,109,1,0.0058756066,0.0057405164,0.9769034,0.005727089,0.005753315
9666006,109,1,0.0053526172,0.005315773,0.9787322,0.005283829,0.0053155776
9836710,109,1,0.0063984897,0.381119,0.5998374,0.0063051465,0.006339942
10029323,109,1,0.0019685463,0.0019616405,0.9920995,0.0019965013,0.0019737578
10084106,109,1,0.0028206867,0.0027264918,0.912536,0.0027930804,0.079123676
10224010,109,1,0.003953034,0.1349731,0.6338787,0.0039860127,0.22320914
10419204,109,1,0.0025272935,0.0025281776,0.9898719,0.0025314938,0.0025411474
10440566,109,1,0.004143801,0.004122632,0.9833094,0.0042281267,0.0041960687
10457842,109,1,0.0032311573,0.003172641,0.7651686,0.103358485,0.12506908
10574095,109,1,0.0051900083,0.005187387,0.86893845,0.0051744967,0.11550966
10599890,109,1,0.002679659,0.0026860822,0.93257207,0.0027257004,0.059336603
10713370,109,1,0.0026323306,0.0026289516,0.9075573,0.08457963,0.0026017486
10742226,109,1,0.0017639964,0.0017763863,0.8841717,0.0017733242,0.110514544
10769755,109,1,0.002848556,0.0029000596,0.889402,0.002893344,0.10195607
10877778,109,1,0.002545866,0.00257731,0.98977154,0.0025514427,0.0025538355
10966441,109,1,0.0033604738,0.003362799,0.98653,0.0033646105,0.003382148
12144770,109,1,0.0030812207,0.0030735082,0.8501379,0.003074057,0.14063334
12211279,109,1,0.00165017,0.0016660271,0.99337804,0.0016502868,0.0016554993
12218656,109,1,0.0038070711,0.0037105652,0.7073398,0.14002663,0.14511588
12374402,109,1,0.0029868698,0.0818987,0.77384543,0.13827087,0.0029981404
12454166,109,1,0.23199618,0.002336846,0.76100916,0.0023335796,0.0023242326
1669719,111,2,0.98633105,0.0034109517,0.003422156,0.0034121827,0.0034237104
7774117,111,2,0.99202406,0.001991747,0.0019880438,0.001995376,0.0020008436
7913756,111,2,0.9923249,0.0019164969,0.0019131475,0.0019233911,0.0019220726
7936296,111,2,0.8834116,0.004006042,0.004027026,0.104558416,0.003996905
7991124,111,2,0.75053924,0.002968403,0.002979487,0.0030264356,0.24048643
8137126,111,2,0.8770812,0.003318199,0.112954915,0.0033270828,0.0033186453
8137132,111,2,0.69526684,0.0018806203,0.0018556446,0.0018441762,0.29915273
