DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53
8042410,108,0,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.9861806,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962,0.00026575962
8132718,108,0,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.98909825,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196,0.00020965196
8673465,108,0,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.988976,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208,0.00021200208
8707050,108,0,0.00033104175,0.00033104175,0.00033104175,0.21736011,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.33034,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.00033104175,0.43574822,0.00033104175,0.00033104175,0.00033104175,0.00033104175
9346876,108,0,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.29037717,0.00023011456,0.00023011456,0.00023011456,0.49337178,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.20474549,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456,0.00023011456
9352931,108,0,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.1745993,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.00023294766,0.8135204,0.00023294766
9591694,108,0,0.00021441335,0.00021441335,0.00021441335,0.9888508,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335,0.00021441335
10051610,108,0,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.65808654,0.00043881967,0.00043881967,0.31953385,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967,0.00043881967
10087618,108,0,0.0005718074,0.0005718074,0.0005718074,0.2686242,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.26177272,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.44101343,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074,0.0005718074
10100328,108,0,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.9857804,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551,0.0002734551
