DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
8042410,108,0,0.0015658492,0.2182068,0.0015660562,0.26352605,0.0015659926,0.0015664477,0.26353148,0.24690548,0.0015657804
8132718,108,0,0.001182364,0.9905391,0.0011826863,0.0011825985,0.0011825631,0.0011830158,0.0011827637,0.00118244,0.0011826312
8707050,108,0,0.0019172581,0.23491402,0.116281316,0.0019166103,0.0019166134,0.0019174548,0.001916991,0.034446944,0.6047728
9175625,108,0,0.001235178,0.18901095,0.34777617,0.0012353347,0.001235258,0.12954639,0.13470782,0.0012353053,0.1940176
9245791,108,0,0.0024166382,0.0024172792,0.002416813,0.0024165276,0.0024162468,0.0024163784,0.9030951,0.0024168298,0.079988144
9346876,108,0,0.001389641,0.0013897532,0.0013898723,0.0013896825,0.0013897348,0.67823637,0.001389915,0.0013892975,0.31203574
9352931,108,0,0.0013558355,0.0013563081,0.0013561213,0.4421932,0.0013558964,0.33153102,0.0013559719,0.0013560732,0.21813957
9591694,108,0,0.0013241967,0.0013237437,0.0013241126,0.0013233543,0.0013234643,0.8597664,0.13096763,0.0013230522,0.0013241129
10051610,108,0,0.0025862332,0.0025871673,0.002586689,0.0025866781,0.0025860704,0.97930676,0.0025866004,0.0025874737,0.0025863417
10087618,108,0,0.003474588,0.27545768,0.0034746835,0.0034734278,0.0034732898,0.31819165,0.046533395,0.003473241,0.3424481
10100328,108,0,0.0015024461,0.04143118,0.001503233,0.07988648,0.0015022543,0.15818885,0.0015026627,0.0015020762,0.7129809
10320929,108,0,0.0024162154,0.9806668,0.002416425,0.0024163509,0.0024160715,0.0024174843,0.0024168468,0.002416168,0.0024174931
10531012,108,0,0.0012214687,0.0012216741,0.0012220884,0.0012214808,0.0012217143,0.5341369,0.0012220825,0.0012216445,0.45731094
10700148,108,0,0.003268963,0.0032690098,0.0032692864,0.0032687588,0.0032691301,0.00327214,0.0032698684,0.0032694368,0.97384334
10806067,108,0,0.0012924193,0.98966,0.0012924677,0.0012924225,0.0012923921,0.0012926055,0.0012927807,0.0012922678,0.0012926734
10946305,108,0,0.0018224369,0.0018230972,0.0018229969,0.001822481,0.0018229815,0.0018230181,0.0018226854,0.98541725,0.0018230359
10969025,108,0,0.0016343852,0.00163497,0.001634968,0.0016345026,0.0016347424,0.0016349982,0.98692125,0.0016353637,0.001634742
11950889,108,0,0.0010688757,0.0010690676,0.0010689938,0.0010688553,0.0010688865,0.0010694483,0.9914479,0.0010689257,0.0010689729
12297500,108,0,0.001195761,0.12848361,0.39468277,0.0011955707,0.0011956688,0.36585894,0.0011955128,0.0011953871,0.104996756
12417022,108,0,0.0016842965,0.0016848141,0.0016841845,0.0016843033,0.0016844192,0.0016840464,0.0016847266,0.0016841231,0.98652506
12496124,108,0,0.0022686094,0.002269298,0.0022691733,0.0022684392,0.002268205,0.27496472,0.0022687425,0.0022686399,0.7091542
12496132,108,0,0.0011576422,0.001157852,0.8512126,0.0011576527,0.0011576195,0.14068326,0.001157827,0.0011575505,0.0011579773
12511612,108,0,0.0009750953,0.0009751459,0.9921979,0.0009752951,0.00097510737,0.00097528903,0.00097581104,0.0009750923,0.00097536854
