DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18
8132718,108,0,0.0005727982,0.00057279825,0.647163,0.34367204,0.0005727982,0.0005727982,0.0005727982,0.0005727982,0.00057279825,0.00057279825,0.0005727982,0.00057279825,0.00057279825,0.0005727982,0.0005727982,0.00057279825,0.0005727982,0.0005727982
8673465,108,0,0.0006105191,0.000610519,0.00061051914,0.0006105191,0.000610519,0.0006105191,0.000610519,0.000610519,0.0006105191,0.0006105191,0.000610519,0.0006105191,0.0006105191,0.9896211,0.000610519,0.0006105191,0.0006105191,0.0006105191
8707050,108,0,0.00095792755,0.00095792755,0.00095792767,0.00095792755,0.3810803,0.00095792755,0.00095792755,0.00095792755,0.00095792755,0.40642604,0.00095792755,0.00095792755,0.00095792767,0.19812456,0.0009579275,0.0009579276,0.00095792755,0.0009579276
9175625,108,0,0.00065362576,0.00065362576,0.988888,0.00065362576,0.00065362576,0.00065362576,0.0006536257,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576,0.00065362576
9245791,108,0,0.0010482685,0.0010482686,0.982179,0.0010482686,0.0010482685,0.0010482685,0.0010482685,0.0010482685,0.0010482685,0.0010482685,0.0010482685,0.0010482686,0.0010482685,0.0010482685,0.0010482685,0.0010482685,0.0010482685,0.0010482685
9591694,108,0,0.0005911062,0.00059110625,0.31220037,0.00059110625,0.0005911062,0.14157051,0.0005911063,0.0005911062,0.0005911062,0.44440782,0.00059110625,0.0005911063,0.00059110625,0.00059110625,0.0005911062,0.09354569,0.00059110625,0.0005911062
10051610,108,0,0.0013890676,0.0013890677,0.3984097,0.0013890677,0.2624362,0.0013890677,0.0013890676,0.0013890676,0.0013890676,0.0013890677,0.0013890676,0.0013890676,0.0013890679,0.0013890676,0.0013890676,0.0013890676,0.3183181,0.0013890676
10087618,108,0,0.001736175,0.0017361749,0.0017361754,0.0017361749,0.001736175,0.0017361749,0.0017361749,0.001736175,0.0017361749,0.0017361753,0.001736175,0.001736175,0.0017361749,0.9704851,0.0017361749,0.0017361752,0.0017361749,0.0017361749
10100328,108,0,0.5761319,0.00081704516,0.41079503,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516,0.00081704516
10320929,108,0,0.0011821425,0.0011821425,0.425397,0.0011821428,0.0011821426,0.0011821425,0.0011821425,0.0011821426,0.5556884,0.0011821425,0.0011821425,0.0011821426,0.0011821428,0.0011821426,0.0011821426,0.0011821425,0.0011821425,0.0011821428
10531012,108,0,0.0006385909,0.00063859083,0.0006385909,0.0006385909,0.00063859083,0.00063859083,0.00063859083,0.0006385909,0.0006385909,0.9891438,0.00063859083,0.0006385909,0.0006385909,0.0006385909,0.0006385909,0.00063859083,0.0006385909,0.00063859083
10700148,108,0,0.0015433199,0.0015433198,0.2532245,0.00154332,0.0015433201,0.00154332,0.0015433199,0.37502977,0.0015433199,0.34859562,0.0015433199,0.0015433199,0.0015433199,0.0015433201,0.00154332,0.0015433199,0.00154332,0.0015433199
10725388,108,0,0.00063860684,0.00063860684,0.93605995,0.0006386068,0.00063860684,0.0006386068,0.0006386068,0.00063860684,0.0006386068,0.05372202,0.0006386068,0.0006386068,0.00063860684,0.0006386068,0.0006386067,0.00063860684,0.00063860684,0.0006386068
10806067,108,0,0.0006775551,0.0006775551,0.25140995,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.0006775551,0.00067755516,0.7377492
10946305,108,0,0.0009108688,0.0009108686,0.32610497,0.0009108687,0.00091086864,0.42552528,0.00091086864,0.0009108686,0.0009108687,0.00091086864,0.00091086875,0.0009108687,0.00091086875,0.0009108687,0.0009108686,0.00091086864,0.23470637,0.0009108687
11950889,108,0,0.0005727881,0.0005727881,0.40796402,0.0005727881,0.5828711,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881,0.0005727881
12217649,108,0,0.0008417859,0.0008417858,0.6779466,0.00084178586,0.0008417858,0.0008417858,0.0008417858,0.000841786,0.0008417859,0.3085844,0.00084178586,0.0008417859,0.00084178586,0.00084178586,0.000841786,0.00084178586,0.00084178586,0.00084178586
12415118,108,0,0.0007215701,0.00072157,0.92721474,0.0007215701,0.00072157005,0.00072157,0.00072157005,0.020817947,0.00072157005,0.00072157005,0.00072157005,0.0007215701,0.0007215701,0.0007215701,0.041143432,0.0007215701,0.00072157005,0.00072157005
12461557,108,0,0.0015874129,0.0015874129,0.9730133,0.0015874133,0.0015874129,0.0015874135,0.0015874129,0.0015874129,0.0015874129,0.0015874129,0.0015874129,0.0015874134,0.001587413,0.0015874133,0.0015874129,0.0015874134,0.0015874133,0.0015874129
12496124,108,0,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.98032314,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448,0.0011574448
12496132,108,0,0.0005788577,0.0005788578,0.39186206,0.0005788578,0.0005788578,0.0005788579,0.00057885784,0.0005788579,0.0005788578,0.4053784,0.16170312,0.0005788578,0.0005788577,0.00057885784,0.0005788578,0.032952197,0.00057885784,0.0005788579
12511612,108,0,0.0004873525,0.0004873525,0.9917148,0.0004873525,0.0004873525,0.0004873525,0.00048735252,0.0004873525,0.00048735252,0.0004873525,0.0004873525,0.0004873525,0.0004873525,0.0004873525,0.0004873525,0.0004873525,0.00048735258,0.0004873525
12516859,108,0,0.0011339302,0.0011339304,0.449254,0.0011339302,0.0011339302,0.0011339303,0.0011339302,0.0011339302,0.16403902,0.3696978,0.0011339302,0.0011339302,0.0011339302,0.0011339302,0.00113393,0.0011339303,0.0011339302,0.0011339302
12516860,108,0,0.0011111695,0.0011111695,0.9811096,0.0011111695,0.0011111695,0.0011111695,0.0011111693,0.0011111693,0.0011111695,0.0011111695,0.0011111695,0.0011111696,0.0011111695,0.0011111695,0.0011111695,0.0011111696,0.0011111695,0.0011111693
8908519,109,1,0.00082929566,0.0008292955,0.00082929624,0.00082929566,0.00082929555,0.00082929555,0.2667998,0.0008292956,0.0008292955,0.00082929555,0.0008292955,0.082794614,0.0008292955,0.00082929555,0.00082929543,0.6379661,0.00082929555,0.0008292955
8940425,109,1,0.0006460333,0.0006460333,0.0006460333,0.069651216,0.0006460333,0.0006460333,0.0006460333,0.0006460333,0.0006460334,0.0006460334,0.0006460333,0.0006460333,0.0006460333,0.13530713,0.0006460333,0.78535116,0.0006460333,0.0006460333
9149812,109,1,0.0006945342,0.0006945342,0.0006945344,0.00069453416,0.0006945342,0.19411829,0.18848404,0.0006945342,0.0006945342,0.0006945342,0.0006945344,0.00069453433,0.00069453416,0.0006945342,0.00069453433,0.60697967,0.0006945342,0.0006945342
9666006,109,1,0.0014247089,0.0014247089,0.0014247089,0.0014247089,0.001424709,0.287086,0.0014247089,0.001424709,0.0014247089,0.0014247089,0.001424709,0.0014247089,0.0014247088,0.001424709,0.0014247088,0.6901186,0.001424709,0.001424709
9676381,109,1,0.0008418224,0.0008418224,0.0008418225,0.0008418224,0.0008418225,0.0008418225,0.0008418224,0.0008418224,0.0008418224,0.0008418224,0.0008418224,0.46308947,0.0008418225,0.0008418227,0.00084182236,0.5234413,0.0008418224,0.0008418225
9836710,109,1,0.0016340696,0.0016340696,0.0016340696,0.0016340697,0.0016340696,0.0016340697,0.0016340696,0.0016340697,0.11298614,0.0016340696,0.0016340695,0.0016340697,0.0016340696,0.5066083,0.0016340696,0.3558944,0.0016340697,0.0016340697
9889212,109,1,0.000555586,0.000555586,0.0005555862,0.00055558607,0.000555586,0.00055558607,0.00055558607,0.00055558607,0.00055558607,0.00055558607,0.00055558607,0.000555586,0.00055558607,0.00055558607,0.00055558607,0.990555,0.00055558607,0.00055558607
10029323,109,1,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291222,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.0005291221,0.9910049,0.0005291221,0.0005291221
10419204,109,1,0.000712289,0.000712289,0.000712289,0.00071228907,0.000712289,0.00071228907,0.00071228907,0.00071228907,0.000712289,0.000712289,0.000712289,0.00071228907,0.29616234,0.0007122892,0.000712289,0.69244105,0.000712289,0.00071228907
10440566,109,1,0.0009921957,0.0009921957,0.0009921959,0.0009921958,0.0009921959,0.0009921959,0.42726535,0.0009921958,0.0009921958,0.0009921958,0.0009921958,0.0009921959,0.0009921958,0.0009921958,0.0009921958,0.5568595,0.0009921958,0.0009921958
10457842,109,1,0.00086817984,0.0008681799,0.00086817984,0.0008681799,0.00086818,0.2889883,0.0008681799,0.00086817984,0.00086817984,0.0008681799,0.0008681799,0.00086817984,0.0008681799,0.0008681799,0.0008681798,0.6971208,0.0008681799,0.0008681799
10574095,109,1,0.0014246107,0.0014246107,0.0014246108,0.0014246108,0.0014246108,0.0014246108,0.0014246107,0.28327298,0.0014246107,0.0014246107,0.0014246108,0.0014246107,0.0014246108,0.08231925,0.0014246107,0.6130386,0.0014246107,0.0014246107
10599890,109,1,0.0007311092,0.00073110923,0.0007311091,0.0007311091,0.0007311092,0.14419188,0.00073110923,0.00073110923,0.00073110923,0.0007311092,0.10773034,0.0007311092,0.0007311091,0.0007311093,0.0007311091,0.73711115,0.0007311092,0.0007311091
