DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30
8042410,108,0,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.9853527,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829,0.0005050829
8132718,108,0,0.00035462482,0.98971605,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482,0.00035462482
8673465,108,0,0.00037883775,0.00037883775,0.40216714,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.368452,0.00037883775,0.00037883775,0.103296794,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.00037883775,0.06574439,0.00037883775,0.00037883775,0.00037883775,0.05086884,0.00037883775,0.00037883775,0.00037883775,0.00037883775
8707050,108,0,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.98333275,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369,0.0005747369
9175625,108,0,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.98901457,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109,0.0003788109
9245791,108,0,0.00075767835,0.00075767835,0.18496251,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.33190647,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.00075767835,0.40365607,0.00075767835,0.00075767835,0.00075767835,0.059775446,0.00075767835,0.00075767835,0.00075767835,0.00075767835
9346876,108,0,0.00039218413,0.00039218413,0.98862684,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413,0.00039218413
9352931,108,0,0.00042196264,0.00042196264,0.9877633,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264,0.00042196264
9591694,108,0,0.00035844237,0.00035844237,0.9896053,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237,0.00035844237
10100328,108,0,0.00046950096,0.9863847,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096,0.00046950096
