DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35
8132718,108,0,0.0002945743,0.0002945743,0.0002945743,0.5921422,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.0002945743,0.39813668,0.0002945743,0.0002945743
8673465,108,0,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.9893246,0.0003139784,0.0003139784,0.0003139784,0.0003139784,0.0003139784
8707050,108,0,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.9832505,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285,0.0004926285
9175625,108,0,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.7471325,0.0003361535,0.2417744,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535,0.0003361535
9245791,108,0,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.7696957,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.21251328,0.0005391173,0.0005391173,0.0005391173,0.0005391173,0.0005391173
9591694,108,0,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.98966527,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602,0.0003039602
10051610,108,0,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.97571355,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993,0.0007142993
10087618,108,0,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.58176684,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.00089292496,0.14094116,0.00089292496,0.00089292496,0.00089292496,0.24871814,0.00089292496
10100328,108,0,0.9857134,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373,0.00042018373
10320929,108,0,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.00060792384,0.97933054,0.00060792384,0.00060792384
10531012,108,0,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.58143514,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.40772688,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894,0.00032841894
10700148,108,0,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.28191152,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.1448194,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.39919314,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.14947093,0.0007937071,0.0007937071,0.0007937071,0.0007937071,0.0007937071
10725388,108,0,0.00032842014,0.00032842014,0.9888335,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014,0.00032842014
10806067,108,0,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.22907294,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.54088795,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.00034846072,0.21888831,0.00034846072,0.00034846072
10946305,108,0,0.00046843578,0.00046843578,0.3457023,0.00046843578,0.00046843578,0.5770257,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.062281743,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578,0.00046843578
11950889,108,0,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.9899847,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182,0.00029456182
12217649,108,0,0.0004329165,0.0004329165,0.6001068,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.38560668,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165,0.0004329165
12415118,108,0,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.98738325,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556,0.00037107556
12461557,108,0,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.000816428,0.22212958,0.000816428,0.000816428,0.000816428,0.000816428,0.3134674,0.000816428,0.000816428,0.19995643,0.000816428,0.000816428,0.000816428,0.000816428,0.10507828,0.000816428,0.000816428,0.000816428,0.000816428,0.1348752
