DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
8042410,108,0,0.0011739037,0.0011739151,0.0011739355,0.69934297,0.0011739426,0.0011739532,0.28891784,0.0011739284,0.0011738884,0.0011739322,0.001173895,0.0011739251
8132718,108,0,0.00088664383,0.36305362,0.00088664494,0.0008866526,0.000886657,0.0008866502,0.56719816,0.0008866667,0.0008866517,0.0008866436,0.061768364,0.0008866621
8707050,108,0,0.001436934,0.0014369813,0.6138452,0.0014369147,0.0014369254,0.0014369317,0.0014369467,0.0014369269,0.37178537,0.001436942,0.001436921,0.0014369419
9175625,108,0,0.0009261004,0.076649666,0.48630828,0.14505783,0.0009261095,0.10112527,0.18437625,0.0009261009,0.0009261245,0.0009261005,0.00092612626,0.0009261114
9245791,108,0,0.0018118112,0.0018118401,0.98007,0.0018118289,0.0018117912,0.0018117746,0.0018118565,0.0018118148,0.0018118127,0.0018118228,0.0018117907,0.0018118232
9346876,108,0,0.0010417715,0.0010417823,0.0010418079,0.0010417849,0.0010417837,0.98854035,0.0010417954,0.001041776,0.0010418275,0.0010417853,0.0010417749,0.001041767
9352931,108,0,0.0010163999,0.1202567,0.23282768,0.21152015,0.0010164082,0.0010164037,0.42726427,0.0010164082,0.0010164037,0.0010164119,0.0010163912,0.0010163987
9591694,108,0,0.0009921516,0.0009921612,0.0009921495,0.0009921425,0.0009921382,0.24375536,0.7463231,0.0009921498,0.0009921661,0.0009921407,0.0009921441,0.000992159
10051610,108,0,0.0019381781,0.0019381909,0.0019382068,0.00193818,0.0019381604,0.0019381848,0.97867984,0.0019382146,0.0019381623,0.0019382712,0.001938169,0.0019381633
10087618,108,0,0.0026045016,0.0026045265,0.41358554,0.0026044655,0.0026044685,0.0026045777,0.17863145,0.38434228,0.002604587,0.0026044997,0.002604469,0.0026046063
10100328,108,0,0.0011263363,0.001126348,0.44018036,0.19460276,0.0011263494,0.0011263841,0.35507983,0.0011263391,0.0011263426,0.0011263392,0.0011263747,0.0011263252
10320929,108,0,0.001811725,0.98007065,0.0018117714,0.0018117155,0.0018117271,0.0018117785,0.0018118077,0.0018117498,0.0018117726,0.0018117379,0.0018117313,0.0018117415
10531012,108,0,0.0009158457,0.021312356,0.23315856,0.0009158638,0.0009158652,0.11238649,0.3315849,0.0009158642,0.29514664,0.00091586297,0.00091585796,0.00091586134
10700148,108,0,0.0024513204,0.23348153,0.062983856,0.0024512976,0.0024513237,0.002451534,0.0024513835,0.002451276,0.6814722,0.0024514182,0.0024513206,0.0024514215
10806067,108,0,0.0009690533,0.9893402,0.0009690721,0.00096905837,0.0009690547,0.0009690609,0.00096907245,0.00096905825,0.0009690556,0.0009690565,0.0009690519,0.0009690574
10946305,108,0,0.0013662261,0.0013662323,0.00136625,0.0013662326,0.0013662511,0.00136624,0.0013662344,0.9849713,0.0013662378,0.0013662977,0.0013662295,0.0013662184
10969025,108,0,0.0012255845,0.0012255898,0.0012255969,0.0012255941,0.001225611,0.0012255962,0.9865184,0.0012256067,0.0012255885,0.0012256035,0.0012255874,0.0012256138
11950889,108,0,0.0008013544,0.00080135517,0.00080135633,0.00080135395,0.00080135674,0.0008013513,0.99118507,0.0008013474,0.000801354,0.0008013561,0.00080135255,0.00080135785
12297500,108,0,0.00089617923,0.0008961834,0.28163004,0.0008961775,0.0008961799,0.5513488,0.15895559,0.00089617196,0.00089617923,0.000896173,0.00089617964,0.0008961562
12417022,108,0,0.0012627807,0.0012628128,0.4184005,0.0012627817,0.0012627816,0.0012627698,0.17183365,0.0012627842,0.0012627769,0.39840078,0.0012627739,0.0012627711
12496124,108,0,0.0017007887,0.0017008096,0.0017007928,0.0017007785,0.0017007762,0.0017007946,0.0017008085,0.0017007857,0.9812913,0.001700775,0.0017007818,0.0017008206
12496132,108,0,0.0008682028,0.0008681956,0.00086820737,0.0008682082,0.000868192,0.1889249,0.5855533,0.0008681962,0.17322554,0.015517078,0.0008682002,0.0307017
