DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17
8042410,108,0,0.00089134433,0.0008913443,0.00089134433,0.00089134433,0.0008913444,0.0008913443,0.0008913443,0.0008913442,0.00089134433,0.0008913443,0.9857386,0.0008913444,0.0008913443,0.0008913447,0.00089134433,0.0008913444,0.00089134416
8132718,108,0,0.00062581827,0.9899871,0.0006258183,0.00062581827,0.00062581815,0.0006258182,0.00062581827,0.00062581827,0.00062581827,0.0006258182,0.0006258183,0.0006258183,0.0006258183,0.00062581827,0.0006258184,0.0006258183,0.0006258182
8673465,108,0,0.10763578,0.00066853344,0.54129285,0.0006685336,0.0006685334,0.0006685335,0.0006685335,0.0006685335,0.0006685334,0.0006685335,0.0006685335,0.00066853384,0.00066853355,0.0006685335,0.34171206,0.00066853355,0.0006685335
8707050,108,0,0.001014337,0.0010143368,0.19242081,0.0010143371,0.0010143368,0.0010143367,0.0010143368,0.0010143368,0.07658487,0.0010143367,0.0010143368,0.0010143368,0.17233256,0.0010143367,0.5454754,0.001014337,0.0010143367
9175625,108,0,0.37252676,0.2701447,0.0006685368,0.00066853664,0.00066853664,0.0006685366,0.0006685368,0.00066853664,0.00066853664,0.0006685365,0.0006685367,0.00066853664,0.21731551,0.0006685369,0.13132213,0.00066853676,0.00066853664
9245791,108,0,0.0013369871,0.0013369871,0.0013369871,0.0013369869,0.0013369869,0.0013369871,0.0013369872,0.8335112,0.0013369871,0.001336987,0.0013369871,0.0013369871,0.0013369874,0.001336987,0.14643413,0.0013369871,0.001336987
9346876,108,0,0.00069211615,0.0006921163,0.7563366,0.0006921161,0.000692116,0.0006921161,0.0006921161,0.0006921161,0.0006921161,0.0006921161,0.0006921161,0.00069211604,0.00069211755,0.0006921167,0.23328179,0.0006921161,0.0006921161
9352931,108,0,0.00074465387,0.0007446539,0.9209651,0.00074465387,0.00074465387,0.00074465387,0.00074465387,0.00074465387,0.0007446539,0.0007446539,0.0007446539,0.000744654,0.000744654,0.0007446538,0.06786532,0.0007446539,0.0007446538
9591694,108,0,0.0006325787,0.0006325787,0.5194682,0.0006325788,0.00063257857,0.00063257845,0.0006325786,0.00063257857,0.00063257857,0.0006325785,0.00063257857,0.00063257857,0.00063257857,0.09928987,0.37238595,0.00063257857,0.0006325785
10100328,108,0,0.0008285652,0.36900762,0.17725915,0.00082856533,0.0008285654,0.0008285653,0.0008285652,0.0008285654,0.0008285652,0.00082856533,0.0008285654,0.00082856533,0.44213355,0.00082856533,0.0008285655,0.00082856533,0.0008285653
10531012,108,0,0.00065361545,0.0006536155,0.00065361557,0.00065361545,0.00065361545,0.00065361545,0.00065361545,0.0006536155,0.00065361545,0.00065361545,0.00065361557,0.0006536155,0.0006536156,0.0006536155,0.9895421,0.0006536155,0.00065361545
10700148,108,0,0.0017825885,0.0017825887,0.0017825887,0.0017825885,0.0017825887,0.0017825884,0.0017825884,0.0017825885,0.0017825885,0.0017825883,0.0017825888,0.0017825887,0.0017825884,0.0017825887,0.9714787,0.0017825888,0.0017825885
10725388,108,0,0.00063942355,0.0006394236,0.00063942367,0.00063942355,0.0006394235,0.0006394236,0.0006394236,0.0006394236,0.0006394236,0.0006394235,0.0006394236,0.0006394236,0.9897693,0.00063942384,0.0006394237,0.00063942367,0.0006394235
10969025,108,0,0.0008403963,0.0008403974,0.0008403963,0.0008403963,0.0008403963,0.0008403962,0.9865537,0.00084039633,0.0008403962,0.0008403962,0.0008403962,0.0008403962,0.0008403963,0.0008403963,0.0008403964,0.0008403963,0.0008403962
12217649,108,0,0.00089131587,0.0008913159,0.000891316,0.00089131587,0.00089131587,0.00089131587,0.000891316,0.0008913159,0.0008913159,0.0008913158,0.0008913159,0.00089131587,0.5949427,0.00089131587,0.39168763,0.0008913159,0.00089131587
12297500,108,0,0.0006192468,0.00061924686,0.7655407,0.00061924674,0.0006192468,0.00061924686,0.0006192468,0.0006192469,0.0006192468,0.0006192468,0.0006192468,0.0006192468,0.22517072,0.00061924674,0.0006192469,0.0006192468,0.0006192468
12415118,108,0,0.00076401583,0.00076401787,0.9877759,0.000764016,0.00076401583,0.0007640159,0.00076401606,0.00076401595,0.000764016,0.00076401583,0.000764016,0.0007640159,0.000764016,0.00076401606,0.00076401606,0.000764016,0.000764016
12417022,108,0,0.0008780054,0.00087800546,0.00087800546,0.0008780054,0.0008780054,0.0008780054,0.0008780054,0.0008780055,0.0008780054,0.00087800546,0.0008780054,0.0008780055,0.985952,0.0008780054,0.00087800575,0.0008780054,0.0008780054
12461557,108,0,0.0016808714,0.0016808717,0.49684128,0.15605083,0.0016808711,0.0016808711,0.0016808716,0.20644523,0.0016808714,0.0016808712,0.0016808715,0.0016808716,0.11881165,0.0016808716,0.0016808722,0.0016808719,0.0016808711
12496124,108,0,0.18077233,0.0011535579,0.20819241,0.07866847,0.0011535579,0.0011535573,0.0011535578,0.0011535573,0.0011535574,0.0011535572,0.0011535574,0.0011535574,0.0011535574,0.0011535573,0.5173707,0.0011535579,0.0011535573
12496132,108,0,0.0005656716,0.0005656717,0.65560836,0.00056567165,0.00056567154,0.0005656715,0.00056567165,0.00056567154,0.00056567154,0.00056567154,0.0005656715,0.00056567154,0.00056567165,0.025822049,0.31065038,0.0005656716,0.00056567154
12511612,108,0,0.000525236,0.0005252361,0.000525236,0.00052523596,0.00052523596,0.00052523596,0.00052523596,0.0005252361,0.00052523596,0.00052523596,0.000525236,0.00052523596,0.0005252361,0.00052523596,0.00052523613,0.9915962,0.00052523596
12516859,108,0,0.0012256021,0.0012256021,0.5171803,0.3188342,0.0012256019,0.0012256016,0.0012256023,0.0012256021,0.0012256019,0.0012256018,0.0012256018,0.0012256021,0.0012256019,0.0012256021,0.14682733,0.0012256019,0.0012256018
