DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73
8132718,108,0,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.9898302,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885,0.00014122885
8673465,108,0,0.00015053767,0.00015053767,0.9891584,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767,0.00015053767
8707050,108,0,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.9829944,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992,0.00023618992
9175625,108,0,0.00016116496,0.00016116496,0.988393,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496,0.00016116496
9245791,108,0,0.00025847336,0.00025847336,0.19193466,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.78971386,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336,0.00025847336
9591694,108,0,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.989506,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727,0.00014573727
10051610,108,0,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.9753423,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685,0.0003424685
10087618,108,0,0.00042810309,0.00042810309,0.5737201,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.3958847,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309,0.00042810309
10100328,108,0,0.00020146043,0.00020146043,0.28268352,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.703011,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043,0.00020146043
10320929,108,0,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.97901404,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166,0.00029147166
